domain,cell,size,lsml,flat,avg,upcr
gpqa,Llama-8B_T1.0,6,0.5355,0.539,0.5375,0.5421
gpqa,Llama-8B_T1.0,6,0.5184,0.5329,0.5235,0.5417
gpqa,Llama-8B_T1.0,6,0.5096,0.5196,0.5077,0.4729
gpqa,Llama-8B_T1.0,7,0.5502,0.5474,0.5273,0.5208
gpqa,Llama-8B_T1.0,7,0.4597,0.5558,0.5588,0.5591
gpqa,Llama-8B_T1.0,7,0.4554,0.5494,0.5577,0.5538
gpqa,Llama-8B_T1.0,7,0.4937,0.5047,0.5071,0.502
gpqa,Llama-8B_T1.0,7,0.4491,0.5528,0.5205,0.5556
gpqa,Llama-8B_T1.0,7,0.5413,0.5466,0.5343,0.5474
gpqa,Llama-8B_T1.0,7,0.5293,0.5334,0.5262,0.4567
gpqa,Llama-8B_T1.0,7,0.4617,0.4596,0.529,0.5472
gpqa,Llama-8B_T1.0,7,0.4776,0.4631,0.5381,0.4618
gpqa,Llama-8B_T1.0,7,0.539,0.5392,0.5345,0.543
gpqa,Llama-8B_T1.0,7,0.4997,0.4779,0.523,0.5257
gpqa,Llama-8B_T1.0,7,0.4678,0.5414,0.5005,0.5175
gpqa,Llama-8B_T1.0,7,0.4668,0.4615,0.5209,0.5241
gpqa,Llama-8B_T1.0,7,0.5407,0.544,0.4942,0.517
gpqa,Llama-8B_T1.0,7,0.4709,0.4621,0.5293,0.5254
gpqa,Llama-8B_T1.0,7,0.4602,0.5468,0.4809,0.5118
gpqa,Llama-8B_T1.0,7,0.5508,0.5517,0.5459,0.5539
gpqa,Llama-8B_T1.0,7,0.5335,0.533,0.5351,0.457
gpqa,Llama-8B_T1.0,7,0.4831,0.4804,0.4979,0.4787
gpqa,Llama-8B_T1.0,7,0.5262,0.5405,0.5202,0.5256
gpqa,Llama-8B_T1.0,7,0.4523,0.547,0.5369,0.556
gpqa,Llama-8B_T1.0,7,0.5336,0.5426,0.533,0.5547
gpqa,Llama-8B_T1.0,7,0.5184,0.5154,0.5123,0.5175
gpqa,Llama-8B_T1.0,7,0.454,0.548,0.5382,0.5499
gpqa,Llama-8B_T1.0,7,0.539,0.5374,0.5256,0.5278
gpqa,Llama-8B_T1.0,7,0.5248,0.5391,0.5369,0.5478
gpqa,Llama-8B_T1.0,7,0.5646,0.5546,0.4984,0.4519
gpqa,Llama-8B_T1.0,7,0.5394,0.5375,0.5175,0.4509
gpqa,Llama-8B_T1.0,7,0.5694,0.5526,0.524,0.5526
gpqa,Llama-8B_T1.0,7,0.5116,0.5227,0.4496,0.4742
gpqa,Llama-8B_T1.0,7,0.5167,0.5232,0.5107,0.5379
gpqa,Llama-8B_T1.0,7,0.5299,0.5343,0.5318,0.4505
gpqa,Llama-8B_T1.0,7,0.4613,0.4614,0.5254,0.5468
gpqa,Llama-8B_T1.0,7,0.534,0.5392,0.5018,0.454
gpqa,Llama-8B_T1.0,8,0.5325,0.544,0.5379,0.5395
gpqa,Llama-8B_T1.0,8,0.524,0.5342,0.5416,0.5403
gpqa,Llama-8B_T1.0,8,0.545,0.5395,0.5431,0.5401
gpqa,Llama-8B_T1.0,8,0.5447,0.4545,0.5495,0.548
gpqa,Llama-8B_T1.0,8,0.4876,0.4962,0.5283,0.512
gpqa,Llama-8B_T1.0,8,0.5485,0.5483,0.505,0.5064
gpqa,Llama-8B_T1.0,8,0.4671,0.4544,0.5317,0.4558
gpqa,Llama-8B_T1.0,8,0.4586,0.4543,0.544,0.544
gpqa,Llama-8B_T1.0,8,0.4622,0.4507,0.5433,0.5675
gpqa,Llama-8B_T1.0,8,0.4602,0.4524,0.5477,0.5595
gpqa,Llama-8B_T1.0,8,0.5506,0.5509,0.5347,0.55
gpqa,Llama-8B_T1.0,8,0.5401,0.5442,0.5308,0.5362
gpqa,Llama-8B_T1.0,8,0.5329,0.5465,0.5377,0.4491
gpqa,Llama-8B_T1.0,8,0.544,0.5399,0.5392,0.5395
gpqa,Llama-8B_T1.0,8,0.5489,0.5485,0.5356,0.5468
gpqa,Llama-8B_T1.0,8,0.5486,0.5508,0.5478,0.555
gpqa,Llama-8B_T1.0,8,0.5427,0.5508,0.5322,0.5506
gpqa,Llama-8B_T1.0,8,0.5321,0.536,0.5254,0.5345
gpqa,Llama-8B_T1.0,8,0.4955,0.5234,0.4973,0.4826
gpqa,Llama-8B_T1.0,8,0.5538,0.5502,0.5459,0.5483
gpqa,Llama-8B_T1.0,8,0.5539,0.5524,0.5496,0.5515
gpqa,Llama-8B_T1.0,8,0.4552,0.4547,0.5241,0.4634
gpqa,Llama-8B_T1.0,8,0.5438,0.5443,0.4993,0.5269
gpqa,Llama-8B_T1.0,8,0.4861,0.4662,0.5011,0.5209
gpqa,Llama-8B_T1.0,8,0.5171,0.5163,0.5146,0.4726
gpqa,Llama-8B_T1.0,8,0.5145,0.4794,0.4912,0.5016
gpqa,Llama-8B_T1.0,8,0.5409,0.542,0.5221,0.4595
gpqa,Llama-8B_T1.0,8,0.5221,0.5349,0.5128,0.5267
gpqa,Llama-8B_T1.0,8,0.4518,0.4536,0.5038,0.4558
gpqa,Llama-8B_T1.0,8,0.4519,0.5468,0.5386,0.5573
gpqa,Llama-8B_T1.0,8,0.5326,0.5447,0.5031,0.5385
gpqa,Llama-8B_T1.0,8,0.5336,0.5457,0.5374,0.5623
gpqa,Llama-8B_T1.0,8,0.514,0.5284,0.4975,0.5264
gpqa,Llama-8B_T1.0,8,0.49,0.5175,0.4969,0.52
gpqa,Llama-8B_T1.0,8,0.5482,0.5472,0.5228,0.5502
gpqa,Llama-8B_T1.0,8,0.5431,0.5483,0.4934,0.5511
gpqa,Llama-8B_T1.0,8,0.5336,0.5435,0.5297,0.5498
gpqa,Llama-8B_T1.0,8,0.5434,0.5452,0.5391,0.5512
gpqa,Llama-8B_T1.0,8,0.529,0.5424,0.5123,0.5456
gpqa,Llama-8B_T1.0,8,0.5378,0.5366,0.5365,0.4567
gpqa,Llama-8B_T1.0,9,0.5489,0.5541,0.5269,0.5623
gpqa,Llama-8B_T1.0,9,0.5457,0.5434,0.5358,0.5405
gpqa,Llama-8B_T1.0,9,0.5405,0.5456,0.5012,0.5267
gpqa,Llama-8B_T1.0,9,0.5643,0.5519,0.5054,0.4513
gpqa,Llama-8B_T1.0,9,0.4522,0.5451,0.521,0.5404
gpqa,Llama-8B_T1.0,9,0.564,0.5558,0.5003,0.4504
gpqa,Llama-8B_T1.0,9,0.5545,0.5519,0.5227,0.5448
gpqa,Llama-8B_T1.0,9,0.4606,0.4545,0.5261,0.5372
gpqa,Llama-8B_T1.0,9,0.457,0.5417,0.5342,0.4556
gpqa,Llama-8B_T1.0,9,0.5645,0.5533,0.525,0.5512
gpqa,Llama-8B_T1.0,9,0.5329,0.5405,0.5157,0.5326
gpqa,Llama-8B_T1.0,9,0.5437,0.5498,0.5326,0.544
gpqa,Llama-8B_T1.0,9,0.5116,0.5226,0.4787,0.5066
gpqa,Llama-8B_T1.0,9,0.5253,0.5256,0.5066,0.5197
gpqa,Llama-8B_T1.0,9,0.5526,0.5483,0.4981,0.5528
gpqa,Llama-8B_T1.0,9,0.5486,0.5469,0.523,0.5483
gpqa,Llama-8B_T1.0,9,0.5236,0.5372,0.5219,0.4476
gpqa,Llama-8B_T1.0,9,0.543,0.5426,0.5221,0.4723
gpqa,Llama-8B_T1.0,9,0.5392,0.5405,0.5292,0.4586
gpqa,Llama-8B_T1.0,9,0.5483,0.5435,0.5373,0.452
gpqa,Llama-8B_T1.0,9,0.5373,0.5323,0.5109,0.4655
gpqa,Llama-8B_T1.0,9,0.5394,0.5392,0.5182,0.5407
gpqa,Llama-8B_T1.0,9,0.5361,0.5382,0.5295,0.4566
gpqa,Llama-8B_T1.0,9,0.5352,0.5388,0.4942,0.5416
gpqa,Llama-8B_T1.0,9,0.5425,0.5439,0.5159,0.5312
gpqa,Llama-8B_T1.0,9,0.5318,0.5456,0.5066,0.5388
gpqa,Llama-8B_T1.0,9,0.5469,0.5502,0.5282,0.5561
gpqa,Llama-8B_T1.0,9,0.5396,0.5425,0.5025,0.5395
gpqa,Llama-8B_T1.0,10,0.5464,0.5455,0.5361,0.5481
gpqa,Llama-8B_T1.0,10,0.5292,0.5437,0.5146,0.5362
gpqa,Llama-8B_T1.0,10,0.4699,0.5424,0.5178,0.5347
gpqa,Llama-8B_T1.0,10,0.5345,0.523,0.5282,0.5249
gpqa,Llama-8B_T1.0,10,0.523,0.5399,0.5264,0.5511
gpqa,Llama-8B_T1.0,10,0.5513,0.549,0.5385,0.5476
gpqa,Llama-8B_T1.0,10,0.5416,0.5381,0.5126,0.5344
gpqa,Llama-8B_T1.0,10,0.4593,0.5431,0.5106,0.5361
gpqa,Llama-8B_T1.0,10,0.5456,0.5442,0.5241,0.5417
gpqa,Llama-8B_T1.0,10,0.458,0.4597,0.5033,0.5365
gpqa,Llama-8B_T1.0,10,0.5437,0.5416,0.5387,0.5412
gpqa,Llama-8B_T1.0,10,0.5349,0.5401,0.5187,0.5396
gpqa,Llama-8B_T1.0,10,0.5381,0.5426,0.5185,0.5349
gpqa,Llama-8B_T1.0,10,0.5362,0.5398,0.511,0.4655
gpqa,Llama-8B_T1.0,10,0.5447,0.5452,0.5291,0.5386
gpqa,Llama-8B_T1.0,10,0.5474,0.5532,0.5338,0.5641
gpqa,Llama-8B_T1.0,10,0.5344,0.5361,0.524,0.5344
gpqa,Llama-8B_T1.0,10,0.5312,0.5418,0.5327,0.5509
gpqa,Llama-8B_T1.0,10,0.5528,0.5539,0.5066,0.5463
gpqa,Llama-8B_T1.0,10,0.5409,0.54,0.5018,0.5379
gpqa,Llama-8B_T1.0,10,0.5357,0.5457,0.5189,0.5387
gpqa,Llama-8B_T1.0,10,0.5227,0.531,0.4848,0.5129
gpqa,Llama-8B_T1.0,10,0.5306,0.5377,0.5185,0.5338
gpqa,Llama-8B_T1.0,10,0.5379,0.55,0.5217,0.5451
gpqa,Llama-8B_T1.0,10,0.5316,0.5385,0.5266,0.4579
gpqa,Llama-8B_T1.0,10,0.5366,0.5379,0.5114,0.5321
gpqa,Llama-8B_T1.0,10,0.55,0.5446,0.5032,0.4615
gpqa,Llama-8B_T1.0,10,0.5399,0.5468,0.4997,0.5507
gpqa,Llama-8B_T1.0,10,0.5401,0.543,0.5398,0.4515
gpqa,Llama-8B_T1.0,10,0.5368,0.5456,0.5187,0.5408
gpqa,Llama-8B_T1.0,11,0.4539,0.5539,0.5426,0.5517
gpqa,Llama-8B_T1.0,11,0.5262,0.5279,0.5209,0.5342
gpqa,Llama-8B_T1.0,11,0.5499,0.5498,0.5351,0.5491
gpqa,Llama-8B_T1.0,11,0.5408,0.5433,0.5208,0.5487
gpqa,Llama-8B_T1.0,11,0.4574,0.5438,0.5422,0.4528
gpqa,Llama-8B_T1.0,11,0.4573,0.4589,0.5209,0.5391
gpqa,Llama-8B_T1.0,11,0.4634,0.4634,0.5128,0.4622
gpqa,Llama-8B_T1.0,11,0.5411,0.5403,0.5206,0.5461
gpqa,Llama-8B_T1.0,11,0.4674,0.5362,0.5127,0.5192
gpqa,Llama-8B_T1.0,11,0.5457,0.545,0.536,0.547
gpqa,Llama-8B_T1.0,11,0.5396,0.5401,0.5223,0.5396
gpqa,Llama-8B_T1.0,11,0.5322,0.5279,0.5023,0.5235
gpqa,Llama-8B_T1.0,11,0.5404,0.5456,0.5197,0.5451
gpqa,Llama-8B_T1.0,11,0.5322,0.5464,0.5301,0.5507
gpqa,Llama-8B_T1.0,11,0.5417,0.5464,0.5105,0.4532
gpqa,Llama-8B_T1.0,11,0.5373,0.549,0.5235,0.5481
gpqa,Llama-8B_T1.0,11,0.5401,0.5452,0.515,0.537
gpqa,Llama-8B_T1.0,11,0.5433,0.5481,0.5059,0.5456
gpqa,Llama-8B_T1.0,12,0.543,0.5435,0.5291,0.5388
gpqa,Llama-8B_T1.0,12,0.5351,0.5522,0.526,0.5507
gpqa,Llama-8B_T1.0,12,0.5269,0.5252,0.4864,0.5067
gpqa,Llama-8B_T1.0,12,0.5443,0.544,0.5382,0.544
gpqa,Llama-8B_T1.0,12,0.533,0.5413,0.5132,0.5379
gpqa,Llama-8B_T1.0,12,0.55,0.5498,0.526,0.5694
gpqa,Llama-8B_T1.0,13,0.5395,0.54,0.5343,0.4586
gpqa,Llama-8B_T1.0,13,0.543,0.544,0.5304,0.5464
gpqa,Mistral-7B_T1.0,3,0.4603,0.4638,0.5085,0.4641
gpqa,Mistral-7B_T1.0,3,0.4754,0.4746,0.4827,0.4741
gpqa,Mistral-7B_T1.0,3,0.4215,0.4324,0.4351,0.4309
gpqa,Mistral-7B_T1.0,3,0.5922,0.5932,0.5174,0.4041
gpqa,Mistral-7B_T1.0,3,0.587,0.5611,0.5034,0.5392
gpqa,Mistral-7B_T1.0,3,0.6014,0.5878,0.4312,0.3949
gpqa,Mistral-7B_T1.0,4,0.4632,0.4778,0.4834,0.4527
gpqa,Mistral-7B_T1.0,4,0.4684,0.4701,0.4862,0.487
gpqa,Mistral-7B_T1.0,4,0.4162,0.4114,0.5176,0.4372
gpqa,Mistral-7B_T1.0,4,0.5909,0.3989,0.558,0.4103
gpqa,Mistral-7B_T1.0,4,0.4284,0.4614,0.4623,0.4772
gpqa,Mistral-7B_T1.0,4,0.6011,0.3797,0.4691,0.5655
gpqa,Mistral-7B_T1.0,4,0.5857,0.4281,0.4603,0.4457
gpqa,Mistral-7B_T1.0,4,0.5855,0.5886,0.4751,0.4074
gpqa,Mistral-7B_T1.0,4,0.4955,0.4927,0.5045,0.4882
gpqa,Mistral-7B_T1.0,4,0.5973,0.5962,0.4549,0.5843
gpqa,Mistral-7B_T1.0,4,0.5919,0.5032,0.4845,0.4154
gpqa,Mistral-7B_T1.0,4,0.5905,0.4053,0.5116,0.4782
gpqa,Mistral-7B_T1.0,4,0.5955,0.5782,0.4624,0.5392
gpqa,Mistral-7B_T1.0,4,0.5878,0.5931,0.4373,0.4049
gpqa,Mistral-7B_T1.0,4,0.4561,0.4596,0.5309,0.5466
gpqa,Mistral-7B_T1.0,4,0.4616,0.4788,0.5342,0.4907
gpqa,Mistral-7B_T1.0,4,0.5854,0.5774,0.5065,0.5631
gpqa,Mistral-7B_T1.0,5,0.4132,0.4162,0.5581,0.3985
gpqa,Mistral-7B_T1.0,5,0.4172,0.428,0.4455,0.415
gpqa,Mistral-7B_T1.0,5,0.4177,0.4204,0.4207,0.4243
gpqa,Mistral-7B_T1.0,5,0.4238,0.4182,0.4162,0.4065
gpqa,Mistral-7B_T1.0,5,0.4146,0.4131,0.4343,0.4193
gpqa,Mistral-7B_T1.0,5,0.5866,0.4211,0.4507,0.4101
gpqa,Mistral-7B_T1.0,5,0.4499,0.4403,0.433,0.4746
gpqa,Mistral-7B_T1.0,5,0.4562,0.4731,0.5127,0.5355
gpqa,Mistral-7B_T1.0,5,0.4188,0.4136,0.4749,0.5181
gpqa,Mistral-7B_T1.0,5,0.4203,0.4866,0.4801,0.4526
gpqa,Mistral-7B_T1.0,5,0.3643,0.3745,0.5096,0.583
gpqa,Mistral-7B_T1.0,5,0.5854,0.4057,0.4139,0.3536
gpqa,Mistral-7B_T1.0,5,0.4131,0.4215,0.43,0.4119
gpqa,Mistral-7B_T1.0,5,0.4711,0.4669,0.4743,0.4712
gpqa,Mistral-7B_T1.0,5,0.4886,0.4873,0.5362,0.4882
gpqa,Mistral-7B_T1.0,5,0.5036,0.4635,0.4465,0.5241
gpqa,Mistral-7B_T1.0,5,0.4345,0.45,0.4288,0.4609
gpqa,Mistral-7B_T1.0,5,0.4266,0.4373,0.5041,0.5303
gpqa,Mistral-7B_T1.0,6,0.4295,0.418,0.4912,0.4472
gpqa,Mistral-7B_T1.0,6,0.3993,0.4041,0.4188,0.4201
gpqa,Mistral-7B_T1.0,6,0.4224,0.4239,0.5505,0.4585
gpqa,Mistral-7B_T1.0,6,0.425,0.4295,0.3899,0.452
gpqa,Mistral-7B_T1.0,6,0.4199,0.4253,0.4059,0.4065
gpqa,Mistral-7B_T1.0,6,0.4139,0.4195,0.4908,0.4573
gpqa,Mistral-7B_T1.0,6,0.5869,0.4219,0.4564,0.3984
gpqa,Mistral-7B_T1.0,6,0.4504,0.4461,0.462,0.4355
gpqa,Mistral-7B_T1.0,6,0.4343,0.4415,0.4641,0.4828
gpqa,Mistral-7B_T1.0,6,0.4092,0.4201,0.4091,0.4166
gpqa,Mistral-7B_T1.0,6,0.4408,0.4231,0.4395,0.4404
gpqa,Mistral-7B_T1.0,6,0.4322,0.4473,0.4684,0.4638
gpqa,Mistral-7B_T1.0,6,0.4696,0.4689,0.5041,0.4578
gpqa,Mistral-7B_T1.0,6,0.3934,0.432,0.4453,0.4545
gpqa,Mistral-7B_T1.0,6,0.4286,0.3865,0.3959,0.5134
gpqa,Mistral-7B_T1.0,6,0.4164,0.4134,0.5261,0.4776
gpqa,Mistral-7B_T1.0,6,0.4028,0.4035,0.5112,0.5053
gpqa,Mistral-7B_T1.0,6,0.3938,0.4041,0.5492,0.4772
gpqa,Mistral-7B_T1.0,6,0.4308,0.4414,0.5338,0.4665
gpqa,Mistral-7B_T1.0,6,0.4515,0.4593,0.4382,0.4724
gpqa,Mistral-7B_T1.0,6,0.5864,0.5943,0.3932,0.3735
gpqa,Mistral-7B_T1.0,6,0.4342,0.4369,0.443,0.4795
gpqa,Mistral-7B_T1.0,6,0.4373,0.4473,0.453,0.4393
gpqa,Mistral-7B_T1.0,6,0.3991,0.4208,0.4045,0.4026
gpqa,Mistral-7B_T1.0,6,0.5861,0.4023,0.4328,0.3711
gpqa,Mistral-7B_T1.0,6,0.5861,0.4058,0.4304,0.3708
gpqa,Mistral-7B_T1.0,6,0.4749,0.4753,0.5136,0.4759
gpqa,Mistral-7B_T1.0,6,0.4358,0.4476,0.5065,0.4811
gpqa,Mistral-7B_T1.0,6,0.4304,0.4404,0.4439,0.4177
gpqa,Mistral-7B_T1.0,6,0.4315,0.4292,0.4436,0.4164
gpqa,Mistral-7B_T1.0,7,0.4192,0.4411,0.503,0.4659
gpqa,Mistral-7B_T1.0,7,0.3936,0.3973,0.4018,0.3835
gpqa,Mistral-7B_T1.0,7,0.4169,0.4357,0.5222,0.4938
gpqa,Mistral-7B_T1.0,7,0.4559,0.4318,0.488,0.4357
gpqa,Mistral-7B_T1.0,7,0.4414,0.4381,0.5278,0.4423
gpqa,Mistral-7B_T1.0,7,0.4357,0.4278,0.4862,0.4703
gpqa,Mistral-7B_T1.0,7,0.4147,0.4145,0.4926,0.4124
gpqa,Mistral-7B_T1.0,7,0.4462,0.4538,0.4714,0.4986
gpqa,Mistral-7B_T1.0,7,0.4166,0.4245,0.4385,0.4304
gpqa,Mistral-7B_T1.0,7,0.4557,0.4601,0.4677,0.5208
gpqa,Mistral-7B_T1.0,7,0.4355,0.4562,0.4158,0.4428
gpqa,Mistral-7B_T1.0,7,0.4291,0.4366,0.4634,0.4381
gpqa,Mistral-7B_T1.0,7,0.4505,0.4538,0.4885,0.4747
gpqa,Mistral-7B_T1.0,7,0.4001,0.4114,0.4222,0.4309
gpqa,Mistral-7B_T1.0,7,0.4035,0.4176,0.4407,0.5295
gpqa,Mistral-7B_T1.0,7,0.5865,0.4026,0.4149,0.43
gpqa,Mistral-7B_T1.0,7,0.4088,0.4112,0.3768,0.3842
gpqa,Mistral-7B_T1.0,7,0.4305,0.4176,0.5334,0.5307
gpqa,Mistral-7B_T1.0,7,0.3953,0.3982,0.4489,0.4189
gpqa,Mistral-7B_T1.0,7,0.4024,0.4026,0.5205,0.4646
gpqa,Mistral-7B_T1.0,7,0.4224,0.4315,0.5315,0.4765
gpqa,Mistral-7B_T1.0,7,0.4638,0.4651,0.4482,0.4849
gpqa,Mistral-7B_T1.0,7,0.4431,0.4701,0.4572,0.4753
gpqa,Mistral-7B_T1.0,7,0.3924,0.4035,0.3824,0.3941
gpqa,Mistral-7B_T1.0,7,0.4569,0.4653,0.4103,0.4595
gpqa,Mistral-7B_T1.0,7,0.5115,0.5032,0.4978,0.4882
gpqa,Mistral-7B_T1.0,7,0.3974,0.4101,0.4196,0.4385
gpqa,Mistral-7B_T1.0,8,0.4024,0.4168,0.4336,0.4285
gpqa,Mistral-7B_T1.0,8,0.4208,0.4178,0.4647,0.4666
gpqa,Mistral-7B_T1.0,8,0.4272,0.4236,0.4859,0.4831
gpqa,Mistral-7B_T1.0,8,0.4226,0.4257,0.4735,0.4445
gpqa,Mistral-7B_T1.0,8,0.4255,0.4222,0.4988,0.4653
gpqa,Mistral-7B_T1.0,8,0.4201,0.4095,0.4662,0.4568
gpqa,Mistral-7B_T1.0,8,0.4126,0.4296,0.4454,0.4901
gpqa,Mistral-7B_T1.0,8,0.3997,0.4073,0.4764,0.4142
gpqa,Mistral-7B_T1.0,8,0.4201,0.4143,0.5076,0.4442
gpqa,Mistral-7B_T1.0,8,0.4208,0.4292,0.5259,0.5068
gpqa,Mistral-7B_T1.0,8,0.4293,0.4228,0.5096,0.4996
gpqa,Mistral-7B_T1.0,8,0.41,0.4062,0.4986,0.5347
gpqa,Mistral-7B_T1.0,8,0.4412,0.4411,0.4419,0.4666
gpqa,Mistral-7B_T1.0,8,0.4054,0.4112,0.4128,0.4299
gpqa,Mistral-7B_T1.0,8,0.4341,0.4349,0.4458,0.4569
gpqa,Mistral-7B_T1.0,8,0.4028,0.423,0.3869,0.4066
gpqa,Mistral-7B_T1.0,8,0.4491,0.448,0.4412,0.4357
gpqa,Mistral-7B_T1.0,8,0.4066,0.41,0.4288,0.4345
gpqa,Mistral-7B_T1.0,8,0.4235,0.4351,0.4196,0.4955
gpqa,Mistral-7B_T1.0,8,0.4909,0.4749,0.5101,0.5108
gpqa,Mistral-7B_T1.0,8,0.4261,0.4199,0.383,0.3834
gpqa,Mistral-7B_T1.0,8,0.4318,0.4359,0.5055,0.468
gpqa,Mistral-7B_T1.0,8,0.3936,0.3959,0.4626,0.3931
gpqa,Mistral-7B_T1.0,8,0.3889,0.3796,0.4419,0.3885
gpqa,Mistral-7B_T1.0,8,0.4131,0.4165,0.5116,0.5024
gpqa,Mistral-7B_T1.0,8,0.4095,0.4072,0.4527,0.4931
gpqa,Mistral-7B_T1.0,8,0.4304,0.4484,0.5641,0.4754
gpqa,Mistral-7B_T1.0,8,0.3932,0.4059,0.4635,0.5109
gpqa,Mistral-7B_T1.0,8,0.423,0.4223,0.448,0.4343
gpqa,Mistral-7B_T1.0,8,0.4095,0.4091,0.4823,0.4136
gpqa,Mistral-7B_T1.0,8,0.4718,0.462,0.5361,0.465
gpqa,Mistral-7B_T1.0,8,0.4603,0.4557,0.4865,0.4732
gpqa,Mistral-7B_T1.0,8,0.4236,0.4527,0.5381,0.4664
gpqa,Mistral-7B_T1.0,8,0.4357,0.4265,0.5145,0.4795
gpqa,Mistral-7B_T1.0,8,0.4123,0.4258,0.557,0.4643
gpqa,Mistral-7B_T1.0,8,0.4235,0.4335,0.5496,0.4808
gpqa,Mistral-7B_T1.0,8,0.4736,0.4774,0.4699,0.4772
gpqa,Mistral-7B_T1.0,8,0.4154,0.4292,0.3901,0.4834
gpqa,Mistral-7B_T1.0,8,0.4212,0.4055,0.4108,0.4142
gpqa,Mistral-7B_T1.0,8,0.3888,0.4027,0.4138,0.3955
gpqa,Mistral-7B_T1.0,8,0.4476,0.4607,0.4526,0.4792
gpqa,Mistral-7B_T1.0,8,0.4519,0.4634,0.4461,0.4285
gpqa,Mistral-7B_T1.0,8,0.4416,0.442,0.448,0.4314
gpqa,Mistral-7B_T1.0,8,0.4622,0.45,0.4105,0.4596
gpqa,Mistral-7B_T1.0,9,0.4341,0.4304,0.5035,0.5273
gpqa,Mistral-7B_T1.0,9,0.3909,0.4091,0.4207,0.4312
gpqa,Mistral-7B_T1.0,9,0.4008,0.4081,0.4582,0.4686
gpqa,Mistral-7B_T1.0,9,0.4442,0.4305,0.4911,0.4891
gpqa,Mistral-7B_T1.0,9,0.4243,0.4188,0.4695,0.4701
gpqa,Mistral-7B_T1.0,9,0.4339,0.4234,0.4819,0.4666
gpqa,Mistral-7B_T1.0,9,0.4211,0.4136,0.4836,0.4686
gpqa,Mistral-7B_T1.0,9,0.4086,0.4084,0.4891,0.4497
gpqa,Mistral-7B_T1.0,9,0.432,0.4181,0.4219,0.4203
gpqa,Mistral-7B_T1.0,9,0.4676,0.4601,0.4989,0.4564
gpqa,Mistral-7B_T1.0,9,0.4182,0.4242,0.4672,0.4868
gpqa,Mistral-7B_T1.0,9,0.4193,0.4299,0.4609,0.477
gpqa,Mistral-7B_T1.0,9,0.4073,0.4136,0.4846,0.4803
gpqa,Mistral-7B_T1.0,9,0.3964,0.4008,0.4343,0.4089
gpqa,Mistral-7B_T1.0,9,0.4296,0.4315,0.5312,0.4677
gpqa,Mistral-7B_T1.0,9,0.4461,0.4343,0.3643,0.4135
gpqa,Mistral-7B_T1.0,9,0.4523,0.4609,0.4778,0.4991
gpqa,Mistral-7B_T1.0,9,0.4061,0.4069,0.4428,0.4241
gpqa,Mistral-7B_T1.0,9,0.4212,0.4261,0.4485,0.4085
gpqa,Mistral-7B_T1.0,9,0.4438,0.4401,0.4647,0.5046
gpqa,Mistral-7B_T1.0,9,0.4641,0.4651,0.4931,0.5078
gpqa,Mistral-7B_T1.0,9,0.4686,0.47,0.5057,0.5251
gpqa,Mistral-7B_T1.0,9,0.463,0.4555,0.4632,0.4566
gpqa,Mistral-7B_T1.0,9,0.4304,0.4289,0.4599,0.4814
gpqa,Mistral-7B_T1.0,9,0.4234,0.4262,0.4973,0.4928
gpqa,Mistral-7B_T1.0,9,0.4004,0.4291,0.4439,0.4451
gpqa,Mistral-7B_T1.0,9,0.4261,0.4336,0.5091,0.4619
gpqa,Mistral-7B_T1.0,9,0.4069,0.4027,0.4972,0.3811
gpqa,Mistral-7B_T1.0,9,0.4131,0.4377,0.4624,0.5072
gpqa,Mistral-7B_T1.0,9,0.4005,0.4142,0.4805,0.4854
gpqa,Mistral-7B_T1.0,9,0.4589,0.4618,0.4966,0.4743
gpqa,Mistral-7B_T1.0,9,0.4636,0.462,0.4085,0.4742
gpqa,Mistral-7B_T1.0,9,0.418,0.4255,0.4393,0.4182
gpqa,Mistral-7B_T1.0,9,0.4608,0.4768,0.4618,0.477
gpqa,Mistral-7B_T1.0,9,0.4564,0.4553,0.4776,0.4758
gpqa,Mistral-7B_T1.0,10,0.4293,0.4153,0.4136,0.4101
gpqa,Mistral-7B_T1.0,10,0.4332,0.4349,0.4732,0.4526
gpqa,Mistral-7B_T1.0,10,0.4349,0.4081,0.4304,0.3984
gpqa,Mistral-7B_T1.0,10,0.4054,0.4126,0.483,0.4057
gpqa,Mistral-7B_T1.0,10,0.3868,0.4028,0.4611,0.4158
gpqa,Mistral-7B_T1.0,10,0.4047,0.4147,0.4732,0.4509
gpqa,Mistral-7B_T1.0,10,0.4369,0.4385,0.4801,0.4772
gpqa,Mistral-7B_T1.0,10,0.3972,0.4359,0.5004,0.4254
gpqa,Mistral-7B_T1.0,10,0.4346,0.438,0.513,0.4711
gpqa,Mistral-7B_T1.0,10,0.455,0.4465,0.5143,0.4793
gpqa,Mistral-7B_T1.0,10,0.4066,0.412,0.468,0.5091
gpqa,Mistral-7B_T1.0,10,0.3985,0.4064,0.4572,0.4703
gpqa,Mistral-7B_T1.0,10,0.4065,0.4146,0.4515,0.4247
gpqa,Mistral-7B_T1.0,10,0.4076,0.4391,0.4486,0.4611
gpqa,Mistral-7B_T1.0,10,0.4449,0.4507,0.4886,0.5243
gpqa,Mistral-7B_T1.0,10,0.4427,0.4499,0.4601,0.507
gpqa,Mistral-7B_T1.0,10,0.4486,0.4377,0.4424,0.5173
gpqa,Mistral-7B_T1.0,10,0.4503,0.4514,0.5343,0.4611
