domain,cell,size,lsml,flat,avg,upcr
repgrid,ars_gsm8k_r1distill8b,10,0.725,0.6813,0.5595,0.4475
repgrid,ars_gsm8k_r1distill8b,10,0.7479,0.7174,0.7152,0.7622
repgrid,ars_gsm8k_r1distill8b,10,0.776,0.7661,0.7143,0.7696
repgrid,ars_gsm8k_r1distill8b,10,0.5859,0.6027,0.6187,0.4725
repgrid,ars_gsm8k_r1distill8b,10,0.4033,0.606,0.5902,0.5783
repgrid,ars_gsm8k_r1distill8b,10,0.4229,0.611,0.6425,0.5052
repgrid,ars_gsm8k_r1distill8b,10,0.65,0.623,0.6679,0.6112
repgrid,ars_gsm8k_r1distill8b,10,0.3451,0.6654,0.5366,0.4452
repgrid,ars_gsm8k_r1distill8b,10,0.3947,0.4077,0.5045,0.472
repgrid,ars_gsm8k_r1distill8b,10,0.6758,0.6752,0.5966,0.553
repgrid,ars_gsm8k_r1distill8b,10,0.6767,0.3362,0.6587,0.525
repgrid,ars_gsm8k_r1distill8b,10,0.3805,0.6049,0.5089,0.5775
repgrid,ars_gsm8k_r1distill8b,10,0.3788,0.3951,0.6202,0.4564
repgrid,ars_gsm8k_r1distill8b,10,0.6243,0.6226,0.5966,0.5524
repgrid,ars_gsm8k_r1distill8b,10,0.6305,0.6122,0.5539,0.4443
repgrid,ars_gsm8k_r1distill8b,11,0.3639,0.3719,0.677,0.5951
repgrid,ars_gsm8k_r1distill8b,11,0.6838,0.3271,0.6503,0.5758
repgrid,ars_gsm8k_r1distill8b,11,0.7195,0.6852,0.6667,0.6134
repgrid,ars_gsm8k_r1distill8b,11,0.4095,0.3947,0.5328,0.4428
repgrid,ars_gsm8k_r1distill8b,11,0.6892,0.669,0.6329,0.6151
repgrid,ars_gsm8k_r1distill8b,11,0.3964,0.4079,0.6004,0.5276
repgrid,ars_gsm8k_r1distill8b,11,0.5216,0.4515,0.5677,0.4512
repgrid,ars_gsm8k_r1distill8b,11,0.71,0.6494,0.6898,0.6909
repgrid,ars_gsm8k_r1distill8b,11,0.3733,0.356,0.556,0.469
repgrid,ars_gsm8k_r1distill8b,11,0.343,0.3437,0.5133,0.451
repgrid,ars_gsm8k_r1distill8b,11,0.3722,0.385,0.6709,0.5417
repgrid,ars_gsm8k_r1distill8b,11,0.399,0.4048,0.6333,0.4908
repgrid,ars_gsm8k_r1distill8b,12,0.4191,0.3794,0.6103,0.4912
repgrid,ars_gsm8k_r1distill8b,12,0.6953,0.3304,0.6996,0.6469
repgrid,ars_gsm8k_r1distill8b,12,0.6359,0.6161,0.6684,0.5067
repgrid,ars_gsm8k_r1distill8b,12,0.652,0.6633,0.7197,0.7698
repgrid,ars_gsm8k_r1distill8b,12,0.6975,0.6352,0.6566,0.4441
repgrid,ars_gsm8k_r1distill8b,12,0.6569,0.6667,0.6135,0.5575
repgrid,ars_gsm8k_r1distill8b,12,0.3212,0.3208,0.6129,0.4762
repgrid,ars_gsm8k_r1distill8b,13,0.6979,0.6545,0.5649,0.5765
repgrid,ars_gsm8k_r1distill8b,13,0.6468,0.6271,0.5866,0.4792
repgrid,epr_triviaqa_mistral24b,3,0.7361,0.7394,0.7141,0.7379
repgrid,epr_triviaqa_mistral24b,3,0.7266,0.7325,0.7027,0.7049
repgrid,epr_triviaqa_mistral24b,3,0.7262,0.7288,0.7291,0.7277
repgrid,epr_triviaqa_mistral24b,3,0.7111,0.7337,0.6954,0.6964
repgrid,epr_triviaqa_mistral24b,3,0.7038,0.7061,0.6819,0.7056
repgrid,epr_triviaqa_mistral24b,3,0.6106,0.6264,0.5442,0.5364
repgrid,epr_triviaqa_mistral24b,4,0.7346,0.7332,0.698,0.7379
repgrid,epr_triviaqa_mistral24b,4,0.7384,0.7372,0.671,0.7379
repgrid,epr_triviaqa_mistral24b,4,0.7283,0.7294,0.7096,0.7277
repgrid,epr_triviaqa_mistral24b,4,0.7299,0.7343,0.6742,0.7379
repgrid,epr_triviaqa_mistral24b,4,0.6938,0.689,0.5562,0.5804
repgrid,epr_triviaqa_mistral24b,4,0.7246,0.734,0.6813,0.6983
repgrid,epr_triviaqa_mistral24b,4,0.6578,0.6739,0.5943,0.5504
repgrid,epr_triviaqa_mistral24b,4,0.7271,0.7361,0.672,0.718
repgrid,epr_triviaqa_mistral24b,4,0.7275,0.7282,0.7049,0.7277
repgrid,epr_triviaqa_mistral24b,4,0.7294,0.7291,0.6996,0.7277
repgrid,epr_triviaqa_mistral24b,4,0.5989,0.5946,0.3937,0.6124
repgrid,epr_triviaqa_mistral24b,4,0.6728,0.6826,0.5126,0.6177
repgrid,epr_triviaqa_mistral24b,4,0.6212,0.6246,0.3788,0.6176
repgrid,epr_triviaqa_mistral24b,4,0.6343,0.6437,0.4627,0.6075
repgrid,epr_triviaqa_mistral24b,4,0.6711,0.6761,0.6506,0.7097
repgrid,epr_triviaqa_mistral24b,4,0.6665,0.667,0.6175,0.6659
repgrid,epr_triviaqa_mistral24b,4,0.6725,0.6641,0.5436,0.584
repgrid,epr_triviaqa_mistral24b,4,0.5775,0.5765,0.4136,0.584
repgrid,epr_triviaqa_mistral24b,5,0.6623,0.6547,0.4913,0.5674
repgrid,epr_triviaqa_mistral24b,5,0.6759,0.6841,0.4852,0.6154
repgrid,epr_triviaqa_mistral24b,5,0.6499,0.6293,0.645,0.7228
repgrid,epr_triviaqa_mistral24b,5,0.7073,0.7067,0.6974,0.7282
repgrid,epr_triviaqa_mistral24b,5,0.6623,0.6607,0.6166,0.7087
repgrid,epr_triviaqa_mistral24b,5,0.6765,0.6813,0.5803,0.5023
repgrid,epr_triviaqa_mistral24b,5,0.6745,0.6598,0.6227,0.6394
repgrid,epr_triviaqa_mistral24b,5,0.689,0.7173,0.6668,0.7396
repgrid,epr_triviaqa_mistral24b,5,0.6736,0.6526,0.6468,0.72
repgrid,epr_triviaqa_mistral24b,5,0.6153,0.619,0.5978,0.6056
repgrid,epr_triviaqa_mistral24b,5,0.6858,0.7059,0.708,0.7277
repgrid,epr_triviaqa_mistral24b,5,0.6859,0.6848,0.6118,0.6108
repgrid,epr_triviaqa_mistral24b,5,0.7255,0.7202,0.705,0.7277
repgrid,epr_triviaqa_mistral24b,5,0.6532,0.6505,0.5406,0.568
repgrid,epr_triviaqa_mistral24b,5,0.706,0.7298,0.6586,0.7368
repgrid,epr_triviaqa_mistral24b,5,0.7277,0.7255,0.7023,0.7277
repgrid,epr_triviaqa_mistral24b,5,0.7358,0.736,0.6572,0.737
repgrid,epr_triviaqa_mistral24b,5,0.7249,0.7194,0.705,0.7277
repgrid,epr_triviaqa_mistral24b,5,0.7305,0.724,0.6991,0.7277
repgrid,epr_triviaqa_mistral24b,5,0.7342,0.7269,0.7007,0.7277
repgrid,epr_triviaqa_mistral24b,5,0.7287,0.7286,0.6812,0.7277
repgrid,epr_triviaqa_mistral24b,5,0.6002,0.6001,0.4277,0.5854
repgrid,epr_triviaqa_mistral24b,5,0.6191,0.6165,0.3972,0.5852
repgrid,epr_triviaqa_mistral24b,5,0.5945,0.5936,0.4003,0.6041
repgrid,epr_triviaqa_mistral24b,5,0.6118,0.6226,0.5008,0.4858
repgrid,epr_triviaqa_mistral24b,5,0.6171,0.6191,0.4623,0.6122
repgrid,epr_triviaqa_mistral24b,5,0.6813,0.6887,0.5902,0.6481
repgrid,epr_triviaqa_mistral24b,5,0.6589,0.6611,0.4612,0.5998
repgrid,epr_triviaqa_mistral24b,5,0.5848,0.5848,0.467,0.581
repgrid,epr_triviaqa_mistral24b,5,0.6173,0.6219,0.5086,0.5999
repgrid,epr_triviaqa_mistral24b,5,0.6046,0.6024,0.4338,0.5891
repgrid,epr_triviaqa_mistral24b,5,0.6517,0.6643,0.5405,0.597
repgrid,epr_triviaqa_mistral24b,5,0.6448,0.6601,0.6473,0.7097
repgrid,epr_triviaqa_mistral24b,5,0.6736,0.6771,0.6183,0.7097
repgrid,epr_triviaqa_mistral24b,5,0.6544,0.6458,0.5481,0.5834
repgrid,epr_triviaqa_mistral24b,5,0.6405,0.63,0.5672,0.4962
repgrid,epr_triviaqa_mistral24b,5,0.5913,0.5912,0.4094,0.5855
repgrid,epr_triviaqa_mistral24b,5,0.5863,0.5906,0.4043,0.5842
repgrid,epr_triviaqa_mistral24b,5,0.5845,0.5885,0.4125,0.5825
repgrid,epr_triviaqa_mistral24b,5,0.6162,0.6157,0.4825,0.5725
repgrid,epr_triviaqa_mistral24b,5,0.6198,0.6095,0.4483,0.5825
repgrid,epr_triviaqa_mistral24b,5,0.6149,0.6206,0.4723,0.584
repgrid,epr_triviaqa_mistral24b,5,0.6324,0.6263,0.4639,0.5941
repgrid,epr_triviaqa_mistral24b,6,0.6624,0.6907,0.5929,0.5496
repgrid,epr_triviaqa_mistral24b,6,0.6769,0.6657,0.6192,0.6706
repgrid,epr_triviaqa_mistral24b,6,0.6881,0.6955,0.6709,0.7396
repgrid,epr_triviaqa_mistral24b,6,0.6586,0.6722,0.6343,0.6948
repgrid,epr_triviaqa_mistral24b,6,0.6821,0.6825,0.6443,0.6938
repgrid,epr_triviaqa_mistral24b,6,0.6997,0.6836,0.58,0.5255
repgrid,epr_triviaqa_mistral24b,6,0.6403,0.6259,0.5544,0.5654
repgrid,epr_triviaqa_mistral24b,6,0.6484,0.6182,0.5697,0.5803
repgrid,epr_triviaqa_mistral24b,6,0.6922,0.6969,0.6144,0.6761
repgrid,epr_triviaqa_mistral24b,6,0.7345,0.7275,0.6824,0.7278
repgrid,epr_triviaqa_mistral24b,6,0.7336,0.7268,0.6838,0.7277
repgrid,epr_triviaqa_mistral24b,6,0.6088,0.6171,0.5392,0.6131
repgrid,epr_triviaqa_mistral24b,6,0.6576,0.6479,0.5421,0.651
repgrid,epr_triviaqa_mistral24b,6,0.6581,0.6572,0.6295,0.6798
repgrid,epr_triviaqa_mistral24b,6,0.6117,0.6113,0.4096,0.5825
repgrid,epr_triviaqa_mistral24b,6,0.6099,0.6054,0.4091,0.6106
repgrid,epr_triviaqa_mistral24b,6,0.6142,0.6143,0.4283,0.5944
repgrid,epr_triviaqa_mistral24b,6,0.6463,0.6394,0.5029,0.6105
repgrid,epr_triviaqa_mistral24b,6,0.6526,0.6652,0.5185,0.5785
repgrid,epr_triviaqa_mistral24b,6,0.6712,0.6792,0.5367,0.5847
repgrid,epr_triviaqa_mistral24b,6,0.6152,0.6115,0.3819,0.608
repgrid,epr_triviaqa_mistral24b,6,0.6724,0.6769,0.4659,0.6204
repgrid,epr_triviaqa_mistral24b,6,0.6232,0.6344,0.4626,0.5993
repgrid,epr_triviaqa_mistral24b,6,0.6673,0.682,0.5547,0.5813
repgrid,epr_triviaqa_mistral24b,6,0.6067,0.6126,0.5674,0.6157
repgrid,epr_triviaqa_mistral24b,6,0.6469,0.6575,0.5944,0.6617
repgrid,epr_triviaqa_mistral24b,6,0.6276,0.6313,0.489,0.5833
repgrid,epr_triviaqa_mistral24b,6,0.6258,0.6271,0.487,0.5944
repgrid,epr_triviaqa_mistral24b,6,0.6213,0.6178,0.4971,0.5687
repgrid,epr_triviaqa_mistral24b,6,0.6546,0.6525,0.6108,0.7059
repgrid,epr_triviaqa_mistral24b,6,0.5642,0.5667,0.4402,0.5703
repgrid,epr_triviaqa_mistral24b,6,0.6642,0.6833,0.6166,0.7071
repgrid,epr_triviaqa_mistral24b,6,0.6614,0.6434,0.4919,0.5808
repgrid,epr_triviaqa_mistral24b,6,0.6622,0.6513,0.4961,0.5827
repgrid,epr_triviaqa_mistral24b,7,0.6551,0.6573,0.6456,0.6887
repgrid,epr_triviaqa_mistral24b,7,0.6855,0.6916,0.6876,0.7282
repgrid,epr_triviaqa_mistral24b,7,0.6867,0.6837,0.6028,0.5962
repgrid,epr_triviaqa_mistral24b,7,0.6708,0.6534,0.4962,0.5888
repgrid,epr_triviaqa_mistral24b,7,0.6886,0.6895,0.6301,0.6893
repgrid,epr_triviaqa_mistral24b,7,0.6904,0.6894,0.6994,0.7287
repgrid,epr_triviaqa_mistral24b,7,0.6624,0.6378,0.4915,0.5856
repgrid,epr_triviaqa_mistral24b,7,0.655,0.6345,0.5168,0.6068
repgrid,epr_triviaqa_mistral24b,7,0.674,0.6681,0.4747,0.6094
repgrid,epr_triviaqa_mistral24b,7,0.6914,0.6992,0.5576,0.5867
repgrid,epr_triviaqa_mistral24b,7,0.667,0.6748,0.524,0.5881
repgrid,epr_triviaqa_mistral24b,7,0.692,0.7077,0.5671,0.5873
repgrid,epr_triviaqa_mistral24b,7,0.6665,0.6819,0.5504,0.565
repgrid,epr_triviaqa_mistral24b,7,0.6963,0.7114,0.5449,0.6046
repgrid,epr_triviaqa_mistral24b,7,0.637,0.6321,0.5455,0.5637
repgrid,epr_triviaqa_mistral24b,7,0.6845,0.6968,0.6404,0.7376
repgrid,epr_triviaqa_mistral24b,7,0.6822,0.6787,0.6558,0.7391
repgrid,epr_triviaqa_mistral24b,7,0.6982,0.6919,0.648,0.7378
repgrid,epr_triviaqa_mistral24b,7,0.6867,0.6947,0.6224,0.7078
repgrid,epr_triviaqa_mistral24b,7,0.6665,0.6781,0.588,0.692
repgrid,epr_triviaqa_mistral24b,7,0.6925,0.6915,0.6323,0.6743
repgrid,epr_triviaqa_mistral24b,7,0.6686,0.629,0.5877,0.6473
repgrid,epr_triviaqa_mistral24b,7,0.6906,0.7036,0.6847,0.7278
repgrid,epr_triviaqa_mistral24b,7,0.7036,0.7062,0.589,0.6496
repgrid,epr_triviaqa_mistral24b,7,0.6975,0.7053,0.6031,0.691
repgrid,epr_triviaqa_mistral24b,7,0.6509,0.6379,0.554,0.6289
repgrid,epr_triviaqa_mistral24b,7,0.6073,0.612,0.4058,0.5864
repgrid,epr_triviaqa_mistral24b,7,0.6564,0.6548,0.584,0.6899
repgrid,epr_triviaqa_mistral24b,7,0.6525,0.6649,0.5597,0.7048
repgrid,epr_triviaqa_mistral24b,7,0.6575,0.6705,0.5121,0.5594
repgrid,epr_triviaqa_mistral24b,7,0.6385,0.639,0.5699,0.6555
repgrid,epr_triviaqa_mistral24b,7,0.639,0.6264,0.5602,0.6474
repgrid,epr_triviaqa_mistral24b,7,0.6176,0.6226,0.5422,0.5995
repgrid,epr_triviaqa_mistral24b,7,0.6448,0.6394,0.5943,0.71
repgrid,epr_triviaqa_mistral24b,7,0.6192,0.6219,0.4791,0.5727
repgrid,epr_triviaqa_mistral24b,7,0.6264,0.631,0.4882,0.5029
repgrid,epr_triviaqa_mistral24b,7,0.602,0.5994,0.4731,0.5739
repgrid,epr_triviaqa_mistral24b,7,0.6201,0.6252,0.4976,0.5754
repgrid,epr_triviaqa_mistral24b,7,0.6219,0.6123,0.5076,0.5879
repgrid,epr_triviaqa_mistral24b,7,0.6531,0.6632,0.6017,0.6649
repgrid,epr_triviaqa_mistral24b,7,0.6588,0.6631,0.527,0.5792
repgrid,epr_triviaqa_mistral24b,7,0.6659,0.6759,0.5571,0.5624
repgrid,epr_triviaqa_mistral24b,8,0.6488,0.6376,0.5596,0.6757
repgrid,epr_triviaqa_mistral24b,8,0.6679,0.658,0.5774,0.6752
repgrid,epr_triviaqa_mistral24b,8,0.6818,0.6943,0.6665,0.723
repgrid,epr_triviaqa_mistral24b,8,0.6347,0.6196,0.4686,0.5911
repgrid,epr_triviaqa_mistral24b,8,0.6674,0.6527,0.4514,0.606
repgrid,epr_triviaqa_mistral24b,8,0.6879,0.6847,0.5453,0.5793
repgrid,epr_triviaqa_mistral24b,8,0.6892,0.7003,0.5368,0.5893
repgrid,epr_triviaqa_mistral24b,8,0.7035,0.713,0.5659,0.6144
repgrid,epr_triviaqa_mistral24b,8,0.6839,0.6899,0.6173,0.7101
repgrid,epr_triviaqa_mistral24b,8,0.6804,0.6743,0.6209,0.7376
repgrid,epr_triviaqa_mistral24b,8,0.6587,0.6659,0.6225,0.6864
repgrid,epr_triviaqa_mistral24b,8,0.6667,0.6755,0.5763,0.6661
repgrid,epr_triviaqa_mistral24b,8,0.6803,0.6626,0.6265,0.7013
repgrid,epr_triviaqa_mistral24b,8,0.6859,0.6912,0.6582,0.7277
repgrid,epr_triviaqa_mistral24b,8,0.6112,0.6045,0.3895,0.5965
repgrid,epr_triviaqa_mistral24b,8,0.6504,0.6473,0.6206,0.7071
repgrid,epr_triviaqa_mistral24b,8,0.6,0.6019,0.4064,0.6009
repgrid,epr_triviaqa_mistral24b,8,0.6553,0.6538,0.5935,0.6603
repgrid,epr_triviaqa_mistral24b,8,0.6411,0.6503,0.47,0.5872
repgrid,epr_triviaqa_mistral24b,8,0.6537,0.6605,0.5512,0.6113
repgrid,epr_triviaqa_mistral24b,8,0.6237,0.6297,0.4345,0.5889
repgrid,epr_triviaqa_mistral24b,8,0.596,0.5915,0.4001,0.5923
repgrid,epr_triviaqa_mistral24b,8,0.6221,0.6117,0.4195,0.5934
repgrid,epr_triviaqa_mistral24b,8,0.6259,0.6248,0.4559,0.5895
repgrid,epr_triviaqa_mistral24b,8,0.6368,0.6409,0.465,0.606
repgrid,epr_triviaqa_mistral24b,8,0.6486,0.6544,0.5718,0.7093
repgrid,epr_triviaqa_mistral24b,8,0.6539,0.656,0.5286,0.5794
repgrid,epr_triviaqa_mistral24b,8,0.6605,0.6747,0.5213,0.5772
repgrid,epr_triviaqa_mistral24b,8,0.6611,0.6813,0.5249,0.5879
repgrid,epr_triviaqa_mistral24b,8,0.6571,0.6542,0.4385,0.5988
repgrid,epr_triviaqa_mistral24b,8,0.6516,0.6642,0.5899,0.7117
repgrid,epr_triviaqa_mistral24b,8,0.6392,0.6209,0.5024,0.5924
repgrid,epr_triviaqa_mistral24b,8,0.664,0.6742,0.5466,0.5705
repgrid,epr_triviaqa_mistral24b,9,0.6544,0.6457,0.5768,0.5746
repgrid,epr_triviaqa_mistral24b,9,0.6748,0.6673,0.622,0.6146
repgrid,epr_triviaqa_mistral24b,9,0.6762,0.6793,0.6547,0.7309
repgrid,epr_triviaqa_mistral24b,9,0.677,0.6858,0.6123,0.6983
repgrid,epr_triviaqa_mistral24b,9,0.6805,0.6984,0.5815,0.5688
repgrid,epr_triviaqa_mistral24b,9,0.6516,0.6403,0.5298,0.5876
repgrid,epr_triviaqa_mistral24b,9,0.655,0.6661,0.5563,0.5761
repgrid,epr_triviaqa_mistral24b,9,0.6669,0.6765,0.5029,0.6093
repgrid,epr_triviaqa_mistral24b,9,0.6894,0.6983,0.6311,0.7083
repgrid,epr_triviaqa_mistral24b,9,0.6655,0.683,0.6388,0.7277
repgrid,epr_triviaqa_mistral24b,9,0.6636,0.675,0.6312,0.671
repgrid,epr_triviaqa_mistral24b,9,0.6604,0.6392,0.5674,0.693
repgrid,epr_triviaqa_mistral24b,9,0.6043,0.6037,0.4035,0.6083
repgrid,epr_triviaqa_mistral24b,9,0.6182,0.6222,0.4397,0.5901
repgrid,epr_triviaqa_mistral24b,9,0.6035,0.6045,0.3911,0.6069
repgrid,epr_triviaqa_mistral24b,9,0.6518,0.6483,0.5762,0.6701
repgrid,epr_triviaqa_mistral24b,9,0.6546,0.6521,0.5517,0.6412
repgrid,epr_triviaqa_mistral24b,9,0.6505,0.6468,0.5837,0.6942
repgrid,epr_triviaqa_mistral24b,9,0.6539,0.6575,0.5274,0.5845
repgrid,epr_triviaqa_mistral24b,9,0.6201,0.6247,0.432,0.588
repgrid,epr_triviaqa_mistral24b,9,0.634,0.6393,0.5006,0.5803
repgrid,epr_triviaqa_mistral24b,9,0.6237,0.6272,0.465,0.6068
repgrid,epr_triviaqa_mistral24b,9,0.6289,0.6349,0.5052,0.5891
repgrid,epr_triviaqa_mistral24b,9,0.6177,0.6134,0.4856,0.511
repgrid,epr_triviaqa_mistral24b,9,0.663,0.6478,0.4978,0.5885
repgrid,epr_triviaqa_mistral24b,10,0.6315,0.6385,0.539,0.5802
repgrid,epr_triviaqa_mistral24b,10,0.6796,0.6682,0.5927,0.6381
repgrid,epr_triviaqa_mistral24b,10,0.678,0.6642,0.5886,0.5119
repgrid,epr_triviaqa_mistral24b,10,0.6866,0.6809,0.5409,0.5843
repgrid,epr_triviaqa_mistral24b,10,0.6616,0.6587,0.5206,0.5848
repgrid,epr_triviaqa_mistral24b,10,0.6562,0.6481,0.5352,0.5813
repgrid,epr_triviaqa_mistral24b,10,0.6084,0.6045,0.387,0.5882
repgrid,epr_triviaqa_mistral24b,10,0.6267,0.6323,0.4596,0.588
repgrid,epr_triviaqa_mistral24b,10,0.6272,0.6226,0.4544,0.5792
repgrid,epr_triviaqa_mistral24b,10,0.6576,0.657,0.5065,0.5822
repgrid,epr_triviaqa_mistral24b,10,0.606,0.6061,0.4629,0.5683
repgrid,epr_triviaqa_mistral24b,10,0.6422,0.6504,0.55,0.6386
repgrid,epr_triviaqa_mistral24b,10,0.6481,0.6432,0.5428,0.67
repgrid,epr_triviaqa_mistral24b,11,0.6616,0.6508,0.5484,0.5818
repgrid,epr_triviaqa_mistral24b,11,0.6368,0.6361,0.5004,0.5869
repgrid,epr_triviaqa_mistral24b,11,0.6788,0.6855,0.5964,0.6449
repgrid,epr_triviaqa_mistral24b,11,0.6626,0.6819,0.5883,0.638
repgrid,epr_triviaqa_mistral24b,11,0.6752,0.6761,0.5886,0.7024
repgrid,epr_triviaqa_mistral24b,11,0.6621,0.68,0.6171,0.6951
repgrid,epr_triviaqa_mistral24b,11,0.6337,0.639,0.5249,0.6038
repgrid,inside_coqa_llama7b,3,0.5333,0.5471,0.4185,0.5805
repgrid,inside_coqa_llama7b,3,0.4727,0.4686,0.5807,0.5176
repgrid,inside_coqa_llama7b,3,0.6862,0.6678,0.5298,0.6559
repgrid,inside_coqa_llama7b,3,0.6615,0.668,0.4822,0.6679
repgrid,inside_coqa_llama7b,3,0.4188,0.4142,0.5411,0.4137
repgrid,inside_coqa_llama7b,3,0.3865,0.3818,0.629,0.3875
repgrid,inside_coqa_llama7b,3,0.4453,0.4667,0.4497,0.5133
repgrid,inside_coqa_llama7b,4,0.6723,0.6768,0.5173,0.5915
repgrid,inside_coqa_llama7b,4,0.7227,0.5576,0.42,0.4978
repgrid,inside_coqa_llama7b,4,0.6689,0.5214,0.4164,0.4807
repgrid,inside_coqa_llama7b,4,0.661,0.6539,0.5612,0.6326
repgrid,inside_coqa_llama7b,4,0.5352,0.5052,0.6789,0.4177
repgrid,inside_coqa_llama7b,4,0.4917,0.4871,0.5324,0.476
repgrid,inside_coqa_llama7b,4,0.4273,0.4098,0.3739,0.4848
repgrid,inside_coqa_llama7b,4,0.6682,0.659,0.3999,0.6746
repgrid,inside_coqa_llama7b,4,0.6696,0.6334,0.531,0.5117
repgrid,inside_coqa_llama7b,4,0.5955,0.5618,0.4845,0.5153
repgrid,inside_coqa_llama7b,4,0.6634,0.458,0.541,0.485
repgrid,inside_coqa_llama7b,4,0.6726,0.4024,0.345,0.4214
repgrid,inside_coqa_llama7b,4,0.4646,0.4558,0.3563,0.407
repgrid,inside_coqa_llama7b,4,0.444,0.4945,0.4664,0.5189
repgrid,inside_coqa_llama7b,4,0.396,0.4798,0.5654,0.4463
repgrid,inside_coqa_llama7b,4,0.5052,0.5193,0.5359,0.5122
repgrid,inside_coqa_llama7b,4,0.4528,0.4547,0.6145,0.4177
repgrid,inside_coqa_llama7b,4,0.4656,0.4538,0.5556,0.4728
repgrid,inside_coqa_llama7b,4,0.4596,0.4604,0.4652,0.4607
repgrid,inside_coqa_llama7b,4,0.4618,0.4555,0.4967,0.3999
repgrid,inside_coqa_llama7b,5,0.4589,0.4575,0.6085,0.4599
repgrid,inside_coqa_llama7b,5,0.6841,0.6055,0.6069,0.6078
repgrid,inside_coqa_llama7b,5,0.6665,0.646,0.5759,0.6231
repgrid,inside_coqa_llama7b,5,0.6634,0.6268,0.5668,0.6172
repgrid,inside_coqa_llama7b,5,0.6653,0.6344,0.5591,0.6326
repgrid,inside_coqa_llama7b,5,0.6777,0.6314,0.5407,0.6326
repgrid,inside_coqa_llama7b,5,0.5368,0.5272,0.4728,0.5175
repgrid,inside_coqa_llama7b,5,0.598,0.572,0.6006,0.5479
repgrid,inside_coqa_llama7b,5,0.5077,0.4891,0.4325,0.476
repgrid,inside_coqa_llama7b,5,0.4599,0.4928,0.6818,0.5559
repgrid,inside_coqa_llama7b,5,0.4726,0.4816,0.4742,0.5144
repgrid,inside_coqa_llama7b,5,0.4086,0.4085,0.3366,0.4334
repgrid,inside_coqa_llama7b,5,0.5452,0.4633,0.5185,0.5116
repgrid,inside_coqa_llama7b,5,0.6631,0.6621,0.3916,0.4055
repgrid,inside_coqa_llama7b,5,0.663,0.3769,0.3732,0.4029
repgrid,inside_coqa_llama7b,5,0.6665,0.3566,0.467,0.6349
repgrid,inside_coqa_llama7b,5,0.4938,0.4978,0.4961,0.5066
repgrid,inside_coqa_llama7b,5,0.5701,0.5112,0.4983,0.47
repgrid,inside_coqa_llama7b,5,0.5584,0.5205,0.4579,0.4977
repgrid,inside_coqa_llama7b,5,0.4439,0.4619,0.4276,0.4906
repgrid,inside_coqa_llama7b,5,0.4275,0.4377,0.5516,0.4641
repgrid,inside_coqa_llama7b,5,0.4488,0.4159,0.5923,0.4697
repgrid,inside_coqa_llama7b,5,0.4136,0.4104,0.5703,0.4519
repgrid,inside_coqa_llama7b,5,0.429,0.4177,0.609,0.4185
repgrid,inside_coqa_llama7b,5,0.4688,0.4314,0.4975,0.4089
repgrid,inside_coqa_llama7b,5,0.5355,0.5289,0.5385,0.5329
repgrid,inside_coqa_llama7b,5,0.5161,0.513,0.5173,0.5251
repgrid,inside_coqa_llama7b,5,0.4909,0.4544,0.5081,0.4394
repgrid,inside_coqa_llama7b,5,0.4489,0.4357,0.4509,0.45
repgrid,inside_coqa_llama7b,5,0.4453,0.4323,0.5167,0.45
repgrid,inside_coqa_llama7b,5,0.4532,0.4527,0.4904,0.4774
repgrid,inside_coqa_llama7b,5,0.4248,0.4331,0.4449,0.4443
repgrid,inside_coqa_llama7b,5,0.4545,0.4555,0.4818,0.4893
repgrid,inside_coqa_llama7b,5,0.5258,0.5266,0.532,0.5031
repgrid,inside_coqa_llama7b,6,0.6716,0.6275,0.5683,0.6181
repgrid,inside_coqa_llama7b,6,0.5864,0.573,0.5195,0.5399
repgrid,inside_coqa_llama7b,6,0.5313,0.5261,0.5678,0.4349
repgrid,inside_coqa_llama7b,6,0.5272,0.5169,0.5009,0.5121
repgrid,inside_coqa_llama7b,6,0.6641,0.6329,0.5608,0.6316
repgrid,inside_coqa_llama7b,6,0.5629,0.5477,0.4689,0.5537
repgrid,inside_coqa_llama7b,6,0.4632,0.4677,0.5308,0.5285
repgrid,inside_coqa_llama7b,6,0.4308,0.4348,0.6284,0.4785
repgrid,inside_coqa_llama7b,6,0.4459,0.4723,0.6,0.4962
repgrid,inside_coqa_llama7b,6,0.5023,0.5246,0.5246,0.5537
repgrid,inside_coqa_llama7b,6,0.4972,0.4951,0.5653,0.5109
repgrid,inside_coqa_llama7b,6,0.4808,0.4813,0.5467,0.4874
repgrid,inside_coqa_llama7b,6,0.5929,0.5609,0.58,0.6134
repgrid,inside_coqa_llama7b,6,0.5583,0.5318,0.5576,0.4957
repgrid,inside_coqa_llama7b,6,0.53,0.5784,0.5735,0.5799
repgrid,inside_coqa_llama7b,6,0.4641,0.4807,0.5078,0.4721
repgrid,inside_coqa_llama7b,6,0.4894,0.4704,0.4841,0.484
repgrid,inside_coqa_llama7b,6,0.4944,0.4423,0.624,0.39
repgrid,inside_coqa_llama7b,6,0.5648,0.5359,0.4701,0.5093
repgrid,inside_coqa_llama7b,6,0.5596,0.441,0.5469,0.3984
repgrid,inside_coqa_llama7b,6,0.556,0.5507,0.6967,0.5989
repgrid,inside_coqa_llama7b,6,0.4665,0.4734,0.5563,0.5031
repgrid,inside_coqa_llama7b,6,0.4844,0.4596,0.5652,0.5216
