series,population,stratum,bin,centre,mean,n
dominant_freq16__iqr,label_clean,steps_2_to_5,1,0.15,nan,0
dominant_freq16__iqr,label_clean,steps_2_to_5,2,0.25,0.09671998452441134,406
dominant_freq16__iqr,label_clean,steps_2_to_5,3,0.35,0.07544394154226705,388
dominant_freq16__iqr,label_clean,steps_2_to_5,4,0.45,nan,0
dominant_freq16__iqr,label_clean,steps_2_to_5,5,0.55,0.021656100684797938,532
dominant_freq16__iqr,label_clean,steps_2_to_5,6,0.65,0.2450866236924091,388
dominant_freq16__iqr,label_clean,steps_2_to_5,7,0.75,0.1561778741646747,406
dominant_freq16__iqr,label_clean,steps_2_to_5,8,0.85,nan,0
dominant_freq16__iqr,label_clean,steps_2_to_5,9,0.95,-0.16469284188543748,950
dominant_freq16__iqr,label_clean,steps_6_to_10,0,0.05,-0.01822531699213786,1124
dominant_freq16__iqr,label_clean,steps_6_to_10,1,0.15,-0.015891791533031673,686
dominant_freq16__iqr,label_clean,steps_6_to_10,2,0.25,-0.004584004466543328,886
dominant_freq16__iqr,label_clean,steps_6_to_10,3,0.35,-0.0359885781252606,462
dominant_freq16__iqr,label_clean,steps_6_to_10,4,0.45,0.04962462779883118,744
dominant_freq16__iqr,label_clean,steps_6_to_10,5,0.55,0.13306337691050482,686
dominant_freq16__iqr,label_clean,steps_6_to_10,6,0.65,0.03724058020194134,900
dominant_freq16__iqr,label_clean,steps_6_to_10,7,0.75,0.002959833198086203,448
dominant_freq16__iqr,label_clean,steps_6_to_10,8,0.85,0.1151242715433607,1124
dominant_freq16__iqr,label_clean,steps_6_to_10,9,0.95,-0.21385162986664896,1124
dominant_freq16__iqr,label_clean,steps_11_plus,0,0.05,0.004641950299597435,520
dominant_freq16__iqr,label_clean,steps_11_plus,1,0.15,-0.06833172755040111,342
dominant_freq16__iqr,label_clean,steps_11_plus,2,0.25,0.04425999713738637,384
dominant_freq16__iqr,label_clean,steps_11_plus,3,0.35,0.07050048507204808,356
dominant_freq16__iqr,label_clean,steps_11_plus,4,0.45,-0.0229838690604655,354
dominant_freq16__iqr,label_clean,steps_11_plus,5,0.55,-5.379668744821506e-06,408
dominant_freq16__iqr,label_clean,steps_11_plus,6,0.65,0.14973391888919096,382
dominant_freq16__iqr,label_clean,steps_11_plus,7,0.75,-0.05232348319108049,358
dominant_freq16__iqr,label_clean,steps_11_plus,8,0.85,-0.059364402632305954,368
dominant_freq16__iqr,label_clean,steps_11_plus,9,0.95,-0.04986589264693896,594
dominant_freq16__iqr,pre_error,all,0,0.05,0.024744994932129706,4454
dominant_freq16__iqr,pre_error,all,1,0.15,0.04427251395760812,1918
dominant_freq16__iqr,pre_error,all,2,0.25,0.0316309742808885,1964
dominant_freq16__iqr,pre_error,all,3,0.35,0.02357110667968935,1184
dominant_freq16__iqr,pre_error,all,4,0.45,0.05851858809315656,878
dominant_freq16__iqr,pre_error,all,5,0.55,0.07371270092924793,946
dominant_freq16__iqr,pre_error,all,6,0.65,0.004350629582673777,602
dominant_freq16__iqr,pre_error,all,7,0.75,0.0961159314454774,270
dominant_freq16__iqr,pre_error,all,8,0.85,0.2113852098866136,146
dominant_freq16__iqr,pre_error,all,9,0.95,0.21194179418636094,22
dominant_freq16__iqr,pre_error,steps_2_to_5,0,0.05,0.019983363952206356,1016
dominant_freq16__iqr,pre_error,steps_2_to_5,1,0.15,nan,0
dominant_freq16__iqr,pre_error,steps_2_to_5,2,0.25,-0.12948881234053697,320
dominant_freq16__iqr,pre_error,steps_2_to_5,3,0.35,0.022026715058752862,168
dominant_freq16__iqr,pre_error,steps_2_to_5,4,0.45,nan,0
dominant_freq16__iqr,pre_error,steps_2_to_5,5,0.55,0.15275774526423863,164
dominant_freq16__iqr,pre_error,steps_2_to_5,6,0.65,-0.03156181975974899,44
dominant_freq16__iqr,pre_error,steps_2_to_5,7,0.75,0.40026199596377304,28
dominant_freq16__iqr,pre_error,steps_2_to_5,8,0.85,nan,0
dominant_freq16__iqr,pre_error,steps_2_to_5,9,0.95,nan,0
dominant_freq16__iqr,pre_error,steps_6_to_10,0,0.05,0.028489200108298546,2108
dominant_freq16__iqr,pre_error,steps_6_to_10,1,0.15,0.08047840060652793,1218
dominant_freq16__iqr,pre_error,steps_6_to_10,2,0.25,0.070451743189549,1044
dominant_freq16__iqr,pre_error,steps_6_to_10,3,0.35,0.03380842657214299,560
dominant_freq16__iqr,pre_error,steps_6_to_10,4,0.45,0.08034783383730133,500
dominant_freq16__iqr,pre_error,steps_6_to_10,5,0.55,-0.010806224103508164,440
dominant_freq16__iqr,pre_error,steps_6_to_10,6,0.65,0.03712681108166679,312
dominant_freq16__iqr,pre_error,steps_6_to_10,7,0.75,-0.07108866757871361,88
dominant_freq16__iqr,pre_error,steps_6_to_10,8,0.85,-0.04215051093568692,58
dominant_freq16__iqr,pre_error,steps_6_to_10,9,0.95,nan,0
dominant_freq16__iqr,pre_error,steps_11_plus,0,0.05,0.022448026935316213,1330
dominant_freq16__iqr,pre_error,steps_11_plus,1,0.15,-0.01872572881151271,700
dominant_freq16__iqr,pre_error,steps_11_plus,2,0.25,0.05001338924457949,600
dominant_freq16__iqr,pre_error,steps_11_plus,3,0.35,0.011567945830003553,456
dominant_freq16__iqr,pre_error,steps_11_plus,4,0.45,0.029643924410425272,378
dominant_freq16__iqr,pre_error,steps_11_plus,5,0.55,0.1445458580739098,342
dominant_freq16__iqr,pre_error,steps_11_plus,6,0.65,-0.030795796663745687,246
dominant_freq16__iqr,pre_error,steps_11_plus,7,0.75,0.136362132144286,154
dominant_freq16__iqr,pre_error,steps_11_plus,8,0.85,0.37848829861040245,88
dominant_freq16__iqr,pre_error,steps_11_plus,9,0.95,0.21194179418636094,22
dominant_freq16__frac_above_z,gate_closed,all,0,0.05,-0.02028409005195958,2472
dominant_freq16__frac_above_z,gate_closed,all,1,0.15,0.00411077869646364,1000
dominant_freq16__frac_above_z,gate_closed,all,2,0.25,0.0049415316171500835,1550
dominant_freq16__frac_above_z,gate_closed,all,3,0.35,0.0241663276440613,1208
dominant_freq16__frac_above_z,gate_closed,all,4,0.45,0.007676864066169084,988
dominant_freq16__frac_above_z,gate_closed,all,5,0.55,0.0019509183068659496,1571
dominant_freq16__frac_above_z,gate_closed,all,6,0.65,0.0038645522566063337,1587
dominant_freq16__frac_above_z,gate_closed,all,7,0.75,-6.217702947528691e-05,1171
dominant_freq16__frac_above_z,gate_closed,all,8,0.85,0.0007370068333580179,1379
dominant_freq16__frac_above_z,gate_closed,all,9,0.95,-0.0033596728769689772,2544
dominant_freq16__frac_above_z,gate_closed,steps_2_to_5,0,0.05,-0.03765675707654338,947
dominant_freq16__frac_above_z,gate_closed,steps_2_to_5,1,0.15,nan,0
dominant_freq16__frac_above_z,gate_closed,steps_2_to_5,2,0.25,0.01706552500828844,400
dominant_freq16__frac_above_z,gate_closed,steps_2_to_5,3,0.35,0.033408173225021244,395
dominant_freq16__frac_above_z,gate_closed,steps_2_to_5,4,0.45,nan,0
dominant_freq16__frac_above_z,gate_closed,steps_2_to_5,5,0.55,0.0100992333388612,524
dominant_freq16__frac_above_z,gate_closed,steps_2_to_5,6,0.65,0.009815677059319712,395
dominant_freq16__frac_above_z,gate_closed,steps_2_to_5,7,0.75,-0.000278108673232523,400
dominant_freq16__frac_above_z,gate_closed,steps_2_to_5,8,0.85,nan,0
dominant_freq16__frac_above_z,gate_closed,steps_2_to_5,9,0.95,0.006948852466300178,947
dominant_freq16__frac_above_z,gate_closed,steps_6_to_10,0,0.05,-0.026081410276346067,1009
dominant_freq16__frac_above_z,gate_closed,steps_6_to_10,1,0.15,0.0013216144862829595,655
dominant_freq16__frac_above_z,gate_closed,steps_6_to_10,2,0.25,-0.002065027912986656,779
dominant_freq16__frac_above_z,gate_closed,steps_6_to_10,3,0.35,0.03239318284529293,459
dominant_freq16__frac_above_z,gate_closed,steps_6_to_10,4,0.45,0.017334210374509468,639
dominant_freq16__frac_above_z,gate_closed,steps_6_to_10,5,0.55,0.003939993646474034,655
dominant_freq16__frac_above_z,gate_closed,steps_6_to_10,6,0.65,0.011619057229679788,813
dominant_freq16__frac_above_z,gate_closed,steps_6_to_10,7,0.75,0.0026304944307456715,425
dominant_freq16__frac_above_z,gate_closed,steps_6_to_10,8,0.85,0.004352573630327923,1009
dominant_freq16__frac_above_z,gate_closed,steps_6_to_10,9,0.95,-0.016276100518339453,1009
dominant_freq16__frac_above_z,gate_closed,steps_11_plus,0,0.05,0.022935700216813328,516
dominant_freq16__frac_above_z,gate_closed,steps_11_plus,1,0.15,0.009406148428835656,345
dominant_freq16__frac_above_z,gate_closed,steps_11_plus,2,0.25,0.0065817270821667195,371
dominant_freq16__frac_above_z,gate_closed,steps_11_plus,3,0.35,0.0031870747009977336,354
dominant_freq16__frac_above_z,gate_closed,steps_11_plus,4,0.45,-0.010005211266293688,349
dominant_freq16__frac_above_z,gate_closed,steps_11_plus,5,0.55,-0.012264799612034069,392
dominant_freq16__frac_above_z,gate_closed,steps_11_plus,6,0.65,-0.018972141253104736,379
dominant_freq16__frac_above_z,gate_closed,steps_11_plus,7,0.75,-0.0031200172407209893,346
dominant_freq16__frac_above_z,gate_closed,steps_11_plus,8,0.85,-0.009122741540000453,370
dominant_freq16__frac_above_z,gate_closed,steps_11_plus,9,0.95,0.002202405337430519,588
dominant_freq16__frac_above_z,label_clean,all,0,0.05,-0.023858916392320986,2594
dominant_freq16__frac_above_z,label_clean,all,1,0.15,0.002511567746881097,1028
dominant_freq16__frac_above_z,label_clean,all,2,0.25,0.009502372036234087,1676
dominant_freq16__frac_above_z,label_clean,all,3,0.35,0.026092202847875327,1206
dominant_freq16__frac_above_z,label_clean,all,4,0.45,0.001187235383923808,1098
dominant_freq16__frac_above_z,label_clean,all,5,0.55,0.0008056886305303477,1626
dominant_freq16__frac_above_z,label_clean,all,6,0.65,0.00544882992509982,1670
dominant_freq16__frac_above_z,label_clean,all,7,0.75,-0.007591083014278566,1212
dominant_freq16__frac_above_z,label_clean,all,8,0.85,0.001554337090043254,1492
dominant_freq16__frac_above_z,label_clean,all,9,0.95,0.002654837648378785,2668
dominant_freq16__frac_above_z,label_clean,steps_2_to_5,0,0.05,-0.04314286403415886,950
dominant_freq16__frac_above_z,label_clean,steps_2_to_5,1,0.15,nan,0
dominant_freq16__frac_above_z,label_clean,steps_2_to_5,2,0.25,0.00474337965017501,406
dominant_freq16__frac_above_z,label_clean,steps_2_to_5,3,0.35,0.024860921855660207,388
dominant_freq16__frac_above_z,label_clean,steps_2_to_5,4,0.45,nan,0
dominant_freq16__frac_above_z,label_clean,steps_2_to_5,5,0.55,0.0038629587625712268,532
dominant_freq16__frac_above_z,label_clean,steps_2_to_5,6,0.65,0.01694216776273535,388
dominant_freq16__frac_above_z,label_clean,steps_2_to_5,7,0.75,-0.01038883692369131,406
dominant_freq16__frac_above_z,label_clean,steps_2_to_5,8,0.85,nan,0
dominant_freq16__frac_above_z,label_clean,steps_2_to_5,9,0.95,0.02631903542302439,950
dominant_freq16__frac_above_z,label_clean,steps_6_to_10,0,0.05,-0.028955734994339948,1124
dominant_freq16__frac_above_z,label_clean,steps_6_to_10,1,0.15,0.005729905048549924,686
dominant_freq16__frac_above_z,label_clean,steps_6_to_10,2,0.25,0.008272392747170091,886
dominant_freq16__frac_above_z,label_clean,steps_6_to_10,3,0.35,0.03476821343182639,462
dominant_freq16__frac_above_z,label_clean,steps_6_to_10,4,0.45,0.004510359862996996,744
dominant_freq16__frac_above_z,label_clean,steps_6_to_10,5,0.55,0.005024295396590243,686
dominant_freq16__frac_above_z,label_clean,steps_6_to_10,6,0.65,0.008893904432320507,900
dominant_freq16__frac_above_z,label_clean,steps_6_to_10,7,0.75,-0.004286584084707725,448
dominant_freq16__frac_above_z,label_clean,steps_6_to_10,8,0.85,0.007883426160710458,1124
dominant_freq16__frac_above_z,label_clean,steps_6_to_10,9,0.95,-0.014701239335473548,1124
dominant_freq16__frac_above_z,label_clean,steps_11_plus,0,0.05,0.02238834200847762,520
dominant_freq16__frac_above_z,label_clean,steps_11_plus,1,0.15,-0.003943927542431228,342
dominant_freq16__frac_above_z,label_clean,steps_11_plus,2,0.25,0.01737193599157442,384
dominant_freq16__frac_above_z,label_clean,steps_11_plus,3,0.35,0.016174843677072167,356
dominant_freq16__frac_above_z,label_clean,steps_11_plus,4,0.45,-0.005796958436501196,354
dominant_freq16__frac_above_z,label_clean,steps_11_plus,5,0.55,-0.01027380144731975,408
dominant_freq16__frac_above_z,label_clean,steps_11_plus,6,0.65,-0.014341699230662478,382
dominant_freq16__frac_above_z,label_clean,steps_11_plus,7,0.75,-0.00855345014619521,358
dominant_freq16__frac_above_z,label_clean,steps_11_plus,8,0.85,-0.01777690235405982,368
dominant_freq16__frac_above_z,label_clean,steps_11_plus,9,0.95,-0.002349804365195806,594
dominant_freq16__frac_above_z,pre_error,all,0,0.05,-0.005327219275855818,4454
dominant_freq16__frac_above_z,pre_error,all,1,0.15,0.004364365631859666,1918
dominant_freq16__frac_above_z,pre_error,all,2,0.25,-0.002012118977297265,1964
dominant_freq16__frac_above_z,pre_error,all,3,0.35,0.0017129481228322235,1184
dominant_freq16__frac_above_z,pre_error,all,4,0.45,0.005271761983976388,878
dominant_freq16__frac_above_z,pre_error,all,5,0.55,0.002162950541364825,946
dominant_freq16__frac_above_z,pre_error,all,6,0.65,0.0009848270088987656,602
dominant_freq16__frac_above_z,pre_error,all,7,0.75,0.0098183936881113,270
dominant_freq16__frac_above_z,pre_error,all,8,0.85,0.024896109159591496,146
dominant_freq16__frac_above_z,pre_error,all,9,0.95,0.0,22
dominant_freq16__frac_above_z,pre_error,steps_2_to_5,0,0.05,-0.016603807223335654,1016
dominant_freq16__frac_above_z,pre_error,steps_2_to_5,1,0.15,nan,0
dominant_freq16__frac_above_z,pre_error,steps_2_to_5,2,0.25,-0.013681497597239689,320
dominant_freq16__frac_above_z,pre_error,steps_2_to_5,3,0.35,0.010594366500349985,168
dominant_freq16__frac_above_z,pre_error,steps_2_to_5,4,0.45,nan,0
dominant_freq16__frac_above_z,pre_error,steps_2_to_5,5,0.55,0.026668333398474135,164
dominant_freq16__frac_above_z,pre_error,steps_2_to_5,6,0.65,0.056812103068442525,44
dominant_freq16__frac_above_z,pre_error,steps_2_to_5,7,0.75,0.0,28
dominant_freq16__frac_above_z,pre_error,steps_2_to_5,8,0.85,nan,0
dominant_freq16__frac_above_z,pre_error,steps_2_to_5,9,0.95,nan,0
dominant_freq16__frac_above_z,pre_error,steps_6_to_10,0,0.05,-0.007917902038743414,2108
dominant_freq16__frac_above_z,pre_error,steps_6_to_10,1,0.15,0.0005148707873312207,1218
dominant_freq16__frac_above_z,pre_error,steps_6_to_10,2,0.25,0.00023309997273040082,1044
dominant_freq16__frac_above_z,pre_error,steps_6_to_10,3,0.35,0.004476929629528496,560
dominant_freq16__frac_above_z,pre_error,steps_6_to_10,4,0.45,0.010485410185409756,500
dominant_freq16__frac_above_z,pre_error,steps_6_to_10,5,0.55,0.0005584827920347414,440
dominant_freq16__frac_above_z,pre_error,steps_6_to_10,6,0.65,-0.00206116362948484,312
dominant_freq16__frac_above_z,pre_error,steps_6_to_10,7,0.75,0.030124616997614217,88
dominant_freq16__frac_above_z,pre_error,steps_6_to_10,8,0.85,0.062669516160351,58
dominant_freq16__frac_above_z,pre_error,steps_6_to_10,9,0.95,nan,0
dominant_freq16__frac_above_z,pre_error,steps_11_plus,0,0.05,0.007393211264600239,1330
dominant_freq16__frac_above_z,pre_error,steps_11_plus,1,0.15,0.01106248666133916,700
dominant_freq16__frac_above_z,pre_error,steps_11_plus,2,0.25,0.00030486864695722333,600
dominant_freq16__frac_above_z,pre_error,steps_11_plus,3,0.35,-0.004953516638511847,456
dominant_freq16__frac_above_z,pre_error,steps_11_plus,4,0.45,-0.00162459807082965,378
dominant_freq16__frac_above_z,pre_error,steps_11_plus,5,0.55,-0.007523941209689824,342
dominant_freq16__frac_above_z,pre_error,steps_11_plus,6,0.65,-0.00513733180185018,246
dominant_freq16__frac_above_z,pre_error,steps_11_plus,7,0.75,0.0,154
dominant_freq16__frac_above_z,pre_error,steps_11_plus,8,0.85,0.0,88
dominant_freq16__frac_above_z,pre_error,steps_11_plus,9,0.95,0.0,22
dominant_freq16__slope,gate_closed,all,0,0.05,0.1749971582797975,2472
dominant_freq16__slope,gate_closed,all,1,0.15,-0.08010122616266874,1000
dominant_freq16__slope,gate_closed,all,2,0.25,-0.04479737054370335,1550
dominant_freq16__slope,gate_closed,all,3,0.35,-0.12377471573163787,1208
dominant_freq16__slope,gate_closed,all,4,0.45,-0.04665152459408491,988
dominant_freq16__slope,gate_closed,all,5,0.55,-0.034443532753560886,1571
dominant_freq16__slope,gate_closed,all,6,0.65,-0.03351671642420633,1587
dominant_freq16__slope,gate_closed,all,7,0.75,-0.08258914114768072,1171
dominant_freq16__slope,gate_closed,all,8,0.85,-0.13993932704721254,1379
dominant_freq16__slope,gate_closed,all,9,0.95,0.1216767976979655,2544
dominant_freq16__slope,gate_closed,steps_2_to_5,0,0.05,0.18762131960382356,947
dominant_freq16__slope,gate_closed,steps_2_to_5,1,0.15,nan,0
dominant_freq16__slope,gate_closed,steps_2_to_5,2,0.25,-0.02923055841005343,400
dominant_freq16__slope,gate_closed,steps_2_to_5,3,0.35,-0.09262235884701937,395
dominant_freq16__slope,gate_closed,steps_2_to_5,4,0.45,nan,0
dominant_freq16__slope,gate_closed,steps_2_to_5,5,0.55,-0.11197199926394207,524
dominant_freq16__slope,gate_closed,steps_2_to_5,6,0.65,-0.12355671887567059,395
dominant_freq16__slope,gate_closed,steps_2_to_5,7,0.75,-0.14946631601540836,400
dominant_freq16__slope,gate_closed,steps_2_to_5,8,0.85,nan,0
dominant_freq16__slope,gate_closed,steps_2_to_5,9,0.95,0.03998460762421548,947
dominant_freq16__slope,gate_closed,steps_6_to_10,0,0.05,0.19888568740058224,1009
dominant_freq16__slope,gate_closed,steps_6_to_10,1,0.15,-0.10882724800786518,655
dominant_freq16__slope,gate_closed,steps_6_to_10,2,0.25,-0.031107003107823283,779
dominant_freq16__slope,gate_closed,steps_6_to_10,3,0.35,-0.13057580142942152,459
dominant_freq16__slope,gate_closed,steps_6_to_10,4,0.45,-0.025598146996064837,639
dominant_freq16__slope,gate_closed,steps_6_to_10,5,0.55,-0.02564413180647277,655
dominant_freq16__slope,gate_closed,steps_6_to_10,6,0.65,0.017393274940445857,813
dominant_freq16__slope,gate_closed,steps_6_to_10,7,0.75,-0.08235799290945614,425
dominant_freq16__slope,gate_closed,steps_6_to_10,8,0.85,-0.19970240950724966,1009
dominant_freq16__slope,gate_closed,steps_6_to_10,9,0.95,0.20841239350995008,1009
dominant_freq16__slope,gate_closed,steps_11_plus,0,0.05,0.10511613762723214,516
dominant_freq16__slope,gate_closed,steps_11_plus,1,0.15,-0.02556341657251291,345
dominant_freq16__slope,gate_closed,steps_11_plus,2,0.25,-0.0903270769749986,371
dominant_freq16__slope,gate_closed,steps_11_plus,3,0.35,-0.14971675707102147,354
dominant_freq16__slope,gate_closed,steps_11_plus,4,0.45,-0.08519911280364033,349
dominant_freq16__slope,gate_closed,steps_11_plus,5,0.55,0.05448837752984979,392
dominant_freq16__slope,gate_closed,steps_11_plus,6,0.65,-0.048883529118490913,379
dominant_freq16__slope,gate_closed,steps_11_plus,7,0.75,-0.005558412980496976,346
dominant_freq16__slope,gate_closed,steps_11_plus,8,0.85,0.023036214039753297,370
dominant_freq16__slope,gate_closed,steps_11_plus,9,0.95,0.10440857971420389,588
dominant_freq16__slope,label_clean,all,0,0.05,0.1758402394489522,2594
dominant_freq16__slope,label_clean,all,1,0.15,0.02735092589983221,1028
dominant_freq16__slope,label_clean,all,2,0.25,0.0009843916205496052,1676
dominant_freq16__slope,label_clean,all,3,0.35,-0.12814682151700685,1206
dominant_freq16__slope,label_clean,all,4,0.45,-0.07335484064917361,1098
dominant_freq16__slope,label_clean,all,5,0.55,-0.05200163056553697,1626
dominant_freq16__slope,label_clean,all,6,0.65,-0.052747218047403926,1670
dominant_freq16__slope,label_clean,all,7,0.75,-0.05535269586809873,1212
dominant_freq16__slope,label_clean,all,8,0.85,-0.16980504099603613,1492
dominant_freq16__slope,label_clean,all,9,0.95,0.09080644770149963,2668
dominant_freq16__slope,label_clean,steps_2_to_5,0,0.05,0.14364724831522585,950
dominant_freq16__slope,label_clean,steps_2_to_5,1,0.15,nan,0
dominant_freq16__slope,label_clean,steps_2_to_5,2,0.25,0.06992700261379434,406
dominant_freq16__slope,label_clean,steps_2_to_5,3,0.35,-0.12673813749257837,388
dominant_freq16__slope,label_clean,steps_2_to_5,4,0.45,nan,0
dominant_freq16__slope,label_clean,steps_2_to_5,5,0.55,-0.18044190052622355,532
dominant_freq16__slope,label_clean,steps_2_to_5,6,0.65,-0.11656944030179894,388
dominant_freq16__slope,label_clean,steps_2_to_5,7,0.75,-0.12270795600300205,406
dominant_freq16__slope,label_clean,steps_2_to_5,8,0.85,nan,0
dominant_freq16__slope,label_clean,steps_2_to_5,9,0.95,0.07932906572707708,950
dominant_freq16__slope,label_clean,steps_6_to_10,0,0.05,0.23697711546086034,1124
dominant_freq16__slope,label_clean,steps_6_to_10,1,0.15,0.0013932750886021432,686
dominant_freq16__slope,label_clean,steps_6_to_10,2,0.25,-0.004077363504989514,886
dominant_freq16__slope,label_clean,steps_6_to_10,3,0.35,-0.08774755897594914,462
dominant_freq16__slope,label_clean,steps_6_to_10,4,0.45,-0.06671176766156658,744
dominant_freq16__slope,label_clean,steps_6_to_10,5,0.55,-0.018695988835667532,686
dominant_freq16__slope,label_clean,steps_6_to_10,6,0.65,-0.01102231057543449,900
dominant_freq16__slope,label_clean,steps_6_to_10,7,0.75,-0.10042284893045625,448
dominant_freq16__slope,label_clean,steps_6_to_10,8,0.85,-0.1892710358544175,1124
dominant_freq16__slope,label_clean,steps_6_to_10,9,0.95,0.095145031533893,1124
dominant_freq16__slope,label_clean,steps_11_plus,0,0.05,0.10250464894829157,520
dominant_freq16__slope,label_clean,steps_11_plus,1,0.15,0.07941802664984347,342
dominant_freq16__slope,label_clean,steps_11_plus,2,0.25,-0.060229111040986154,384
dominant_freq16__slope,label_clean,steps_11_plus,3,0.35,-0.18211038526826262,356
dominant_freq16__slope,label_clean,steps_11_plus,4,0.45,-0.0873165533688899,354
dominant_freq16__slope,label_clean,steps_11_plus,5,0.55,0.05947521598445018,408
dominant_freq16__slope,label_clean,steps_11_plus,6,0.65,-0.08622730833553803,382
dominant_freq16__slope,label_clean,steps_11_plus,7,0.75,0.07743407560314942,358
dominant_freq16__slope,label_clean,steps_11_plus,8,0.85,-0.11034912191771923,368
dominant_freq16__slope,label_clean,steps_11_plus,9,0.95,0.10095281916293296,594
dominant_freq16__slope,pre_error,all,0,0.05,0.20488565544357074,4454
dominant_freq16__slope,pre_error,all,1,0.15,-0.039784576509148684,1918
dominant_freq16__slope,pre_error,all,2,0.25,-0.013247158358396583,1964
dominant_freq16__slope,pre_error,all,3,0.35,-0.005770953543547938,1184
dominant_freq16__slope,pre_error,all,4,0.45,-0.0065870691810045725,878
dominant_freq16__slope,pre_error,all,5,0.55,-0.03781183402267571,946
dominant_freq16__slope,pre_error,all,6,0.65,-0.07506089466549958,602
dominant_freq16__slope,pre_error,all,7,0.75,-0.03439313075870517,270
dominant_freq16__slope,pre_error,all,8,0.85,0.27759550951639816,146
dominant_freq16__slope,pre_error,all,9,0.95,-0.5559396234534844,22
dominant_freq16__slope,pre_error,steps_2_to_5,0,0.05,0.20517860824808387,1016
dominant_freq16__slope,pre_error,steps_2_to_5,1,0.15,nan,0
dominant_freq16__slope,pre_error,steps_2_to_5,2,0.25,-0.04207688538214059,320
dominant_freq16__slope,pre_error,steps_2_to_5,3,0.35,0.15827968342202853,168
dominant_freq16__slope,pre_error,steps_2_to_5,4,0.45,nan,0
dominant_freq16__slope,pre_error,steps_2_to_5,5,0.55,0.06485401568529589,164
dominant_freq16__slope,pre_error,steps_2_to_5,6,0.65,-0.1808732144895374,44
dominant_freq16__slope,pre_error,steps_2_to_5,7,0.75,0.1131520580146417,28
dominant_freq16__slope,pre_error,steps_2_to_5,8,0.85,nan,0
dominant_freq16__slope,pre_error,steps_2_to_5,9,0.95,nan,0
dominant_freq16__slope,pre_error,steps_6_to_10,0,0.05,0.24200826466962327,2108
dominant_freq16__slope,pre_error,steps_6_to_10,1,0.15,0.013947054534842494,1218
dominant_freq16__slope,pre_error,steps_6_to_10,2,0.25,-0.019418214813673052,1044
dominant_freq16__slope,pre_error,steps_6_to_10,3,0.35,-0.006646515729620645,560
dominant_freq16__slope,pre_error,steps_6_to_10,4,0.45,-0.028891701846177547,500
dominant_freq16__slope,pre_error,steps_6_to_10,5,0.55,-0.09958887136402685,440
dominant_freq16__slope,pre_error,steps_6_to_10,6,0.65,-0.06364002561292366,312
dominant_freq16__slope,pre_error,steps_6_to_10,7,0.75,0.12348118405480496,88
dominant_freq16__slope,pre_error,steps_6_to_10,8,0.85,0.033445961169714614,58
dominant_freq16__slope,pre_error,steps_6_to_10,9,0.95,nan,0
dominant_freq16__slope,pre_error,steps_11_plus,0,0.05,0.14582392589627596,1330
dominant_freq16__slope,pre_error,steps_11_plus,1,0.15,-0.13327761452569345,700
dominant_freq16__slope,pre_error,steps_11_plus,2,0.25,0.012866334286448037,600
dominant_freq16__slope,pre_error,steps_11_plus,3,0.35,-0.0651354100918288,456
dominant_freq16__slope,pre_error,steps_11_plus,4,0.45,0.022916413180335406,378
dominant_freq16__slope,pre_error,steps_11_plus,5,0.55,-0.007564181747566917,342
dominant_freq16__slope,pre_error,steps_11_plus,6,0.65,-0.07062011853601191,246
dominant_freq16__slope,pre_error,steps_11_plus,7,0.75,-0.15143342289664427,154
dominant_freq16__slope,pre_error,steps_11_plus,8,0.85,0.43851225729034854,88
dominant_freq16__slope,pre_error,steps_11_plus,9,0.95,-0.5559396234534844,22
dominant_freq16__jump,gate_closed,all,0,0.05,-0.41988008171104385,2472
dominant_freq16__jump,gate_closed,all,1,0.15,0.23617998108680824,1000
dominant_freq16__jump,gate_closed,all,2,0.25,0.11100187924917419,1550
dominant_freq16__jump,gate_closed,all,3,0.35,0.12137609733647914,1208
dominant_freq16__jump,gate_closed,all,4,0.45,0.03888846343829648,988
dominant_freq16__jump,gate_closed,all,5,0.55,0.08826096270228896,1571
dominant_freq16__jump,gate_closed,all,6,0.65,0.028636863096912473,1587
dominant_freq16__jump,gate_closed,all,7,0.75,0.08828653030551202,1171
dominant_freq16__jump,gate_closed,all,8,0.85,0.05009188058106345,1379
dominant_freq16__jump,gate_closed,all,9,0.95,0.03463114628853472,2544
dominant_freq16__jump,gate_closed,steps_2_to_5,0,0.05,-0.4349192035542736,947
dominant_freq16__jump,gate_closed,steps_2_to_5,1,0.15,nan,0
dominant_freq16__jump,gate_closed,steps_2_to_5,2,0.25,0.23568708275551706,400
dominant_freq16__jump,gate_closed,steps_2_to_5,3,0.35,0.19515598258145891,395
dominant_freq16__jump,gate_closed,steps_2_to_5,4,0.45,nan,0
dominant_freq16__jump,gate_closed,steps_2_to_5,5,0.55,0.14178355118664115,524
dominant_freq16__jump,gate_closed,steps_2_to_5,6,0.65,-0.06423495206541802,395
dominant_freq16__jump,gate_closed,steps_2_to_5,7,0.75,0.14547938885042053,400
dominant_freq16__jump,gate_closed,steps_2_to_5,8,0.85,nan,0
dominant_freq16__jump,gate_closed,steps_2_to_5,9,0.95,0.14085903827654278,947
dominant_freq16__jump,gate_closed,steps_6_to_10,0,0.05,-0.5327241306832798,1009
dominant_freq16__jump,gate_closed,steps_6_to_10,1,0.15,0.3419218368728815,655
dominant_freq16__jump,gate_closed,steps_6_to_10,2,0.25,0.11206810322403302,779
