cell,group,weak,feature,auc_raw,auc_oriented,oracle_sign,nonmono_gain_cv,auc_dev_from_own_median,nonmono_dev_from_own_median,n_cells_for_feature
lapeigvals_gsm8k_phi35,math,False,sw_var_peak_spilled,0.3057,0.6943,-1,-0.0194,0.0377,0.0,25
lapeigvals_gsm8k_phi35,math,False,cusum_max_spilled,0.2556,0.7444,-1,-0.0183,0.0348,0.0,25
lapeigvals_gsm8k_phi35,math,False,epr_energy,0.5388,0.5388,1,0.0313,-0.1831,0.0435,25
lapeigvals_gsm8k_phi35,math,False,min_energy,0.5047,0.5047,1,0.0061,-0.1894,0.0262,25
lapeigvals_gsm8k_phi35,math,False,sw_var_peak_energy,0.4714,0.5286,-1,-0.0178,-0.0475,0.0,25
lapeigvals_gsm8k_phi35,math,False,cusum_max_energy,0.5669,0.5669,1,-0.0177,-0.0834,0.0,25
lapeigvals_gsm8k_phi35,math,False,mean_top1_logprob,0.7641,0.7641,1,-0.0112,0.0276,0.0054,25
lapeigvals_gsm8k_phi35,math,False,logprob_margin,0.7667,0.7667,1,-0.024,0.0355,-0.0019,24
lapeigvals_gsm8k_phi35,math,False,mean_logprob_entropy,0.7708,0.7708,1,-0.0165,0.0254,0.0042,25
lapeigvals_gsm8k_phi35,math,False,varentropy,0.7843,0.7843,1,-0.0138,0.0378,0.0,25
lapeigvals_gsm8k_phi35,math,False,renyi_entropy_2,0.767,0.767,1,-0.018,0.0266,0.0027,25
lapeigvals_gsm8k_phi35,math,False,topk_tail_mass,0.7904,0.7904,1,-0.0133,0.0248,0.0044,25
noise_gsm8k_mistral7b,math,False,epr,0.7431,0.7431,1,-0.0083,0.0,0.014,25
noise_gsm8k_mistral7b,math,False,trace_length,0.2316,0.7684,-1,-0.0144,0.0765,0.0032,20
noise_gsm8k_mistral7b,math,False,spectral_entropy,0.759,0.759,1,-0.0192,0.1182,-0.0029,25
noise_gsm8k_mistral7b,math,False,low_band_power,0.6128,0.6128,1,-0.0338,-0.014,-0.0174,25
noise_gsm8k_mistral7b,math,False,high_band_power,0.4155,0.5845,-1,-0.025,-0.0073,-0.0121,25
noise_gsm8k_mistral7b,math,False,hl_ratio,0.3922,0.6078,-1,-0.027,-0.0179,-0.0101,25
noise_gsm8k_mistral7b,math,False,dominant_freq,0.3808,0.6192,-1,-0.003,0.0131,0.0016,23
noise_gsm8k_mistral7b,math,False,spectral_centroid,0.3608,0.6392,-1,-0.0231,0.0,-0.0049,25
noise_gsm8k_mistral7b,math,False,stft_max_high_power,0.6129,0.6129,1,-0.0315,0.0521,-0.01,20
noise_gsm8k_mistral7b,math,False,stft_spectral_entropy,0.4745,0.5255,-1,-0.0008,-0.0292,-0.0013,20
noise_gsm8k_mistral7b,math,False,rpdi,0.6552,0.6552,1,-0.0222,0.0625,-0.0271,25
noise_gsm8k_mistral7b,math,False,sw_var_peak,0.7543,0.7543,1,-0.0079,0.0233,0.0093,25
noise_gsm8k_mistral7b,math,False,pe_mean,0.5244,0.5244,1,-0.0001,0.0028,-0.0036,25
noise_gsm8k_mistral7b,math,False,hurst_exponent,0.4394,0.5606,-1,-0.0231,-0.0307,-0.0126,25
noise_gsm8k_mistral7b,math,False,cusum_max,0.7264,0.7264,1,-0.0121,0.0069,0.0133,25
noise_gsm8k_mistral7b,math,False,cusum_shift_idx,0.4127,0.5873,-1,-0.0132,0.0238,-0.0078,25
noise_gsm8k_mistral7b,math,False,epr_spilled,0.2906,0.7094,-1,-0.015,-0.0108,0.0061,25
noise_gsm8k_mistral7b,math,False,sw_var_peak_spilled,0.3446,0.6554,-1,-0.0121,-0.0012,0.0073,25
noise_gsm8k_mistral7b,math,False,cusum_max_spilled,0.2871,0.7129,-1,-0.0154,0.0033,0.0029,25
noise_gsm8k_mistral7b,math,False,epr_energy,0.2499,0.7501,-1,-0.0129,0.0282,-0.0007,25
noise_gsm8k_mistral7b,math,False,min_energy,0.2877,0.7123,-1,-0.0038,0.0182,0.0163,25
noise_gsm8k_mistral7b,math,False,sw_var_peak_energy,0.5683,0.5683,1,-0.0403,-0.0078,-0.0225,25
noise_gsm8k_mistral7b,math,False,cusum_max_energy,0.7062,0.7062,1,-0.0077,0.0559,0.01,25
noise_gsm8k_mistral7b,math,False,mean_top1_logprob,0.7386,0.7386,1,-0.0132,0.0021,0.0034,25
noise_gsm8k_mistral7b,math,False,logprob_margin,0.7216,0.7216,1,-0.0151,-0.0096,0.007,24
noise_gsm8k_mistral7b,math,False,mean_logprob_entropy,0.7454,0.7454,1,-0.0101,0.0,0.0106,25
noise_gsm8k_mistral7b,math,False,varentropy,0.7517,0.7517,1,-0.0136,0.0052,0.0002,25
noise_gsm8k_mistral7b,math,False,renyi_entropy_2,0.7413,0.7413,1,-0.0133,0.0009,0.0074,25
noise_gsm8k_mistral7b,math,False,topk_tail_mass,0.7656,0.7656,1,-0.0063,0.0,0.0114,25
noise_gsm8k_phi3mini,math,True,epr,0.6683,0.6683,1,-0.0223,-0.0748,0.0,25
noise_gsm8k_phi3mini,math,True,trace_length,0.4233,0.5767,-1,0.012,-0.1152,0.0296,20
noise_gsm8k_phi3mini,math,True,spectral_entropy,0.565,0.565,1,-0.0077,-0.0758,0.0086,25
noise_gsm8k_phi3mini,math,True,low_band_power,0.5808,0.5808,1,-0.0244,-0.046,-0.008,25
noise_gsm8k_phi3mini,math,True,high_band_power,0.4192,0.5808,-1,-0.032,-0.011,-0.0191,25
noise_gsm8k_phi3mini,math,True,hl_ratio,0.4067,0.5933,-1,-0.0169,-0.0324,0.0,25
noise_gsm8k_phi3mini,math,True,dominant_freq,0.4904,0.5096,-1,-0.0046,-0.0965,0.0,23
noise_gsm8k_phi3mini,math,True,spectral_centroid,0.3986,0.6014,-1,-0.023,-0.0378,-0.0048,25
noise_gsm8k_phi3mini,math,True,stft_max_high_power,0.543,0.543,1,-0.0227,-0.0178,-0.0013,20
noise_gsm8k_phi3mini,math,True,stft_spectral_entropy,0.542,0.542,1,-0.0098,-0.0126,-0.0103,20
noise_gsm8k_phi3mini,math,True,rpdi,0.5315,0.5315,1,0.0069,-0.0612,0.002,25
noise_gsm8k_phi3mini,math,True,sw_var_peak,0.655,0.655,1,-0.0279,-0.076,-0.0107,25
noise_gsm8k_phi3mini,math,True,pe_mean,0.5185,0.5185,1,-0.0128,-0.0031,-0.0163,25
noise_gsm8k_phi3mini,math,True,hurst_exponent,0.4928,0.5072,-1,0.0154,-0.0841,0.0259,25
noise_gsm8k_phi3mini,math,True,cusum_max,0.5701,0.5701,1,-0.0406,-0.1494,-0.0152,25
noise_gsm8k_phi3mini,math,True,cusum_shift_idx,0.4041,0.5959,-1,-0.0329,0.0324,-0.0275,25
noise_gsm8k_phi3mini,math,True,epr_spilled,0.3562,0.6438,-1,-0.018,-0.0764,0.0031,25
noise_gsm8k_phi3mini,math,True,sw_var_peak_spilled,0.4003,0.5997,-1,-0.0171,-0.0569,0.0023,25
noise_gsm8k_phi3mini,math,True,cusum_max_spilled,0.4085,0.5915,-1,-0.0176,-0.1181,0.0007,25
noise_gsm8k_phi3mini,math,True,epr_energy,0.5882,0.5882,1,-0.0017,-0.1337,0.0105,25
noise_gsm8k_phi3mini,math,True,min_energy,0.4811,0.5189,-1,0.008,-0.1752,0.0281,25
noise_gsm8k_phi3mini,math,True,sw_var_peak_energy,0.5216,0.5216,1,0.0076,-0.0545,0.0254,25
noise_gsm8k_phi3mini,math,True,cusum_max_energy,0.5043,0.5043,1,0.0375,-0.146,0.0552,25
noise_gsm8k_phi3mini,math,True,mean_top1_logprob,0.6645,0.6645,1,-0.0166,-0.072,0.0,25
noise_gsm8k_phi3mini,math,True,logprob_margin,0.6516,0.6516,1,-0.0173,-0.0796,0.0049,24
noise_gsm8k_phi3mini,math,True,mean_logprob_entropy,0.6699,0.6699,1,-0.0138,-0.0755,0.0069,25
noise_gsm8k_phi3mini,math,True,varentropy,0.6735,0.6735,1,-0.0146,-0.073,-0.0008,25
noise_gsm8k_phi3mini,math,True,renyi_entropy_2,0.6666,0.6666,1,-0.0163,-0.0738,0.0044,25
noise_gsm8k_phi3mini,math,True,topk_tail_mass,0.6765,0.6765,1,-0.0094,-0.0891,0.0083,25
math500_dsmath7b,math,False,epr,0.7706,0.7706,1,-0.0702,0.0275,-0.0479,25
math500_dsmath7b,math,False,trace_length,0.2877,0.7123,-1,-0.0251,0.0204,-0.0075,20
math500_dsmath7b,math,False,spectral_entropy,0.6123,0.6123,1,-0.086,-0.0285,-0.0697,25
math500_dsmath7b,math,False,low_band_power,0.6021,0.6021,1,-0.0613,-0.0247,-0.0449,25
math500_dsmath7b,math,False,high_band_power,0.3977,0.6023,-1,-0.0938,0.0105,-0.0809,25
math500_dsmath7b,math,False,hl_ratio,0.3912,0.6088,-1,-0.0826,-0.0169,-0.0657,25
math500_dsmath7b,math,False,dominant_freq,0.2993,0.7007,-1,-0.0515,0.0946,-0.0469,23
math500_dsmath7b,math,False,spectral_centroid,0.3608,0.6392,-1,-0.0966,0.0,-0.0784,25
math500_dsmath7b,math,False,stft_max_high_power,0.5101,0.5101,1,0.0178,-0.0507,0.0393,20
math500_dsmath7b,math,False,stft_spectral_entropy,0.4333,0.5667,-1,-0.0349,0.0121,-0.0354,20
math500_dsmath7b,math,False,rpdi,0.6729,0.6729,1,-0.0854,0.0802,-0.0903,25
math500_dsmath7b,math,False,sw_var_peak,0.7002,0.7002,1,-0.0686,-0.0308,-0.0514,25
math500_dsmath7b,math,False,pe_mean,0.5306,0.5306,1,0.0021,0.009,-0.0014,25
math500_dsmath7b,math,False,hurst_exponent,0.3558,0.6442,-1,-0.0541,0.0529,-0.0436,25
math500_dsmath7b,math,False,cusum_max,0.7528,0.7528,1,-0.0777,0.0333,-0.0523,25
math500_dsmath7b,math,False,cusum_shift_idx,0.4847,0.5153,-1,0.1132,-0.0482,0.1186,25
math500_dsmath7b,math,False,epr_spilled,0.2327,0.7673,-1,-0.0347,0.0471,-0.0136,25
math500_dsmath7b,math,False,sw_var_peak_spilled,0.3904,0.6096,-1,-0.0778,-0.047,-0.0584,25
math500_dsmath7b,math,False,cusum_max_spilled,0.2379,0.7621,-1,-0.0672,0.0525,-0.0489,25
math500_dsmath7b,math,False,min_spilled,0.3638,0.6362,-1,-0.0576,0.0068,-0.0454,11
math500_dsmath7b,math,False,epr_energy,0.6063,0.6063,1,-0.0656,-0.1156,-0.0534,25
math500_dsmath7b,math,False,min_energy,0.4055,0.5945,-1,-0.0642,-0.0996,-0.0441,25
math500_dsmath7b,math,False,sw_var_peak_energy,0.654,0.654,1,-0.0508,0.0779,-0.033,25
math500_dsmath7b,math,False,cusum_max_energy,0.715,0.715,1,-0.0595,0.0647,-0.0418,25
math500_dsmath7b,math,False,mean_top1_logprob,0.7769,0.7769,1,-0.0362,0.0404,-0.0196,25
math500_dsmath7b,math,False,logprob_margin,0.7698,0.7698,1,-0.0565,0.0386,-0.0344,24
math500_dsmath7b,math,False,mean_logprob_entropy,0.7732,0.7732,1,-0.0449,0.0278,-0.0242,25
math500_dsmath7b,math,False,varentropy,0.7436,0.7436,1,-0.0418,-0.0029,-0.028,25
math500_dsmath7b,math,False,renyi_entropy_2,0.775,0.775,1,-0.0475,0.0346,-0.0268,25
math500_dsmath7b,math,False,topk_tail_mass,0.7803,0.7803,1,-0.0282,0.0147,-0.0105,25
math500_qwenmath7b,math,False,epr,0.9306,0.9306,1,0.0006,0.1875,0.0229,25
math500_qwenmath7b,math,False,spectral_entropy,0.1139,0.8861,-1,0.0072,0.2453,0.0235,25
math500_qwenmath7b,math,False,low_band_power,0.906,0.906,1,0.0071,0.2792,0.0235,25
math500_qwenmath7b,math,False,high_band_power,0.0962,0.9038,-1,0.0159,0.312,0.0288,25
math500_qwenmath7b,math,False,hl_ratio,0.0959,0.9041,-1,0.0203,0.2784,0.0372,25
math500_qwenmath7b,math,False,spectral_centroid,0.0963,0.9037,-1,0.0004,0.2645,0.0186,25
math500_qwenmath7b,math,False,stft_max_high_power,0.2128,0.7872,-1,-0.0015,0.2264,0.0199,20
math500_qwenmath7b,math,False,stft_spectral_entropy,0.1346,0.8654,-1,0.0693,0.3107,0.0688,20
math500_qwenmath7b,math,False,rpdi,0.7133,0.7133,1,0.0993,0.1206,0.0944,25
math500_qwenmath7b,math,False,sw_var_peak,0.8695,0.8695,1,-0.0084,0.1385,0.0088,25
math500_qwenmath7b,math,False,pe_mean,0.4823,0.5177,-1,0.1306,-0.0039,0.1271,25
math500_qwenmath7b,math,False,hurst_exponent,0.0809,0.9191,-1,-0.0109,0.3278,-0.0004,25
math500_qwenmath7b,math,False,cusum_max,0.9277,0.9277,1,-0.0038,0.2082,0.0216,25
math500_qwenmath7b,math,False,cusum_shift_idx,0.8392,0.8392,1,-0.051,0.2757,-0.0456,25
math500_qwenmath7b,math,False,epr_spilled,0.0714,0.9286,-1,0.0002,0.2084,0.0213,25
math500_qwenmath7b,math,False,sw_var_peak_spilled,0.4053,0.5947,-1,-0.0601,-0.0619,-0.0407,25
math500_qwenmath7b,math,False,cusum_max_spilled,0.0671,0.9329,-1,-0.0044,0.2233,0.0139,25
math500_qwenmath7b,math,False,min_spilled,0.2717,0.7283,-1,-0.0454,0.0989,-0.0332,11
math500_qwenmath7b,math,False,epr_energy,0.0948,0.9052,-1,-0.0093,0.1833,0.0029,25
math500_qwenmath7b,math,False,min_energy,0.1942,0.8058,-1,-0.0254,0.1117,-0.0053,25
math500_qwenmath7b,math,False,sw_var_peak_energy,0.329,0.671,-1,-0.0377,0.0949,-0.0199,25
math500_qwenmath7b,math,False,cusum_max_energy,0.7961,0.7961,1,-0.0361,0.1458,-0.0184,25
math500_qwenmath7b,math,False,mean_top1_logprob,0.9233,0.9233,1,0.0119,0.1868,0.0285,25
math500_qwenmath7b,math,False,logprob_margin,0.936,0.936,1,-0.0023,0.2048,0.0198,24
math500_qwenmath7b,math,False,mean_logprob_entropy,0.9307,0.9307,1,-0.0008,0.1853,0.0199,25
math500_qwenmath7b,math,False,varentropy,0.1905,0.8095,-1,-0.0059,0.063,0.0079,25
math500_qwenmath7b,math,False,renyi_entropy_2,0.9257,0.9257,1,0.0048,0.1853,0.0255,25
math500_qwenmath7b,math,False,topk_tail_mass,0.9264,0.9264,1,0.0038,0.1608,0.0215,25
math500_r1distill8b,math,False,epr,0.8218,0.8218,1,-0.0347,0.0787,-0.0124,25
math500_r1distill8b,math,False,spectral_entropy,0.8182,0.8182,1,-0.039,0.1774,-0.0227,25
math500_r1distill8b,math,False,low_band_power,0.687,0.687,1,-0.0415,0.0602,-0.0251,25
math500_r1distill8b,math,False,high_band_power,0.3151,0.6849,-1,-0.0834,0.0931,-0.0705,25
math500_r1distill8b,math,False,hl_ratio,0.3007,0.6993,-1,-0.0498,0.0736,-0.0329,25
math500_r1distill8b,math,False,spectral_centroid,0.2965,0.7035,-1,-0.0663,0.0643,-0.0481,25
math500_r1distill8b,math,False,stft_max_high_power,0.7114,0.7114,1,-0.0443,0.1506,-0.0228,20
math500_r1distill8b,math,False,stft_spectral_entropy,0.4273,0.5727,-1,-0.0382,0.0181,-0.0387,20
math500_r1distill8b,math,False,rpdi,0.8073,0.8073,1,0.0099,0.2146,0.005,25
math500_r1distill8b,math,False,sw_var_peak,0.806,0.806,1,-0.0294,0.075,-0.0122,25
math500_r1distill8b,math,False,pe_mean,0.3895,0.6105,-1,-0.0266,0.0889,-0.0301,25
math500_r1distill8b,math,False,hurst_exponent,0.4199,0.5801,-1,0.0245,-0.0112,0.035,25
math500_r1distill8b,math,False,cusum_max,0.8402,0.8402,1,-0.047,0.1207,-0.0216,25
math500_r1distill8b,math,False,cusum_shift_idx,0.4712,0.5288,-1,0.0829,-0.0347,0.0883,25
math500_r1distill8b,math,False,epr_spilled,0.1806,0.8194,-1,-0.05,0.0992,-0.0289,25
math500_r1distill8b,math,False,sw_var_peak_spilled,0.3962,0.6038,-1,0.0005,-0.0528,0.0199,25
math500_r1distill8b,math,False,cusum_max_spilled,0.162,0.838,-1,-0.0284,0.1284,-0.0101,25
math500_r1distill8b,math,False,min_spilled,0.6999,0.6999,1,-0.0009,0.0705,0.0113,11
math500_r1distill8b,math,False,epr_energy,0.2222,0.7778,-1,-0.0148,0.0559,-0.0026,25
math500_r1distill8b,math,False,min_energy,0.2698,0.7302,-1,-0.0493,0.0361,-0.0292,25
math500_r1distill8b,math,False,sw_var_peak_energy,0.6834,0.6834,1,-0.0255,0.1073,-0.0077,25
math500_r1distill8b,math,False,cusum_max_energy,0.8543,0.8543,1,-0.0403,0.204,-0.0226,25
math500_r1distill8b,math,False,mean_top1_logprob,0.8252,0.8252,1,-0.0314,0.0887,-0.0148,25
math500_r1distill8b,math,False,logprob_margin,0.8167,0.8167,1,-0.0265,0.0855,-0.0043,24
math500_r1distill8b,math,False,mean_logprob_entropy,0.8212,0.8212,1,-0.0511,0.0758,-0.0304,25
math500_r1distill8b,math,False,varentropy,0.8029,0.8029,1,-0.055,0.0564,-0.0412,25
math500_r1distill8b,math,False,renyi_entropy_2,0.8234,0.8234,1,-0.0438,0.083,-0.0231,25
math500_r1distill8b,math,False,topk_tail_mass,0.8224,0.8224,1,-0.0428,0.0568,-0.0251,25
math500_r1distill8b_mn4096,math,False,epr,0.819,0.819,1,-0.044,0.0759,-0.0217,25
math500_r1distill8b_mn4096,math,False,spectral_entropy,0.8269,0.8269,1,-0.0489,0.1861,-0.0326,25
math500_r1distill8b_mn4096,math,False,low_band_power,0.6696,0.6696,1,0.0371,0.0428,0.0535,25
math500_r1distill8b_mn4096,math,False,high_band_power,0.3576,0.6424,-1,-0.0129,0.0506,0.0,25
math500_r1distill8b_mn4096,math,False,hl_ratio,0.3365,0.6635,-1,-0.0472,0.0378,-0.0303,25
math500_r1distill8b_mn4096,math,False,dominant_freq,0.1877,0.8123,-1,-0.0331,0.2062,-0.0285,23
math500_r1distill8b_mn4096,math,False,spectral_centroid,0.3349,0.6651,-1,0.0635,0.0259,0.0817,25
math500_r1distill8b_mn4096,math,False,stft_max_high_power,0.6696,0.6696,1,-0.0315,0.1088,-0.01,20
math500_r1distill8b_mn4096,math,False,stft_spectral_entropy,0.4176,0.5824,-1,0.0182,0.0278,0.0177,20
math500_r1distill8b_mn4096,math,False,rpdi,0.783,0.783,1,-0.0065,0.1903,-0.0114,25
math500_r1distill8b_mn4096,math,False,sw_var_peak,0.7495,0.7495,1,-0.0243,0.0185,-0.0071,25
math500_r1distill8b_mn4096,math,False,pe_mean,0.4577,0.5423,-1,0.0087,0.0207,0.0052,25
math500_r1distill8b_mn4096,math,False,hurst_exponent,0.4578,0.5422,-1,0.0941,-0.0491,0.1046,25
math500_r1distill8b_mn4096,math,False,cusum_max,0.8049,0.8049,1,-0.0319,0.0854,-0.0065,25
math500_r1distill8b_mn4096,math,False,cusum_shift_idx,0.5635,0.5635,1,-0.0134,0.0,-0.008,25
math500_r1distill8b_mn4096,math,False,epr_spilled,0.1815,0.8185,-1,-0.0355,0.0983,-0.0144,25
math500_r1distill8b_mn4096,math,False,sw_var_peak_spilled,0.4057,0.5943,-1,-0.0435,-0.0623,-0.0241,25
math500_r1distill8b_mn4096,math,False,cusum_max_spilled,0.1819,0.8181,-1,-0.0315,0.1085,-0.0132,25
math500_r1distill8b_mn4096,math,False,min_spilled,0.6107,0.6107,1,-0.007,-0.0187,0.0052,11
math500_r1distill8b_mn4096,math,False,epr_energy,0.2005,0.7995,-1,-0.0193,0.0776,-0.0071,25
math500_r1distill8b_mn4096,math,False,min_energy,0.1963,0.8037,-1,-0.011,0.1096,0.0091,25
math500_r1distill8b_mn4096,math,False,sw_var_peak_energy,0.7317,0.7317,1,-0.0528,0.1556,-0.035,25
math500_r1distill8b_mn4096,math,False,cusum_max_energy,0.8272,0.8272,1,-0.0203,0.1769,-0.0026,25
math500_r1distill8b_mn4096,math,False,mean_top1_logprob,0.8203,0.8203,1,-0.0401,0.0838,-0.0235,25
math500_r1distill8b_mn4096,math,False,logprob_margin,0.8154,0.8154,1,-0.0333,0.0842,-0.0112,24
math500_r1distill8b_mn4096,math,False,mean_logprob_entropy,0.8194,0.8194,1,-0.0491,0.074,-0.0284,25
math500_r1distill8b_mn4096,math,False,varentropy,0.8061,0.8061,1,-0.0274,0.0596,-0.0136,25
math500_r1distill8b_mn4096,math,False,renyi_entropy_2,0.8199,0.8199,1,-0.0437,0.0795,-0.023,25
math500_r1distill8b_mn4096,math,False,topk_tail_mass,0.8213,0.8213,1,-0.0413,0.0557,-0.0236,25
trace_gsm8k_llama8b_k10,math,False,epr,0.7865,0.7865,1,-0.0086,0.0434,0.0137,25
trace_gsm8k_llama8b_k10,math,False,trace_length,0.2741,0.7259,-1,-0.0125,0.034,0.0051,20
trace_gsm8k_llama8b_k10,math,False,spectral_entropy,0.6012,0.6012,1,0.0106,-0.0396,0.0269,25
trace_gsm8k_llama8b_k10,math,False,low_band_power,0.7254,0.7254,1,-0.0056,0.0986,0.0108,25
trace_gsm8k_llama8b_k10,math,False,high_band_power,0.3041,0.6959,-1,-0.0073,0.1041,0.0056,25
trace_gsm8k_llama8b_k10,math,False,hl_ratio,0.2728,0.7272,-1,-0.0088,0.1015,0.0081,25
trace_gsm8k_llama8b_k10,math,False,dominant_freq,0.3227,0.6773,-1,-0.001,0.0712,0.0036,23
trace_gsm8k_llama8b_k10,math,False,spectral_centroid,0.2657,0.7343,-1,-0.0071,0.0951,0.0111,25
trace_gsm8k_llama8b_k10,math,False,stft_max_high_power,0.5491,0.5491,1,-0.0169,-0.0117,0.0046,20
trace_gsm8k_llama8b_k10,math,False,stft_spectral_entropy,0.3851,0.6149,-1,-0.0099,0.0603,-0.0104,20
trace_gsm8k_llama8b_k10,math,False,rpdi,0.6651,0.6651,1,-0.0076,0.0724,-0.0125,25
trace_gsm8k_llama8b_k10,math,False,sw_var_peak,0.7774,0.7774,1,-0.0106,0.0464,0.0066,25
trace_gsm8k_llama8b_k10,math,False,pe_mean,0.4334,0.5666,-1,-0.0,0.045,-0.0035,25
trace_gsm8k_llama8b_k10,math,False,hurst_exponent,0.3331,0.6669,-1,-0.01,0.0756,0.0005,25
trace_gsm8k_llama8b_k10,math,False,cusum_max,0.7462,0.7462,1,-0.0063,0.0267,0.0191,25
trace_gsm8k_llama8b_k10,math,False,cusum_shift_idx,0.408,0.592,-1,-0.0138,0.0285,-0.0084,25
trace_gsm8k_llama8b_k10,math,False,epr_spilled,0.2178,0.7822,-1,-0.0083,0.062,0.0128,25
trace_gsm8k_llama8b_k10,math,False,sw_var_peak_spilled,0.2673,0.7327,-1,-0.0072,0.0761,0.0122,25
trace_gsm8k_llama8b_k10,math,False,cusum_max_spilled,0.2453,0.7547,-1,-0.0098,0.0451,0.0085,25
trace_gsm8k_llama8b_k10,math,False,epr_energy,0.1956,0.8044,-1,-0.01,0.0825,0.0022,25
trace_gsm8k_llama8b_k10,math,False,min_energy,0.2216,0.7784,-1,-0.0086,0.0843,0.0115,25
trace_gsm8k_llama8b_k10,math,False,sw_var_peak_energy,0.4442,0.5558,-1,-0.014,-0.0203,0.0038,25
trace_gsm8k_llama8b_k10,math,False,cusum_max_energy,0.757,0.757,1,-0.0105,0.1067,0.0072,25
trace_gsm8k_llama8b_k10,math,False,mean_top1_logprob,0.7805,0.7805,1,-0.0096,0.044,0.007,25
trace_gsm8k_llama8b_k10,math,False,logprob_margin,0.7861,0.7861,1,-0.0065,0.0549,0.0157,24
trace_gsm8k_llama8b_k10,math,False,mean_logprob_entropy,0.7884,0.7884,1,-0.0085,0.043,0.0122,25
trace_gsm8k_llama8b_k10,math,False,varentropy,0.8023,0.8023,1,-0.0064,0.0558,0.0074,25
trace_gsm8k_llama8b_k10,math,False,renyi_entropy_2,0.7833,0.7833,1,-0.008,0.0429,0.0127,25
trace_gsm8k_llama8b_k10,math,False,topk_tail_mass,0.7967,0.7967,1,-0.0076,0.0311,0.0101,25
trace_math500_qwenmath15b_k10,math,True,epr,0.6724,0.6724,1,-0.0118,-0.0707,0.0105,25
trace_math500_qwenmath15b_k10,math,True,trace_length,0.3225,0.6775,-1,-0.0099,-0.0144,0.0077,20
trace_math500_qwenmath15b_k10,math,True,spectral_entropy,0.4612,0.5388,-1,-0.0002,-0.102,0.0161,25
trace_math500_qwenmath15b_k10,math,True,low_band_power,0.661,0.661,1,-0.0199,0.0342,-0.0035,25
trace_math500_qwenmath15b_k10,math,True,high_band_power,0.3528,0.6472,-1,-0.016,0.0554,-0.0031,25
trace_math500_qwenmath15b_k10,math,True,hl_ratio,0.3423,0.6577,-1,-0.0163,0.032,0.0006,25
trace_math500_qwenmath15b_k10,math,True,dominant_freq,0.3588,0.6412,-1,-0.0082,0.0351,-0.0036,23
trace_math500_qwenmath15b_k10,math,True,spectral_centroid,0.3385,0.6615,-1,-0.0129,0.0223,0.0053,25
trace_math500_qwenmath15b_k10,math,True,stft_max_high_power,0.5117,0.5117,1,0.0032,-0.0491,0.0247,20
trace_math500_qwenmath15b_k10,math,True,stft_spectral_entropy,0.3596,0.6404,-1,-0.0113,0.0857,-0.0118,20
trace_math500_qwenmath15b_k10,math,True,rpdi,0.6102,0.6102,1,-0.009,0.0175,-0.0139,25
trace_math500_qwenmath15b_k10,math,True,sw_var_peak,0.6316,0.6316,1,-0.0324,-0.0994,-0.0152,25
trace_math500_qwenmath15b_k10,math,True,pe_mean,0.4645,0.5355,-1,-0.0054,0.0139,-0.0089,25
trace_math500_qwenmath15b_k10,math,True,hurst_exponent,0.3622,0.6378,-1,-0.0105,0.0465,0.0,25
trace_math500_qwenmath15b_k10,math,True,cusum_max,0.6817,0.6817,1,-0.0155,-0.0378,0.0099,25
trace_math500_qwenmath15b_k10,math,True,cusum_shift_idx,0.4626,0.5374,-1,-0.025,-0.0261,-0.0196,25
trace_math500_qwenmath15b_k10,math,True,epr_spilled,0.3322,0.6678,-1,-0.0149,-0.0524,0.0062,25
trace_math500_qwenmath15b_k10,math,True,sw_var_peak_spilled,0.371,0.629,-1,-0.0142,-0.0276,0.0052,25
trace_math500_qwenmath15b_k10,math,True,cusum_max_spilled,0.3169,0.6831,-1,-0.0156,-0.0265,0.0027,25
trace_math500_qwenmath15b_k10,math,True,min_spilled,0.3745,0.6255,-1,-0.0076,-0.0039,0.0046,11
trace_math500_qwenmath15b_k10,math,True,epr_energy,0.2898,0.7102,-1,-0.0122,-0.0117,0.0,25
trace_math500_qwenmath15b_k10,math,True,min_energy,0.337,0.663,-1,-0.0201,-0.0311,0.0,25
trace_math500_qwenmath15b_k10,math,True,sw_var_peak_energy,0.4315,0.5685,-1,-0.0177,-0.0076,0.0001,25
trace_math500_qwenmath15b_k10,math,True,cusum_max_energy,0.6256,0.6256,1,-0.0143,-0.0247,0.0034,25
trace_math500_qwenmath15b_k10,math,True,mean_top1_logprob,0.666,0.666,1,-0.0141,-0.0705,0.0025,25
trace_math500_qwenmath15b_k10,math,True,logprob_margin,0.6927,0.6927,1,-0.0161,-0.0385,0.006,24
trace_math500_qwenmath15b_k10,math,True,mean_logprob_entropy,0.6731,0.6731,1,-0.01,-0.0723,0.0107,25
trace_math500_qwenmath15b_k10,math,True,varentropy,0.6872,0.6872,1,-0.0107,-0.0593,0.0031,25
trace_math500_qwenmath15b_k10,math,True,renyi_entropy_2,0.6683,0.6683,1,-0.0126,-0.0721,0.0081,25
trace_math500_qwenmath15b_k10,math,True,topk_tail_mass,0.6762,0.6762,1,-0.0123,-0.0894,0.0054,25
