architecture,auprc,auroc,base_architecture,budget,calibration_f1,clean_abstention,exact_error,f1,family,locator,model,n,primary,task,threshold,weight,within_one
a_three_independent__w0.00__persistent_onset,,,a_three_independent,,0.32630906768837803,0.6066350710900474,0.22112211221122113,0.32410574252187224,math,persistent_onset,qwen3_4b,514,0.32410574252187224,local,-0.3466247475850961,0.0,0.44884488448844884
a_three_independent__w0.00__persistent_onset,,,a_three_independent,,,,,,math,persistent_onset,qwen3_4b,0,0.6085992664455991,online,,0.0,
a_three_independent__w0.00__persistent_onset,0.558684166999375,0.5502703193857617,a_three_independent,16,,,,,math,persistent_onset,qwen3_4b,514,0.5502703193857617,online_budget,,0.0,
a_three_independent__w0.00__persistent_onset,0.571876615744334,0.5540108733512032,a_three_independent,32,,,,,math,persistent_onset,qwen3_4b,514,0.5540108733512032,online_budget,,0.0,
a_three_independent__w0.00__persistent_onset,0.6268678190280422,0.5948619315840087,a_three_independent,64,,,,,math,persistent_onset,qwen3_4b,512,0.5948619315840087,online_budget,,0.0,
a_three_independent__w0.00__persistent_onset,0.6415391102076596,0.6223366013071896,a_three_independent,128,,,,,math,persistent_onset,qwen3_4b,495,0.6223366013071896,online_budget,,0.0,
a_three_independent__w0.00__persistent_onset,0.6718426218663076,0.6420994262018418,a_three_independent,256,,,,,math,persistent_onset,qwen3_4b,409,0.6420994262018418,online_budget,,0.0,
a_three_independent__w0.00__persistent_onset,0.7383163477108292,0.6339304531085354,a_three_independent,512,,,,,math,persistent_onset,qwen3_4b,203,0.6339304531085354,online_budget,,0.0,
a_three_independent__w0.25__peak,0.7251169743403515,0.7455666106340769,a_three_independent,,,,,,math,peak,qwen3_4b,514,0.7455666106340769,global,,0.25,
a_three_independent__w0.25__peak,,,a_three_independent,,0.3188501642307608,0.7014218009478673,0.20462046204620463,0.31681800918413144,math,peak,qwen3_4b,514,0.31681800918413144,local,-0.12107164433087278,0.25,0.40594059405940597
a_three_independent__w0.25__peak,,,a_three_independent,,,,,,math,peak,qwen3_4b,0,0.6085992664455991,online,,0.25,
a_three_independent__w0.25__peak,0.558684166999375,0.5502703193857617,a_three_independent,16,,,,,math,peak,qwen3_4b,514,0.5502703193857617,online_budget,,0.25,
a_three_independent__w0.25__peak,0.571876615744334,0.5540108733512032,a_three_independent,32,,,,,math,peak,qwen3_4b,514,0.5540108733512032,online_budget,,0.25,
a_three_independent__w0.25__peak,0.6268678190280422,0.5948619315840087,a_three_independent,64,,,,,math,peak,qwen3_4b,512,0.5948619315840087,online_budget,,0.25,
a_three_independent__w0.25__peak,0.6415391102076596,0.6223366013071896,a_three_independent,128,,,,,math,peak,qwen3_4b,495,0.6223366013071896,online_budget,,0.25,
a_three_independent__w0.25__peak,0.6718426218663076,0.6420994262018418,a_three_independent,256,,,,,math,peak,qwen3_4b,409,0.6420994262018418,online_budget,,0.25,
a_three_independent__w0.25__peak,0.7383163477108292,0.6339304531085354,a_three_independent,512,,,,,math,peak,qwen3_4b,203,0.6339304531085354,online_budget,,0.25,
a_three_independent__w0.25__persistent_onset,0.7251169743403515,0.7455666106340769,a_three_independent,,,,,,math,persistent_onset,qwen3_4b,514,0.7455666106340769,global,,0.25,
a_three_independent__w0.25__persistent_onset,,,a_three_independent,,0.325542570951586,0.7109004739336493,0.20462046204620463,0.3177748923665687,math,persistent_onset,qwen3_4b,514,0.3177748923665687,local,-0.08615573596708939,0.25,0.41254125412541254
a_three_independent__w0.25__persistent_onset,,,a_three_independent,,,,,,math,persistent_onset,qwen3_4b,0,0.6085992664455991,online,,0.25,
a_three_independent__w0.25__persistent_onset,0.558684166999375,0.5502703193857617,a_three_independent,16,,,,,math,persistent_onset,qwen3_4b,514,0.5502703193857617,online_budget,,0.25,
a_three_independent__w0.25__persistent_onset,0.571876615744334,0.5540108733512032,a_three_independent,32,,,,,math,persistent_onset,qwen3_4b,514,0.5540108733512032,online_budget,,0.25,
a_three_independent__w0.25__persistent_onset,0.6268678190280422,0.5948619315840087,a_three_independent,64,,,,,math,persistent_onset,qwen3_4b,512,0.5948619315840087,online_budget,,0.25,
a_three_independent__w0.25__persistent_onset,0.6415391102076596,0.6223366013071896,a_three_independent,128,,,,,math,persistent_onset,qwen3_4b,495,0.6223366013071896,online_budget,,0.25,
a_three_independent__w0.25__persistent_onset,0.6718426218663076,0.6420994262018418,a_three_independent,256,,,,,math,persistent_onset,qwen3_4b,409,0.6420994262018418,online_budget,,0.25,
a_three_independent__w0.25__persistent_onset,0.7383163477108292,0.6339304531085354,a_three_independent,512,,,,,math,persistent_onset,qwen3_4b,203,0.6339304531085354,online_budget,,0.25,
a_three_independent__w0.50__peak,0.7251169743403515,0.7455666106340769,a_three_independent,,,,,,math,peak,qwen3_4b,514,0.7455666106340769,global,,0.5,
a_three_independent__w0.50__peak,,,a_three_independent,,0.3247572917321927,0.7298578199052133,0.20462046204620463,0.31963042313872525,math,peak,qwen3_4b,514,0.31963042313872525,local,-0.1491966629516959,0.5,0.40594059405940597
a_three_independent__w0.50__peak,,,a_three_independent,,,,,,math,peak,qwen3_4b,0,0.6085992664455991,online,,0.5,
a_three_independent__w0.50__peak,0.558684166999375,0.5502703193857617,a_three_independent,16,,,,,math,peak,qwen3_4b,514,0.5502703193857617,online_budget,,0.5,
a_three_independent__w0.50__peak,0.571876615744334,0.5540108733512032,a_three_independent,32,,,,,math,peak,qwen3_4b,514,0.5540108733512032,online_budget,,0.5,
a_three_independent__w0.50__peak,0.6268678190280422,0.5948619315840087,a_three_independent,64,,,,,math,peak,qwen3_4b,512,0.5948619315840087,online_budget,,0.5,
a_three_independent__w0.50__peak,0.6415391102076596,0.6223366013071896,a_three_independent,128,,,,,math,peak,qwen3_4b,495,0.6223366013071896,online_budget,,0.5,
a_three_independent__w0.50__peak,0.6718426218663076,0.6420994262018418,a_three_independent,256,,,,,math,peak,qwen3_4b,409,0.6420994262018418,online_budget,,0.5,
a_three_independent__w0.50__peak,0.7383163477108292,0.6339304531085354,a_three_independent,512,,,,,math,peak,qwen3_4b,203,0.6339304531085354,online_budget,,0.5,
a_three_independent__w0.50__persistent_onset,0.7251169743403515,0.7455666106340769,a_three_independent,,,,,,math,persistent_onset,qwen3_4b,514,0.7455666106340769,global,,0.5,
a_three_independent__w0.50__persistent_onset,,,a_three_independent,,0.32776552158840216,0.7251184834123223,0.2145214521452145,0.33109165362719306,math,persistent_onset,qwen3_4b,514,0.33109165362719306,local,-0.15347865680454606,0.5,0.43234323432343236
a_three_independent__w0.50__persistent_onset,,,a_three_independent,,,,,,math,persistent_onset,qwen3_4b,0,0.6085992664455991,online,,0.5,
a_three_independent__w0.50__persistent_onset,0.558684166999375,0.5502703193857617,a_three_independent,16,,,,,math,persistent_onset,qwen3_4b,514,0.5502703193857617,online_budget,,0.5,
a_three_independent__w0.50__persistent_onset,0.571876615744334,0.5540108733512032,a_three_independent,32,,,,,math,persistent_onset,qwen3_4b,514,0.5540108733512032,online_budget,,0.5,
a_three_independent__w0.50__persistent_onset,0.6268678190280422,0.5948619315840087,a_three_independent,64,,,,,math,persistent_onset,qwen3_4b,512,0.5948619315840087,online_budget,,0.5,
a_three_independent__w0.50__persistent_onset,0.6415391102076596,0.6223366013071896,a_three_independent,128,,,,,math,persistent_onset,qwen3_4b,495,0.6223366013071896,online_budget,,0.5,
a_three_independent__w0.50__persistent_onset,0.6718426218663076,0.6420994262018418,a_three_independent,256,,,,,math,persistent_onset,qwen3_4b,409,0.6420994262018418,online_budget,,0.5,
a_three_independent__w0.50__persistent_onset,0.7383163477108292,0.6339304531085354,a_three_independent,512,,,,,math,persistent_onset,qwen3_4b,203,0.6339304531085354,online_budget,,0.5,
a_three_independent__w0.75__peak,0.7251169743403515,0.7455666106340769,a_three_independent,,,,,,math,peak,qwen3_4b,514,0.7455666106340769,global,,0.75,
a_three_independent__w0.75__peak,,,a_three_independent,,0.3200658797694208,0.6587677725118484,0.2079207920792079,0.31608012994044393,math,peak,qwen3_4b,514,0.31608012994044393,local,-0.343893336631083,0.75,0.43234323432343236
a_three_independent__w0.75__peak,,,a_three_independent,,,,,,math,peak,qwen3_4b,0,0.6085992664455991,online,,0.75,
a_three_independent__w0.75__peak,0.558684166999375,0.5502703193857617,a_three_independent,16,,,,,math,peak,qwen3_4b,514,0.5502703193857617,online_budget,,0.75,
a_three_independent__w0.75__peak,0.571876615744334,0.5540108733512032,a_three_independent,32,,,,,math,peak,qwen3_4b,514,0.5540108733512032,online_budget,,0.75,
a_three_independent__w0.75__peak,0.6268678190280422,0.5948619315840087,a_three_independent,64,,,,,math,peak,qwen3_4b,512,0.5948619315840087,online_budget,,0.75,
a_three_independent__w0.75__peak,0.6415391102076596,0.6223366013071896,a_three_independent,128,,,,,math,peak,qwen3_4b,495,0.6223366013071896,online_budget,,0.75,
a_three_independent__w0.75__peak,0.6718426218663076,0.6420994262018418,a_three_independent,256,,,,,math,peak,qwen3_4b,409,0.6420994262018418,online_budget,,0.75,
a_three_independent__w0.75__peak,0.7383163477108292,0.6339304531085354,a_three_independent,512,,,,,math,peak,qwen3_4b,203,0.6339304531085354,online_budget,,0.75,
a_three_independent__w0.75__persistent_onset,0.7251169743403515,0.7455666106340769,a_three_independent,,,,,,math,persistent_onset,qwen3_4b,514,0.7455666106340769,global,,0.75,
a_three_independent__w0.75__persistent_onset,,,a_three_independent,,0.32730035921525286,0.6445497630331753,0.22772277227722773,0.3365431168970897,math,persistent_onset,qwen3_4b,514,0.3365431168970897,local,-0.3707758794195938,0.75,0.4521452145214521
a_three_independent__w0.75__persistent_onset,,,a_three_independent,,,,,,math,persistent_onset,qwen3_4b,0,0.6085992664455991,online,,0.75,
a_three_independent__w0.75__persistent_onset,0.558684166999375,0.5502703193857617,a_three_independent,16,,,,,math,persistent_onset,qwen3_4b,514,0.5502703193857617,online_budget,,0.75,
a_three_independent__w0.75__persistent_onset,0.571876615744334,0.5540108733512032,a_three_independent,32,,,,,math,persistent_onset,qwen3_4b,514,0.5540108733512032,online_budget,,0.75,
a_three_independent__w0.75__persistent_onset,0.6268678190280422,0.5948619315840087,a_three_independent,64,,,,,math,persistent_onset,qwen3_4b,512,0.5948619315840087,online_budget,,0.75,
a_three_independent__w0.75__persistent_onset,0.6415391102076596,0.6223366013071896,a_three_independent,128,,,,,math,persistent_onset,qwen3_4b,495,0.6223366013071896,online_budget,,0.75,
a_three_independent__w0.75__persistent_onset,0.6718426218663076,0.6420994262018418,a_three_independent,256,,,,,math,persistent_onset,qwen3_4b,409,0.6420994262018418,online_budget,,0.75,
a_three_independent__w0.75__persistent_onset,0.7383163477108292,0.6339304531085354,a_three_independent,512,,,,,math,persistent_onset,qwen3_4b,203,0.6339304531085354,online_budget,,0.75,
a_three_independent__w1.00__peak,0.7251169743403515,0.7455666106340769,a_three_independent,,,,,,math,peak,qwen3_4b,514,0.7455666106340769,global,,1.0,
a_three_independent__w1.00__peak,,,a_three_independent,,0.32301680828629914,0.7061611374407583,0.19471947194719472,0.3052642544621154,math,peak,qwen3_4b,514,0.3052642544621154,local,-0.3078710477027784,1.0,0.3927392739273927
a_three_independent__w1.00__peak,,,a_three_independent,,,,,,math,peak,qwen3_4b,0,0.6085992664455991,online,,1.0,
a_three_independent__w1.00__peak,0.558684166999375,0.5502703193857617,a_three_independent,16,,,,,math,peak,qwen3_4b,514,0.5502703193857617,online_budget,,1.0,
a_three_independent__w1.00__peak,0.571876615744334,0.5540108733512032,a_three_independent,32,,,,,math,peak,qwen3_4b,514,0.5540108733512032,online_budget,,1.0,
a_three_independent__w1.00__peak,0.6268678190280422,0.5948619315840087,a_three_independent,64,,,,,math,peak,qwen3_4b,512,0.5948619315840087,online_budget,,1.0,
a_three_independent__w1.00__peak,0.6415391102076596,0.6223366013071896,a_three_independent,128,,,,,math,peak,qwen3_4b,495,0.6223366013071896,online_budget,,1.0,
a_three_independent__w1.00__peak,0.6718426218663076,0.6420994262018418,a_three_independent,256,,,,,math,peak,qwen3_4b,409,0.6420994262018418,online_budget,,1.0,
a_three_independent__w1.00__peak,0.7383163477108292,0.6339304531085354,a_three_independent,512,,,,,math,peak,qwen3_4b,203,0.6339304531085354,online_budget,,1.0,
a_three_independent__w1.00__persistent_onset,0.7251169743403515,0.7455666106340769,a_three_independent,,,,,,math,persistent_onset,qwen3_4b,514,0.7455666106340769,global,,1.0,
a_three_independent__w1.00__persistent_onset,,,a_three_independent,,0.33575581395348836,0.7061611374407583,0.20462046204620463,0.3172989403905271,math,persistent_onset,qwen3_4b,514,0.3172989403905271,local,-0.29569018267155717,1.0,0.40594059405940597
a_three_independent__w1.00__persistent_onset,,,a_three_independent,,,,,,math,persistent_onset,qwen3_4b,0,0.6085992664455991,online,,1.0,
a_three_independent__w1.00__persistent_onset,0.558684166999375,0.5502703193857617,a_three_independent,16,,,,,math,persistent_onset,qwen3_4b,514,0.5502703193857617,online_budget,,1.0,
a_three_independent__w1.00__persistent_onset,0.571876615744334,0.5540108733512032,a_three_independent,32,,,,,math,persistent_onset,qwen3_4b,514,0.5540108733512032,online_budget,,1.0,
a_three_independent__w1.00__persistent_onset,0.6268678190280422,0.5948619315840087,a_three_independent,64,,,,,math,persistent_onset,qwen3_4b,512,0.5948619315840087,online_budget,,1.0,
a_three_independent__w1.00__persistent_onset,0.6415391102076596,0.6223366013071896,a_three_independent,128,,,,,math,persistent_onset,qwen3_4b,495,0.6223366013071896,online_budget,,1.0,
a_three_independent__w1.00__persistent_onset,0.6718426218663076,0.6420994262018418,a_three_independent,256,,,,,math,persistent_onset,qwen3_4b,409,0.6420994262018418,online_budget,,1.0,
a_three_independent__w1.00__persistent_onset,0.7383163477108292,0.6339304531085354,a_three_independent,512,,,,,math,persistent_onset,qwen3_4b,203,0.6339304531085354,online_budget,,1.0,
a_one_shared__w1.00__peak,0.6685747219702008,0.6716249613839975,a_one_shared,,,,,,olympiadbench,peak,qwen3_4b,509,0.6716249613839975,global,,1.0,
a_one_shared__w1.00__peak,,,a_one_shared,,0.22993997670737898,0.441340782122905,0.13636363636363635,0.20835164835164832,olympiadbench,peak,qwen3_4b,509,0.20835164835164832,local,-0.32567827970987767,1.0,0.3242424242424242
a_one_shared__w1.00__peak,,,a_one_shared,,,,,,olympiadbench,peak,qwen3_4b,0,0.5624343527957986,online,,1.0,
a_one_shared__w1.00__peak,0.5495304267361529,0.5313098548038308,a_one_shared,16,,,,,olympiadbench,peak,qwen3_4b,509,0.5313098548038308,online_budget,,1.0,
a_one_shared__w1.00__peak,0.5338595553543398,0.539589125733704,a_one_shared,32,,,,,olympiadbench,peak,qwen3_4b,509,0.539589125733704,online_budget,,1.0,
a_one_shared__w1.00__peak,0.5376231122311035,0.5550200803212851,a_one_shared,64,,,,,olympiadbench,peak,qwen3_4b,509,0.5550200803212851,online_budget,,1.0,
a_one_shared__w1.00__peak,0.5461249302171252,0.569848625270312,a_one_shared,128,,,,,olympiadbench,peak,qwen3_4b,509,0.569848625270312,online_budget,,1.0,
a_one_shared__w1.00__peak,0.5950271695445682,0.615786548082268,a_one_shared,256,,,,,olympiadbench,peak,qwen3_4b,502,0.615786548082268,online_budget,,1.0,
a_one_shared__w1.00__peak,0.6392306839742038,0.6665008209363651,a_one_shared,512,,,,,olympiadbench,peak,qwen3_4b,401,0.6665008209363651,online_budget,,1.0,
a_three_independent__w0.50__peak,0.6681163997475583,0.6768149521161568,a_three_independent,,,,,,olympiadbench,peak,qwen3_4b,509,0.6768149521161568,global,,0.5,
a_three_independent__w0.50__peak,,,a_three_independent,,0.34740222763820244,0.5083798882681564,0.18181818181818182,0.2678440029433407,olympiadbench,peak,qwen3_4b,509,0.2678440029433407,local,-0.5654721325376675,0.5,0.4393939393939394
a_three_independent__w0.50__peak,,,a_three_independent,,,,,,olympiadbench,peak,qwen3_4b,0,0.5624343527957986,online,,0.5,
a_three_independent__w0.50__peak,0.5495304267361529,0.5313098548038308,a_three_independent,16,,,,,olympiadbench,peak,qwen3_4b,509,0.5313098548038308,online_budget,,0.5,
a_three_independent__w0.50__peak,0.5338595553543398,0.539589125733704,a_three_independent,32,,,,,olympiadbench,peak,qwen3_4b,509,0.539589125733704,online_budget,,0.5,
a_three_independent__w0.50__peak,0.5376231122311035,0.5550200803212851,a_three_independent,64,,,,,olympiadbench,peak,qwen3_4b,509,0.5550200803212851,online_budget,,0.5,
a_three_independent__w0.50__peak,0.5461249302171252,0.569848625270312,a_three_independent,128,,,,,olympiadbench,peak,qwen3_4b,509,0.569848625270312,online_budget,,0.5,
a_three_independent__w0.50__peak,0.5950271695445682,0.615786548082268,a_three_independent,256,,,,,olympiadbench,peak,qwen3_4b,502,0.615786548082268,online_budget,,0.5,
a_three_independent__w0.50__peak,0.6392306839742038,0.6665008209363651,a_three_independent,512,,,,,olympiadbench,peak,qwen3_4b,401,0.6665008209363651,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.6681163997475583,0.6768149521161568,a_two_global_local,,,,,,olympiadbench,peak,qwen3_4b,509,0.6768149521161568,global,,0.5,
a_two_global_local__w0.50__peak,,,a_two_global_local,,0.34740222763820244,0.5083798882681564,0.18181818181818182,0.2678440029433407,olympiadbench,peak,qwen3_4b,509,0.2678440029433407,local,-0.5654721325376675,0.5,0.4393939393939394
a_two_global_local__w0.50__peak,,,a_two_global_local,,,,,,olympiadbench,peak,qwen3_4b,0,0.5780429409947483,online,,0.5,
a_two_global_local__w0.50__peak,0.5476884177916193,0.5195088044485634,a_two_global_local,16,,,,,olympiadbench,peak,qwen3_4b,509,0.5195088044485634,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.5610538457373913,0.552224281742354,a_two_global_local,32,,,,,olympiadbench,peak,qwen3_4b,509,0.552224281742354,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.545381059239741,0.567732468334878,a_two_global_local,64,,,,,olympiadbench,peak,qwen3_4b,509,0.567732468334878,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.5609429043417304,0.5883534136546185,a_two_global_local,128,,,,,olympiadbench,peak,qwen3_4b,509,0.5883534136546185,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.5891265487946431,0.6198840625744461,a_two_global_local,256,,,,,olympiadbench,peak,qwen3_4b,502,0.6198840625744461,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.6354920728742096,0.6438877556097318,a_two_global_local,512,,,,,olympiadbench,peak,qwen3_4b,401,0.6438877556097318,online_budget,,0.5,
a_one_shared__w1.00__peak,0.5645830984555594,0.6232214001138304,a_one_shared,,,,,,omnimath,peak,qwen3_4b,517,0.6232214001138304,global,,1.0,
a_one_shared__w1.00__peak,,,a_one_shared,,0.22271506945255048,0.5251798561151079,0.14285714285714285,0.22461538461538458,omnimath,peak,qwen3_4b,517,0.22461538461538458,local,-0.3946745698189055,1.0,0.3915343915343915
a_one_shared__w1.00__peak,,,a_one_shared,,,,,,omnimath,peak,qwen3_4b,0,0.5225302934990501,online,,1.0,
a_one_shared__w1.00__peak,0.5222272824344132,0.5495461761974658,a_one_shared,16,,,,,omnimath,peak,qwen3_4b,517,0.5495461761974658,online_budget,,1.0,
a_one_shared__w1.00__peak,0.5075836900955961,0.5298954557709014,a_one_shared,32,,,,,omnimath,peak,qwen3_4b,517,0.5298954557709014,online_budget,,1.0,
a_one_shared__w1.00__peak,0.4950871974840207,0.5121618788005872,a_one_shared,64,,,,,omnimath,peak,qwen3_4b,517,0.5121618788005872,online_budget,,1.0,
a_one_shared__w1.00__peak,0.498097858975326,0.532898708197513,a_one_shared,128,,,,,omnimath,peak,qwen3_4b,515,0.532898708197513,online_budget,,1.0,
a_one_shared__w1.00__peak,0.5352313701199249,0.5858670580834556,a_one_shared,256,,,,,omnimath,peak,qwen3_4b,498,0.5858670580834556,online_budget,,1.0,
a_one_shared__w1.00__peak,0.5648483584433424,0.5956330605008137,a_one_shared,512,,,,,omnimath,peak,qwen3_4b,406,0.5956330605008137,online_budget,,1.0,
a_three_independent__w0.50__peak,0.5749128961771184,0.6237456190276488,a_three_independent,,,,,,omnimath,peak,qwen3_4b,517,0.6237456190276488,global,,0.5,
a_three_independent__w0.50__peak,,,a_three_independent,,0.33922946450205954,0.5539568345323741,0.18253968253968253,0.27459492983952244,omnimath,peak,qwen3_4b,517,0.27459492983952244,local,-0.5320143882787641,0.5,0.41534391534391535
a_three_independent__w0.50__peak,,,a_three_independent,,,,,,omnimath,peak,qwen3_4b,0,0.5225302934990501,online,,0.5,
a_three_independent__w0.50__peak,0.5222272824344132,0.5495461761974658,a_three_independent,16,,,,,omnimath,peak,qwen3_4b,517,0.5495461761974658,online_budget,,0.5,
a_three_independent__w0.50__peak,0.5075836900955961,0.5298954557709014,a_three_independent,32,,,,,omnimath,peak,qwen3_4b,517,0.5298954557709014,online_budget,,0.5,
a_three_independent__w0.50__peak,0.4950871974840207,0.5121618788005872,a_three_independent,64,,,,,omnimath,peak,qwen3_4b,517,0.5121618788005872,online_budget,,0.5,
a_three_independent__w0.50__peak,0.498097858975326,0.532898708197513,a_three_independent,128,,,,,omnimath,peak,qwen3_4b,515,0.532898708197513,online_budget,,0.5,
a_three_independent__w0.50__peak,0.5352313701199249,0.5858670580834556,a_three_independent,256,,,,,omnimath,peak,qwen3_4b,498,0.5858670580834556,online_budget,,0.5,
a_three_independent__w0.50__peak,0.5648483584433424,0.5956330605008137,a_three_independent,512,,,,,omnimath,peak,qwen3_4b,406,0.5956330605008137,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.5749128961771184,0.6237456190276488,a_two_global_local,,,,,,omnimath,peak,qwen3_4b,517,0.6237456190276488,global,,0.5,
a_two_global_local__w0.50__peak,,,a_two_global_local,,0.33922946450205954,0.5539568345323741,0.18253968253968253,0.27459492983952244,omnimath,peak,qwen3_4b,517,0.27459492983952244,local,-0.5320143882787641,0.5,0.41534391534391535
a_two_global_local__w0.50__peak,,,a_two_global_local,,,,,,omnimath,peak,qwen3_4b,0,0.5190840080098835,online,,0.5,
a_two_global_local__w0.50__peak,0.5060769262953368,0.5194859659107929,a_two_global_local,16,,,,,omnimath,peak,qwen3_4b,517,0.5194859659107929,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.5024035997718119,0.5125812539316418,a_two_global_local,32,,,,,omnimath,peak,qwen3_4b,517,0.5125812539316418,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.4853058508652339,0.5056465865859869,a_two_global_local,64,,,,,omnimath,peak,qwen3_4b,517,0.5056465865859869,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.5065695858740507,0.53252142943378,a_two_global_local,128,,,,,omnimath,peak,qwen3_4b,515,0.53252142943378,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.5335997961777499,0.5761085213800669,a_two_global_local,256,,,,,omnimath,peak,qwen3_4b,498,0.5761085213800669,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.5630008756654453,0.586015106987589,a_two_global_local,512,,,,,omnimath,peak,qwen3_4b,406,0.586015106987589,online_budget,,0.5,
a_one_shared__w1.00__peak,0.8138155350775659,0.8036261491317671,a_one_shared,,,,,,gsm8k,peak,qwen3_8b,177,0.8036261491317671,global,,1.0,
a_one_shared__w1.00__peak,,,a_one_shared,,0.3189249336642986,0.7710843373493976,0.20212765957446807,0.32029500856051624,gsm8k,peak,qwen3_8b,177,0.32029500856051624,local,-0.03579922867349655,1.0,0.3617021276595745
a_one_shared__w1.00__peak,,,a_one_shared,,,,,,gsm8k,peak,qwen3_8b,0,0.7120000496936604,online,,1.0,
a_one_shared__w1.00__peak,0.625750087129368,0.6073799795709908,a_one_shared,16,,,,,gsm8k,peak,qwen3_8b,177,0.6073799795709908,online_budget,,1.0,
a_one_shared__w1.00__peak,0.6547304767901374,0.6170837589376916,a_one_shared,32,,,,,gsm8k,peak,qwen3_8b,177,0.6170837589376916,online_budget,,1.0,
a_one_shared__w1.00__peak,0.6983020189753948,0.667517875383044,a_one_shared,64,,,,,gsm8k,peak,qwen3_8b,177,0.667517875383044,online_budget,,1.0,
a_one_shared__w1.00__peak,0.7647989770177267,0.7564822240042768,a_one_shared,128,,,,,gsm8k,peak,qwen3_8b,173,0.7564822240042768,online_budget,,1.0,
a_one_shared__w1.00__peak,0.9006114715945404,0.8351288056206089,a_one_shared,256,,,,,gsm8k,peak,qwen3_8b,96,0.8351288056206089,online_budget,,1.0,
a_one_shared__w1.00__peak,nan,nan,a_one_shared,512,,,,,gsm8k,peak,qwen3_8b,5,nan,online_budget,,1.0,
a_three_independent__w0.50__peak,0.8403253555878831,0.8237997957099081,a_three_independent,,,,,,gsm8k,peak,qwen3_8b,177,0.8237997957099081,global,,0.5,
a_three_independent__w0.50__peak,,,a_three_independent,,0.33797585886722376,0.6867469879518072,0.30851063829787234,0.425756600128783,gsm8k,peak,qwen3_8b,177,0.425756600128783,local,-0.06317563882822555,0.5,0.43617021276595747
a_three_independent__w0.50__peak,,,a_three_independent,,,,,,gsm8k,peak,qwen3_8b,0,0.7120000496936604,online,,0.5,
a_three_independent__w0.50__peak,0.625750087129368,0.6073799795709908,a_three_independent,16,,,,,gsm8k,peak,qwen3_8b,177,0.6073799795709908,online_budget,,0.5,
a_three_independent__w0.50__peak,0.6547304767901374,0.6170837589376916,a_three_independent,32,,,,,gsm8k,peak,qwen3_8b,177,0.6170837589376916,online_budget,,0.5,
a_three_independent__w0.50__peak,0.6983020189753948,0.667517875383044,a_three_independent,64,,,,,gsm8k,peak,qwen3_8b,177,0.667517875383044,online_budget,,0.5,
a_three_independent__w0.50__peak,0.7647989770177267,0.7564822240042768,a_three_independent,128,,,,,gsm8k,peak,qwen3_8b,173,0.7564822240042768,online_budget,,0.5,
a_three_independent__w0.50__peak,0.9006114715945404,0.8351288056206089,a_three_independent,256,,,,,gsm8k,peak,qwen3_8b,96,0.8351288056206089,online_budget,,0.5,
a_three_independent__w0.50__peak,nan,nan,a_three_independent,512,,,,,gsm8k,peak,qwen3_8b,5,nan,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.8403253555878831,0.8237997957099081,a_two_global_local,,,,,,gsm8k,peak,qwen3_8b,177,0.8237997957099081,global,,0.5,
a_two_global_local__w0.50__peak,,,a_two_global_local,,0.33797585886722376,0.6867469879518072,0.30851063829787234,0.425756600128783,gsm8k,peak,qwen3_8b,177,0.425756600128783,local,-0.06317563882822555,0.5,0.43617021276595747
a_two_global_local__w0.50__peak,,,a_two_global_local,,,,,,gsm8k,peak,qwen3_8b,0,0.7460558558108408,online,,0.5,
a_two_global_local__w0.50__peak,0.616652370259011,0.5683094994892748,a_two_global_local,16,,,,,gsm8k,peak,qwen3_8b,177,0.5683094994892748,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.6665610568924922,0.6243615934627171,a_two_global_local,32,,,,,gsm8k,peak,qwen3_8b,177,0.6243615934627171,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.7712181016980181,0.7314862104187947,a_two_global_local,64,,,,,gsm8k,peak,qwen3_8b,177,0.7314862104187947,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.7862215826833164,0.7606255012028869,a_two_global_local,128,,,,,gsm8k,peak,qwen3_8b,173,0.7606255012028869,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.9079035890972396,0.8243559718969554,a_two_global_local,256,,,,,gsm8k,peak,qwen3_8b,96,0.8243559718969554,online_budget,,0.5,
a_two_global_local__w0.50__peak,nan,nan,a_two_global_local,512,,,,,gsm8k,peak,qwen3_8b,5,nan,online_budget,,0.5,
a_one_shared__w1.00__peak,0.6766062419846421,0.6662274923144489,a_one_shared,,,,,,math,peak,qwen3_8b,514,0.6662274923144489,global,,1.0,
