cell,domain,family,method,auroc,auprc,delta_pp
lapeigvals_gsm8k_phi35,math,gsm8k,atomic_random__lambda_0p03,0.812120079388389,0.9556267479704512,0.0013350065415362877
lapeigvals_gsm8k_phi35,math,gsm8k,atomic_random__lambda_0p3,0.8121334294538044,0.955641102685844,0.0026700130830725755
lapeigvals_gsm8k_phi35,math,gsm8k,atomic_random__lambda_1,0.8121645796064401,0.9556496216143735,0.005785028346638743
lapeigvals_gsm8k_phi35,math,gsm8k,atomic_random__lambda_3,0.8121868297154655,0.9556915633044569,0.00801003924918442
lapeigvals_gsm8k_phi35,math,gsm8k,dependency_blocked__lambda_0,0.8121067293229737,0.9556249159922026,0.0
lapeigvals_gsm8k_phi35,math,gsm8k,dependency_blocked__lambda_0p03,0.8120221789086767,0.9555850175883236,-0.008455041429700216
lapeigvals_gsm8k_phi35,math,gsm8k,dependency_blocked__lambda_0p3,0.8118041278402265,0.9554967425336621,-0.0302601482747189
lapeigvals_gsm8k_phi35,math,gsm8k,dependency_blocked__lambda_1,0.811617226924412,0.955340241356003,-0.04895023985617142
lapeigvals_gsm8k_phi35,math,gsm8k,dependency_blocked__lambda_3,0.8113635756815208,0.9552277115827021,-0.07431536414528317
lapeigvals_gsm8k_phi35,math,gsm8k,family_blocked__lambda_0,0.8121067293229737,0.9556249159922026,0.0
lapeigvals_gsm8k_phi35,math,gsm8k,family_blocked__lambda_0p03,0.812244679998932,0.9556945334545346,0.013795067595834265
lapeigvals_gsm8k_phi35,math,gsm8k,family_blocked__lambda_0p3,0.8113813757687413,0.9558017077630863,-0.07253535542324219
lapeigvals_gsm8k_phi35,math,gsm8k,family_blocked__lambda_1,0.8091786149752134,0.9554610416416699,-0.2928114347760302
lapeigvals_gsm8k_phi35,math,gsm8k,family_blocked__lambda_3,0.8071449550102796,0.95490849759633,-0.4961774312694067
noise_gsm8k_mistral7b,math,gsm8k,deployed_upcr,0.7811159291669157,0.7528175301805651,-0.2595772270990282
noise_gsm8k_mistral7b,math,gsm8k,iu_pcr,0.783711701437906,0.759413683767168,0.0
noise_gsm8k_mistral7b,math,gsm8k,dufs_liu,0.783516271284643,0.7589862420820647,-0.019543015326306534
noise_gsm8k_mistral7b,math,gsm8k,raw_uniform_liu,0.783573750741485,0.7593627358149322,-0.013795069642097424
noise_gsm8k_mistral7b,math,gsm8k,atomic_random__lambda_0p1,0.7835783490980323,0.7591743018948429,-0.013335233987377126
noise_gsm8k_mistral7b,math,gsm8k,family_blocked__lambda_0p1,0.7834449967581587,0.7587629661540087,-0.02667046797473205
noise_gsm8k_mistral7b,math,gsm8k,dependency_blocked_t4__lambda_0p1,0.7837208981510008,0.7594673977206505,0.0009196713094739017
noise_gsm8k_mistral7b,math,gsm8k,dependency_blocked_t8__lambda_0p1,0.7837737792512957,0.7595956344613943,0.0062077813389627146
noise_gsm8k_mistral7b,math,gsm8k,dependency_direct__lambda_0p1,0.7836427260896957,0.7601026822834861,-0.00689753482103761
noise_gsm8k_mistral7b,math,gsm8k,dependency_node_permuted__lambda_0p1,0.7837048039030852,0.7594549909967956,-0.0006897534820859974
noise_gsm8k_mistral7b,math,gsm8k,dependency_blocked_k5__lambda_0p1,0.7836887096551692,0.7598808856682683,-0.0022991782736792032
noise_gsm8k_mistral7b,math,gsm8k,dependency_blocked_k11__lambda_0p1,0.7836818121203482,0.7599699898954838,-0.002988931755787405
noise_gsm8k_mistral7b,math,gsm8k,dependency_blocked__lambda_0p1,0.7837071030813587,0.7599957897854578,-0.00045983565473139976
noise_gsm8k_mistral7b,math,gsm8k,atomic_random__lambda_0,0.783711701437906,0.759413683767168,0.0
noise_gsm8k_mistral7b,math,gsm8k,atomic_random__lambda_0p03,0.7836703162289796,0.7595457942939244,-0.004138520892638109
noise_gsm8k_mistral7b,math,gsm8k,atomic_random__lambda_0p3,0.7833484312706639,0.7584022915012338,-0.03632701672421357
noise_gsm8k_mistral7b,math,gsm8k,atomic_random__lambda_1,0.7830173495992532,0.7570640516321303,-0.06943518386528513
noise_gsm8k_mistral7b,math,gsm8k,atomic_random__lambda_3,0.7826379851840952,0.7560181234536644,-0.1073716253810808
noise_gsm8k_mistral7b,math,gsm8k,dependency_blocked__lambda_0,0.783711701437906,0.759413683767168,0.0
noise_gsm8k_mistral7b,math,gsm8k,dependency_blocked__lambda_0p03,0.7837484882902851,0.7596832128701422,0.003678685237906709
noise_gsm8k_mistral7b,math,gsm8k,dependency_blocked__lambda_0p3,0.7835599556718428,0.7600834551689123,-0.01517457660632493
noise_gsm8k_mistral7b,math,gsm8k,dependency_blocked__lambda_1,0.7827391490281372,0.7592959830782839,-0.09725524097687899
noise_gsm8k_mistral7b,math,gsm8k,dependency_blocked__lambda_3,0.7823000059778636,0.7587792549614489,-0.14116954600423837
noise_gsm8k_mistral7b,math,gsm8k,family_blocked__lambda_0,0.783711701437906,0.759413683767168,0.0
noise_gsm8k_mistral7b,math,gsm8k,family_blocked__lambda_0p03,0.783573750741485,0.7593323546831964,-0.013795069642097424
noise_gsm8k_mistral7b,math,gsm8k,family_blocked__lambda_0p3,0.7830196487775268,0.7570701349145252,-0.06920526603791943
noise_gsm8k_mistral7b,math,gsm8k,family_blocked__lambda_1,0.7818746579972319,0.7536903778435486,-0.18370434406741465
noise_gsm8k_mistral7b,math,gsm8k,family_blocked__lambda_3,0.7810285603925157,0.751616904146519,-0.2683141045390358
noise_gsm8k_phi3mini,math,gsm8k,deployed_upcr,0.682750887058981,0.8297520378444423,0.7302894378612423
noise_gsm8k_phi3mini,math,gsm8k,iu_pcr,0.6754479926803686,0.8211503628863206,0.0
noise_gsm8k_phi3mini,math,gsm8k,dufs_liu,0.6782123808886211,0.8235616076585337,0.2764388208252533
noise_gsm8k_phi3mini,math,gsm8k,raw_uniform_liu,0.6762206824217267,0.8222317042809639,0.07726897413581346
noise_gsm8k_phi3mini,math,gsm8k,atomic_random__lambda_0p1,0.6765888955836736,0.8225274686367572,0.11409029033050411
noise_gsm8k_phi3mini,math,gsm8k,family_blocked__lambda_0p1,0.677389480261543,0.8229971504260086,0.1941487581174406
noise_gsm8k_phi3mini,math,gsm8k,dependency_blocked_t4__lambda_0p1,0.6744019325612015,0.8204561775985457,-0.10460601191670804
noise_gsm8k_phi3mini,math,gsm8k,dependency_blocked_t8__lambda_0p1,0.674811988127915,0.8207261120060186,-0.06360045524536062
noise_gsm8k_phi3mini,math,gsm8k,dependency_direct__lambda_0p1,0.674837093570775,0.8207435424479863,-0.06108991095935545
noise_gsm8k_phi3mini,math,gsm8k,dependency_node_permuted__lambda_0p1,0.6754396241994154,0.8211526901806505,-0.0008368480953202528
noise_gsm8k_phi3mini,math,gsm8k,dependency_blocked_k5__lambda_0p1,0.6753949923009975,0.8211690720956735,-0.005300037937105984
noise_gsm8k_phi3mini,math,gsm8k,dependency_blocked_k11__lambda_0p1,0.675434045212113,0.8211547813671786,-0.0013947468255559592
noise_gsm8k_phi3mini,math,gsm8k,dependency_blocked__lambda_0p1,0.6754730981232286,0.8211847843824338,0.0025105442860051674
noise_gsm8k_phi3mini,math,gsm8k,atomic_random__lambda_0,0.6754479926803686,0.8211503628863206,0.0
noise_gsm8k_phi3mini,math,gsm8k,atomic_random__lambda_0p03,0.6758106268550133,0.8216057462703363,0.03626341746446604
noise_gsm8k_phi3mini,math,gsm8k,atomic_random__lambda_0p3,0.67836022405213,0.8237440816624775,0.29122313717614423
noise_gsm8k_phi3mini,math,gsm8k,atomic_random__lambda_1,0.6802654482158398,0.8252055932737876,0.48174555354711934
noise_gsm8k_phi3mini,math,gsm8k,atomic_random__lambda_3,0.6816016156747228,0.826286533641795,0.615362299435418
noise_gsm8k_phi3mini,math,gsm8k,dependency_blocked__lambda_0,0.6754479926803686,0.8211503628863206,0.0
noise_gsm8k_phi3mini,math,gsm8k,dependency_blocked__lambda_0p03,0.6754479926803687,0.8211722310254581,1.1102230246251565e-14
noise_gsm8k_phi3mini,math,gsm8k,dependency_blocked__lambda_0p3,0.6755121510343443,0.8212201473044707,0.006415835397566294
noise_gsm8k_phi3mini,math,gsm8k,dependency_blocked__lambda_1,0.6756348887549931,0.8213408416574195,0.018689607462452074
noise_gsm8k_phi3mini,math,gsm8k,dependency_blocked__lambda_3,0.6756934681216666,0.8213595576405043,0.024547544129804866
noise_gsm8k_phi3mini,math,gsm8k,family_blocked__lambda_0,0.6754479926803686,0.8211503628863206,0.0
noise_gsm8k_phi3mini,math,gsm8k,family_blocked__lambda_0p03,0.6760226283724978,0.8217532007327699,0.05746356921292328
noise_gsm8k_phi3mini,math,gsm8k,family_blocked__lambda_0p3,0.6794425475887617,0.8246966203005255,0.39945549083930665
noise_gsm8k_phi3mini,math,gsm8k,family_blocked__lambda_1,0.681732721876325,0.8263586585294489,0.6284729195956462
noise_gsm8k_phi3mini,math,gsm8k,family_blocked__lambda_3,0.6818805650398339,0.8259546377703691,0.6432572359465261
math500_dsmath7b,math,math500,deployed_upcr,0.7906288354631434,0.4860923880895013,0.33210598512743994
math500_dsmath7b,math,math500,iu_pcr,0.787307775611869,0.45984998144513095,0.0
math500_dsmath7b,math,math500,dufs_liu,0.7896180781171034,0.4620739445576697,0.23103025052343407
math500_dsmath7b,math,math500,raw_uniform_liu,0.788174139051332,0.4592586603281183,0.08663634394630026
math500_dsmath7b,math,math500,atomic_random__lambda_0p1,0.7873077756118692,0.45922690280312933,1.1102230246251565e-14
math500_dsmath7b,math,math500,family_blocked__lambda_0p1,0.7893292903039492,0.46174032495249023,0.20215146920801175
math500_dsmath7b,math,math500,dependency_blocked_t4__lambda_0p1,0.7857916395928092,0.4569554478999803,-0.1516136019059866
math500_dsmath7b,math,math500,dependency_blocked_t8__lambda_0p1,0.7857194426395206,0.4571274011366009,-0.1588332972348394
math500_dsmath7b,math,math500,dependency_direct__lambda_0p1,0.7860804274059634,0.45806151497193087,-0.12273482059056429
math500_dsmath7b,math,math500,dependency_node_permuted__lambda_0p1,0.787163381705292,0.45969883353856394,-0.014439390657705609
math500_dsmath7b,math,math500,dependency_blocked_k5__lambda_0p1,0.7862248213125406,0.4582018696182278,-0.10829542993284758
math500_dsmath7b,math,math500,dependency_blocked_k11__lambda_0p1,0.7857194426395205,0.4582195908800869,-0.1588332972348505
math500_dsmath7b,math,math500,dependency_blocked__lambda_0p1,0.7862248213125406,0.4582018696182278,-0.10829542993284758
math500_dsmath7b,math,math500,atomic_random__lambda_0,0.787307775611869,0.45984998144513095,0.0
math500_dsmath7b,math,math500,atomic_random__lambda_0p03,0.7873799725651577,0.45996287419270393,0.0072196953288639065
math500_dsmath7b,math,math500,atomic_random__lambda_0p3,0.7884629268644864,0.46008317908491503,0.11551512526173369
math500_dsmath7b,math,math500,atomic_random__lambda_1,0.7894014872572377,0.462249996043877,0.20937116453686455
math500_dsmath7b,math,math500,atomic_random__lambda_3,0.7895458811638149,0.46957361939387776,0.22381055519458126
math500_dsmath7b,math,math500,dependency_blocked__lambda_0,0.787307775611869,0.45984998144513095,0.0
math500_dsmath7b,math,math500,dependency_blocked__lambda_0p03,0.7864414121724064,0.4592714387498948,-0.08663634394626696
math500_dsmath7b,math,math500,dependency_blocked__lambda_0p3,0.7846364883401921,0.45314378873456274,-0.2671287271676981
math500_dsmath7b,math,math500,dependency_blocked__lambda_1,0.7817486102086492,0.4501213581002914,-0.5559165403219879
math500_dsmath7b,math,math500,dependency_blocked__lambda_3,0.7806656559093206,0.44835629080574546,-0.6642119702548466
math500_dsmath7b,math,math500,family_blocked__lambda_0,0.787307775611869,0.45984998144513095,0.0
math500_dsmath7b,math,math500,family_blocked__lambda_0p03,0.7875243664717348,0.45963289139196506,0.021659085986580617
math500_dsmath7b,math,math500,family_blocked__lambda_0p3,0.7888961085842178,0.47155902515022324,0.15883329723487272
math500_dsmath7b,math,math500,family_blocked__lambda_1,0.7897624720236806,0.4777439778428499,0.24546964118115078
math500_dsmath7b,math,math500,family_blocked__lambda_3,0.789545881163815,0.47541031800266925,0.22381055519459236
math500_qwenmath7b,math,math500,deployed_upcr,0.9104969574036512,0.8452113840836445,1.1029411764705954
math500_qwenmath7b,math,math500,iu_pcr,0.8994675456389453,0.8271974674958583,0.0
math500_qwenmath7b,math,math500,dufs_liu,0.8962981744421907,0.8248021448104352,-0.31693711967545335
math500_qwenmath7b,math,math500,raw_uniform_liu,0.895854462474645,0.8244809334812809,-0.36130831643003125
math500_qwenmath7b,math,math500,atomic_random__lambda_0p1,0.903397565922921,0.8290160341346781,0.39300202839757103
math500_qwenmath7b,math,math500,family_blocked__lambda_0p1,0.9018762677484787,0.8291191599809453,0.24087221095334677
math500_qwenmath7b,math,math500,dependency_blocked_t4__lambda_0p1,0.9030806288032455,0.8295668179768697,0.36130831643002015
math500_qwenmath7b,math,math500,dependency_blocked_t8__lambda_0p1,0.9030806288032455,0.8295668179768697,0.36130831643002015
math500_qwenmath7b,math,math500,dependency_direct__lambda_0p1,0.8991506085192698,0.8271315948661119,-0.031693711967550886
math500_qwenmath7b,math,math500,dependency_node_permuted__lambda_0p1,0.899974645030426,0.8277135732598087,0.050709939148074756
math500_qwenmath7b,math,math500,dependency_blocked_k5__lambda_0p1,0.9039680527383368,0.8293897822757205,0.45005070993915375
math500_qwenmath7b,math,math500,dependency_blocked_k11__lambda_0p1,0.9025735294117648,0.8294492333604166,0.3105983772819565
math500_qwenmath7b,math,math500,dependency_blocked__lambda_0p1,0.9038412778904666,0.829364991039684,0.43737322515213783
math500_qwenmath7b,math,math500,atomic_random__lambda_0,0.8994675456389453,0.8271974674958583,0.0
math500_qwenmath7b,math,math500,atomic_random__lambda_0p03,0.9009254563894523,0.828514540813543,0.1457910750507052
math500_qwenmath7b,math,math500,atomic_random__lambda_0p3,0.9070740365111563,0.8287563344637532,0.7606490872210991
math500_qwenmath7b,math,math500,atomic_random__lambda_1,0.9096729208924949,0.8309887416014772,1.0205375253549587
math500_qwenmath7b,math,math500,atomic_random__lambda_3,0.9118914807302231,0.8315595225808745,1.2423935091277816
math500_qwenmath7b,math,math500,dependency_blocked__lambda_0,0.8994675456389453,0.8271974674958583,0.0
math500_qwenmath7b,math,math500,dependency_blocked__lambda_0p03,0.9010522312373226,0.8286823628505979,0.15846855983773223
math500_qwenmath7b,math,math500,dependency_blocked__lambda_0p3,0.9080882352941175,0.8299640488793767,0.8620689655172264
math500_qwenmath7b,math,math500,dependency_blocked__lambda_1,0.9117647058823529,0.8315217585814695,1.2297160243407657
math500_qwenmath7b,math,math500,dependency_blocked__lambda_3,0.9132860040567952,0.8327302739304715,1.38184584178499
math500_qwenmath7b,math,math500,family_blocked__lambda_0,0.8994675456389453,0.8271974674958583,0.0
math500_qwenmath7b,math,math500,family_blocked__lambda_0p03,0.9004817444219068,0.8278194220283115,0.10141987829614951
math500_qwenmath7b,math,math500,family_blocked__lambda_0p3,0.9045385395537526,0.8278813087384034,0.5070993914807365
math500_qwenmath7b,math,math500,family_blocked__lambda_1,0.9074543610547667,0.8290255149135671,0.7986815415821469
math500_qwenmath7b,math,math500,family_blocked__lambda_3,0.9082150101419877,0.8293205954363753,0.8747464503042424
math500_r1distill8b,math,math500,deployed_upcr,0.8315040208650293,0.6327558787398323,-0.054336013910016856
math500_r1distill8b,math,math500,iu_pcr,0.8320473810041294,0.6327839037585482,0.0
math500_r1distill8b,math,math500,dufs_liu,0.8320473810041296,0.630613423002581,1.1102230246251565e-14
math500_r1distill8b,math,math500,raw_uniform_liu,0.8315583568789393,0.6328571450797021,-0.04890241251901406
math500_r1distill8b,math,math500,atomic_random__lambda_0p1,0.8321017170180395,0.6328185614920654,0.005433601391002796
math500_r1distill8b,math,math500,family_blocked__lambda_0p1,0.8322647250597697,0.6309066997467505,0.021734405564022286
math500_r1distill8b,math,math500,dependency_blocked_t4__lambda_0p1,0.8310693327537491,0.6321724549571297,-0.09780482503803922
math500_r1distill8b,math,math500,dependency_blocked_t8__lambda_0p1,0.8311780047815692,0.6325613615043055,-0.08693762225602253
math500_r1distill8b,math,math500,dependency_direct__lambda_0p1,0.8311780047815693,0.6311695844108508,-0.08693762225601143
math500_r1distill8b,math,math500,dependency_node_permuted__lambda_0p1,0.8318300369484894,0.6326216822653825,-0.02173440556400008
math500_r1distill8b,math,math500,dependency_blocked_k5__lambda_0p1,0.8313410128232993,0.6327947951867474,-0.07063681808301414
math500_r1distill8b,math,math500,dependency_blocked_k11__lambda_0p1,0.8311780047815692,0.6325613615043055,-0.08693762225602253
math500_r1distill8b,math,math500,dependency_blocked__lambda_0p1,0.8311780047815692,0.6312516626481631,-0.08693762225602253
math500_r1distill8b,math,math500,atomic_random__lambda_0,0.8320473810041294,0.6327839037585482,0.0
math500_r1distill8b,math,math500,atomic_random__lambda_0p03,0.8320473810041294,0.6327839037585482,0.0
math500_r1distill8b,math,math500,atomic_random__lambda_0p3,0.8320473810041296,0.630613423002581,1.1102230246251565e-14
math500_r1distill8b,math,math500,atomic_random__lambda_1,0.8319930449902195,0.630678316913671,-0.005433601390991694
math500_r1distill8b,math,math500,atomic_random__lambda_3,0.8320473810041296,0.6307835594790498,1.1102230246251565e-14
math500_r1distill8b,math,math500,dependency_blocked__lambda_0,0.8320473810041294,0.6327839037585482,0.0
math500_r1distill8b,math,math500,dependency_blocked__lambda_0p03,0.8314496848511194,0.6326221360466244,-0.05976961530100855
math500_r1distill8b,math,math500,dependency_blocked__lambda_0p3,0.830525972614649,0.6312636307252653,-0.15214083894804498
math500_r1distill8b,math,math500,dependency_blocked__lambda_1,0.8300369484894589,0.6263909686549209,-0.20104325146705904
math500_r1distill8b,math,math500,dependency_blocked__lambda_3,0.8290045642251685,0.6304519520661034,-0.30428167789608995
math500_r1distill8b,math,math500,family_blocked__lambda_0,0.8320473810041294,0.6327839037585482,0.0
math500_r1distill8b,math,math500,family_blocked__lambda_0p03,0.8319930449902195,0.630678316913671,-0.005433601390991694
math500_r1distill8b,math,math500,family_blocked__lambda_0p3,0.8332427733101498,0.6328813364587149,0.1195392306020393
math500_r1distill8b,math,math500,family_blocked__lambda_1,0.8334601173657902,0.6332447657447682,0.1412736361660727
math500_r1distill8b,math,math500,family_blocked__lambda_3,0.8335144533797,0.63314635178011,0.14670723755705328
math500_r1distill8b_mn4096,math,math500,deployed_upcr,0.8333099808509644,0.7233636151852376,0.15412638363457853
math500_r1distill8b_mn4096,math,math500,iu_pcr,0.8317687170146186,0.7217647284371385,0.0
math500_r1distill8b_mn4096,math,math500,dufs_liu,0.8321423567325207,0.7222557486774862,0.03736397179020523
math500_r1distill8b_mn4096,math,math500,raw_uniform_liu,0.8320956517677829,0.7220639217581508,0.03269347531642541
math500_r1distill8b_mn4096,math,math500,atomic_random__lambda_0p1,0.8316753070851431,0.721722281545998,-0.009340992947548532
math500_r1distill8b_mn4096,math,math500,family_blocked__lambda_0p1,0.8332165709214889,0.7229707392442006,0.14478539068703
math500_r1distill8b_mn4096,math,math500,dependency_blocked_t4__lambda_0p1,0.8312082574377657,0.7213727391395349,-0.05604595768529119
math500_r1distill8b_mn4096,math,math500,dependency_blocked_t8__lambda_0p1,0.8312549624025033,0.7213955971717808,-0.05137546121153358
math500_r1distill8b_mn4096,math,math500,dependency_direct__lambda_0p1,0.8298071084956331,0.7225058182994019,-0.19616085189855248
math500_r1distill8b_mn4096,math,math500,dependency_node_permuted__lambda_0p1,0.8319088319088319,0.7218897930108807,0.01401148942132835
math500_r1distill8b_mn4096,math,math500,dependency_blocked_k5__lambda_0p1,0.8308346177198636,0.7217798667891577,-0.09340992947550752
math500_r1distill8b_mn4096,math,math500,dependency_blocked_k11__lambda_0p1,0.8312549624025034,0.7214116079988886,-0.05137546121152248
math500_r1distill8b_mn4096,math,math500,dependency_blocked__lambda_0p1,0.8309747326140768,0.7215168090870536,-0.07939844005417918
math500_r1distill8b_mn4096,math,math500,atomic_random__lambda_0,0.8317687170146186,0.7217647284371385,0.0
math500_r1distill8b_mn4096,math,math500,atomic_random__lambda_0p03,0.8317687170146186,0.72192404797308,0.0
math500_r1distill8b_mn4096,math,math500,atomic_random__lambda_0p3,0.8316753070851433,0.7217402004064271,-0.00934099294753743
math500_r1distill8b_mn4096,math,math500,atomic_random__lambda_1,0.8316286021204053,0.7217122651418447,-0.01401148942132835
math500_r1distill8b_mn4096,math,math500,atomic_random__lambda_3,0.8313950772967166,0.7215348891255412,-0.03736397179020523
math500_r1distill8b_mn4096,math,math500,dependency_blocked__lambda_0,0.8317687170146186,0.7217647284371385,0.0
math500_r1distill8b_mn4096,math,math500,dependency_blocked__lambda_0p03,0.8316753070851431,0.721812914863593,-0.009340992947548532
math500_r1distill8b_mn4096,math,math500,dependency_blocked__lambda_0p3,0.8299005184251086,0.7227454607345649,-0.18681985895100395
math500_r1distill8b_mn4096,math,math500,dependency_blocked__lambda_1,0.8279856148708608,0.7212327550212547,-0.3783102143757877
math500_r1distill8b_mn4096,math,math500,dependency_blocked__lambda_3,0.8274251552940076,0.7216704504493046,-0.4343561720611011
math500_r1distill8b_mn4096,math,math500,family_blocked__lambda_0,0.8317687170146186,0.7217647284371385,0.0
math500_r1distill8b_mn4096,math,math500,family_blocked__lambda_0p03,0.8320022418383074,0.721912290837289,0.02335248236887688
math500_r1distill8b_mn4096,math,math500,family_blocked__lambda_0p3,0.8340572602867684,0.7243464314674842,0.2288543272149779
math500_r1distill8b_mn4096,math,math500,family_blocked__lambda_1,0.8347578347578347,0.7267711203886041,0.29891177432160854
math500_r1distill8b_mn4096,math,math500,family_blocked__lambda_3,0.8354117042641633,0.7275876719203501,0.36429872495447047
trace_gsm8k_llama8b_k10,math,gsm8k,deployed_upcr,0.8097622282608696,0.9061206352450195,-0.38206110013174754
trace_gsm8k_llama8b_k10,math,gsm8k,iu_pcr,0.8135828392621871,0.9077833350862548,0.0
trace_gsm8k_llama8b_k10,math,gsm8k,dufs_liu,0.813556488801054,0.9076212115493119,-0.002635046113308448
trace_gsm8k_llama8b_k10,math,gsm8k,raw_uniform_liu,0.8135764575098815,0.9075539013427076,-0.0006381752305606447
trace_gsm8k_llama8b_k10,math,gsm8k,atomic_random__lambda_0p1,0.8135719285243742,0.9078258667669291,-0.0010910737812896976
trace_gsm8k_llama8b_k10,math,gsm8k,family_blocked__lambda_0p1,0.8133220108695652,0.907928517223246,-0.02608283926218702
trace_gsm8k_llama8b_k10,math,gsm8k,dependency_blocked_t4__lambda_0p1,0.8134924654150197,0.9078257021555493,-0.009037384716736874
trace_gsm8k_llama8b_k10,math,gsm8k,dependency_blocked_t8__lambda_0p1,0.8135655467720685,0.9078148247394497,-0.0017292490118614445
trace_gsm8k_llama8b_k10,math,gsm8k,dependency_direct__lambda_0p1,0.8135604001976284,0.9075515480622932,-0.0022439064558676947
trace_gsm8k_llama8b_k10,math,gsm8k,dependency_node_permuted__lambda_0p1,0.813569458168643,0.9077566238663538,-0.001338109354409589
trace_gsm8k_llama8b_k10,math,gsm8k,dependency_blocked_k5__lambda_0p1,0.8135511363636364,0.9078204476939895,-0.003170289855070063
trace_gsm8k_llama8b_k10,math,gsm8k,dependency_blocked_k11__lambda_0p1,0.8135546360342555,0.9078206411725662,-0.0028203227931622443
trace_gsm8k_llama8b_k10,math,gsm8k,dependency_blocked__lambda_0p1,0.8135544301712779,0.9078350792289972,-0.0028409090909176093
trace_gsm8k_llama8b_k10,math,gsm8k,atomic_random__lambda_0,0.8135828392621871,0.9077833350862548,0.0
trace_gsm8k_llama8b_k10,math,gsm8k,atomic_random__lambda_0p03,0.8135820158102767,0.9078071153048564,-8.234519104366456e-05
trace_gsm8k_llama8b_k10,math,gsm8k,atomic_random__lambda_0p3,0.8135225214097497,0.9078332230165246,-0.0060317852437430375
trace_gsm8k_llama8b_k10,math,gsm8k,atomic_random__lambda_1,0.8134704380764164,0.9078658749152738,-0.011240118577071634
trace_gsm8k_llama8b_k10,math,gsm8k,atomic_random__lambda_3,0.8134387351778656,0.907897937888178,-0.0144104084321528
trace_gsm8k_llama8b_k10,math,gsm8k,dependency_blocked__lambda_0,0.8135828392621871,0.9077833350862548,0.0
trace_gsm8k_llama8b_k10,math,gsm8k,dependency_blocked__lambda_0p03,0.8135711050724639,0.9078233891025224,-0.0011734189723222599
trace_gsm8k_llama8b_k10,math,gsm8k,dependency_blocked__lambda_0p3,0.8134766139657443,0.9078495176679844,-0.010622529644277456
trace_gsm8k_llama8b_k10,math,gsm8k,dependency_blocked__lambda_1,0.8134138257575757,0.90792265923218,-0.016901350461140385
trace_gsm8k_llama8b_k10,math,gsm8k,dependency_blocked__lambda_3,0.8133722414361002,0.9079294859678744,-0.021059782608690014
trace_gsm8k_llama8b_k10,math,gsm8k,family_blocked__lambda_0,0.8135828392621871,0.9077833350862548,0.0
trace_gsm8k_llama8b_k10,math,gsm8k,family_blocked__lambda_0p03,0.8134951416337286,0.907825555084935,-0.008769762845850515
trace_gsm8k_llama8b_k10,math,gsm8k,family_blocked__lambda_0p3,0.8128143527667984,0.9078411777042323,-0.07684864953887427
trace_gsm8k_llama8b_k10,math,gsm8k,family_blocked__lambda_1,0.8120763339920949,0.9074574910393194,-0.15065052700922177
trace_gsm8k_llama8b_k10,math,gsm8k,family_blocked__lambda_3,0.8116390810276681,0.907147250183379,-0.19437582345189774
trace_math500_qwenmath15b_k10,math,math500,deployed_upcr,0.6875414544060822,0.31105209401453365,0.11788925448242837
trace_math500_qwenmath15b_k10,math,math500,iu_pcr,0.6863625618612579,0.3091775476763957,0.0
trace_math500_qwenmath15b_k10,math,math500,dufs_liu,0.6863671519685057,0.309208179980057,0.0004590107247848252
trace_math500_qwenmath15b_k10,math,math500,raw_uniform_liu,0.6863526166288876,0.30904682734386296,-0.0009945232370300872
trace_math500_qwenmath15b_k10,math,math500,atomic_random__lambda_0p1,0.6863633268791326,0.3091331780336933,7.650178747153902e-05
trace_math500_qwenmath15b_k10,math,math500,family_blocked__lambda_0p1,0.6863457314680157,0.30958069988887615,-0.0016830393242184272
trace_math500_qwenmath15b_k10,math,math500,dependency_blocked_t4__lambda_0p1,0.6863426713965172,0.3086858876018193,-0.0019890464740712765
trace_math500_qwenmath15b_k10,math,math500,dependency_blocked_t8__lambda_0p1,0.6863419063786425,0.3087435504222044,-0.0020655482615428156
trace_math500_qwenmath15b_k10,math,math500,dependency_direct__lambda_0p1,0.6863855123974971,0.30867200530610595,0.002295053623924126
trace_math500_qwenmath15b_k10,math,math500,dependency_node_permuted__lambda_0p1,0.686360266807634,0.3091718382199119,-0.0002295053623924126
trace_math500_qwenmath15b_k10,math,math500,dependency_blocked_k5__lambda_0p1,0.6863916325404944,0.3086770038638336,0.002907067923652029
trace_math500_qwenmath15b_k10,math,math500,dependency_blocked_k11__lambda_0p1,0.6863939275941182,0.30868741327495774,0.0031365732860333395
trace_math500_qwenmath15b_k10,math,math500,dependency_blocked__lambda_0p1,0.6863832173438733,0.3086683829671881,0.0020655482615428156
trace_math500_qwenmath15b_k10,math,math500,atomic_random__lambda_0,0.6863625618612579,0.3091775476763957,0.0
trace_math500_qwenmath15b_k10,math,math500,atomic_random__lambda_0p03,0.6863648569148819,0.30914650921093173,0.00022950536240351482
trace_math500_qwenmath15b_k10,math,math500,atomic_random__lambda_0p3,0.686387807451121,0.30915733888866914,0.0025245589863165385
trace_math500_qwenmath15b_k10,math,math500,atomic_random__lambda_1,0.6863572067361354,0.30906312855510226,-0.000535512512245262
trace_math500_qwenmath15b_k10,math,math500,atomic_random__lambda_3,0.686338846307144,0.30901336744417135,-0.0023715554113845627
trace_math500_qwenmath15b_k10,math,math500,dependency_blocked__lambda_0,0.6863625618612579,0.3091775476763957,0.0
trace_math500_qwenmath15b_k10,math,math500,dependency_blocked__lambda_0p03,0.6863082455921583,0.3088566879213449,-0.0054316269099574654
