cell,group,feature,auc_raw,auc_oriented,labelfree_sign,oracle_sign,sign_wrong,auc_binned,nonmono_gain,regime_signs,regime_sign_disagree
se_nq_open_llama8b,QA,spectral_entropy,0.6064,0.6064,+,+,0,0.5977,-0.0087,+++,0
se_nq_open_llama8b,QA,low_band_power,0.5639,0.5639,+,+,0,0.5625,-0.0014,-++,1
se_nq_open_llama8b,QA,high_band_power,0.4431,0.5569,-,-,1,0.5565,-0.0004,---,0
se_nq_open_llama8b,QA,hl_ratio,0.4319,0.5681,-,-,1,0.5624,-0.0057,+--,1
se_nq_open_llama8b,QA,dominant_freq,0.4331,0.5669,-,-,1,0.5598,-0.0071,---,0
se_nq_open_llama8b,QA,spectral_centroid,0.4134,0.5866,-,-,1,0.5823,-0.0043,---,0
se_nq_open_llama8b,QA,rpdi,0.5413,0.5413,+,+,0,0.5995,0.0582,--+,1
se_nq_open_llama8b,QA,sw_var_peak,0.731,0.731,+,+,0,0.7147,-0.0163,+++,0
se_nq_open_llama8b,QA,pe_mean,0.4939,0.5061,-,-,1,0.5363,0.0302,-++,1
se_nq_open_llama8b,QA,hurst_exponent,0.4541,0.5459,-,-,1,0.5354,-0.0106,+--,1
se_nq_open_llama8b,QA,cusum_max,0.7046,0.7046,+,+,0,0.6906,-0.014,+++,0
se_nq_open_llama8b,QA,cusum_shift_idx,0.4839,0.5161,-,-,1,0.5182,0.0021,+++,0
se_nq_open_llama8b,QA,epr_spilled,0.2887,0.7113,-,-,1,0.6967,-0.0146,---,0
se_nq_open_llama8b,QA,sw_var_peak_spilled,0.3137,0.6863,-,-,1,0.6726,-0.0137,---,0
se_nq_open_llama8b,QA,cusum_max_spilled,0.3061,0.6939,-,-,1,0.6806,-0.0133,---,0
se_nq_open_llama8b,QA,epr_energy,0.2893,0.7107,-,-,1,0.6987,-0.012,---,0
se_nq_open_llama8b,QA,min_energy,0.3144,0.6856,-,-,1,0.6695,-0.0161,---,0
se_nq_open_llama8b,QA,sw_var_peak_energy,0.5518,0.5518,+,+,0,0.5514,-0.0004,-++,1
se_nq_open_llama8b,QA,cusum_max_energy,0.5969,0.5969,+,+,0,0.5919,-0.005,-++,1
se_nq_open_llama8b,QA,mean_top1_logprob,0.729,0.729,+,+,0,0.7109,-0.0181,+++,0
se_nq_open_llama8b,QA,logprob_margin,0.7213,0.7213,+,+,0,0.7056,-0.0157,+++,0
se_nq_open_llama8b,QA,mean_logprob_entropy,0.7426,0.7426,+,+,0,0.7249,-0.0177,+++,0
se_nq_open_llama8b,QA,varentropy,0.7465,0.7465,+,+,0,0.7319,-0.0145,+++,0
se_nq_open_llama8b,QA,renyi_entropy_2,0.735,0.735,+,+,0,0.7187,-0.0163,+++,0
se_nq_open_llama8b,QA,topk_tail_mass,0.7405,0.7405,+,+,0,0.7252,-0.0153,+++,0
se_squad_v2_llama8b,QA,epr,0.7464,0.7464,+,+,0,0.7371,-0.0093,+++,0
se_squad_v2_llama8b,QA,trace_length,0.2334,0.7666,-,-,1,0.7518,-0.0147,---,0
se_squad_v2_llama8b,QA,spectral_entropy,0.7093,0.7093,+,+,0,0.7066,-0.0027,+++,0
se_squad_v2_llama8b,QA,low_band_power,0.6873,0.6873,+,+,0,0.7058,0.0185,+++,0
se_squad_v2_llama8b,QA,high_band_power,0.4094,0.5906,-,-,1,0.6082,0.0176,++-,1
se_squad_v2_llama8b,QA,hl_ratio,0.2908,0.7092,-,-,1,0.7113,0.0021,---,0
se_squad_v2_llama8b,QA,dominant_freq,0.3878,0.6122,-,-,1,0.5887,-0.0234,---,0
se_squad_v2_llama8b,QA,spectral_centroid,0.3283,0.6717,-,-,1,0.6741,0.0024,---,0
se_squad_v2_llama8b,QA,rpdi,0.6765,0.6765,+,+,0,0.7012,0.0247,+++,0
se_squad_v2_llama8b,QA,sw_var_peak,0.7535,0.7535,+,+,0,0.7356,-0.0179,+++,0
se_squad_v2_llama8b,QA,pe_mean,0.5078,0.5078,+,+,0,0.6062,0.0983,+-+,1
se_squad_v2_llama8b,QA,hurst_exponent,0.3371,0.6629,-,-,1,0.7209,0.0579,---,0
se_squad_v2_llama8b,QA,cusum_max,0.7707,0.7707,+,+,0,0.7538,-0.0168,+++,0
se_squad_v2_llama8b,QA,cusum_shift_idx,0.4395,0.5605,-,-,1,0.6404,0.0799,+--,1
se_squad_v2_llama8b,QA,epr_spilled,0.2582,0.7418,-,-,1,0.7293,-0.0125,---,0
se_squad_v2_llama8b,QA,sw_var_peak_spilled,0.254,0.746,-,-,1,0.7193,-0.0267,---,0
se_squad_v2_llama8b,QA,cusum_max_spilled,0.2435,0.7565,-,-,1,0.739,-0.0175,---,0
se_squad_v2_llama8b,QA,epr_energy,0.2327,0.7673,-,-,1,0.7425,-0.0248,---,0
se_squad_v2_llama8b,QA,min_energy,0.212,0.788,-,-,1,0.7711,-0.0169,---,0
se_squad_v2_llama8b,QA,sw_var_peak_energy,0.462,0.538,-,-,1,0.5282,-0.0098,-+-,1
se_squad_v2_llama8b,QA,cusum_max_energy,0.6555,0.6555,+,+,0,0.647,-0.0086,+++,0
se_squad_v2_llama8b,QA,mean_top1_logprob,0.7365,0.7365,+,+,0,0.7262,-0.0103,+-+,1
se_squad_v2_llama8b,QA,logprob_margin,0.7676,0.7676,+,+,0,0.7536,-0.0141,+++,0
se_squad_v2_llama8b,QA,mean_logprob_entropy,0.7464,0.7464,+,+,0,0.7378,-0.0087,+++,0
se_squad_v2_llama8b,QA,varentropy,0.7496,0.7496,+,+,0,0.729,-0.0206,+++,0
se_squad_v2_llama8b,QA,renyi_entropy_2,0.7404,0.7404,+,+,0,0.7139,-0.0266,+-+,1
se_squad_v2_llama8b,QA,topk_tail_mass,0.7733,0.7733,+,+,0,0.7548,-0.0185,+++,0
seiclr_triviaqa_opt30b,QA,epr,0.5737,0.5737,+,+,0,0.5606,-0.0131,+-+,1
seiclr_triviaqa_opt30b,QA,spectral_entropy,0.5512,0.5512,+,+,0,0.5514,0.0001,+++,0
seiclr_triviaqa_opt30b,QA,low_band_power,0.4828,0.5172,-,-,1,0.5102,-0.007,---,0
seiclr_triviaqa_opt30b,QA,high_band_power,0.4974,0.5026,-,-,1,0.5153,0.0126,++-,1
seiclr_triviaqa_opt30b,QA,hl_ratio,0.5046,0.5046,+,+,0,0.5071,0.0026,+++,0
seiclr_triviaqa_opt30b,QA,dominant_freq,0.509,0.509,+,+,0,0.5173,0.0084,+++,0
seiclr_triviaqa_opt30b,QA,spectral_centroid,0.4846,0.5154,-,-,1,0.5121,-0.0033,+++,0
seiclr_triviaqa_opt30b,QA,stft_max_high_power,0.5079,0.5079,+,+,0,0.5112,0.0033,+--,1
seiclr_triviaqa_opt30b,QA,stft_spectral_entropy,0.5382,0.5382,+,+,0,0.5389,0.0007,+++,0
seiclr_triviaqa_opt30b,QA,rpdi,0.4811,0.5189,-,-,1,0.5104,-0.0085,---,0
seiclr_triviaqa_opt30b,QA,sw_var_peak,0.5786,0.5786,+,+,0,0.5702,-0.0084,-++,1
seiclr_triviaqa_opt30b,QA,pe_mean,0.5036,0.5036,+,+,0,0.52,0.0165,---,0
seiclr_triviaqa_opt30b,QA,hurst_exponent,0.494,0.506,-,-,1,0.5081,0.002,++-,1
seiclr_triviaqa_opt30b,QA,cusum_max,0.6248,0.6248,+,+,0,0.6171,-0.0077,+++,0
seiclr_triviaqa_opt30b,QA,cusum_shift_idx,0.5699,0.5699,+,+,0,0.5619,-0.008,+++,0
seiclr_triviaqa_opt30b,QA,epr_spilled,0.4434,0.5566,-,-,1,0.5508,-0.0058,-+-,1
seiclr_triviaqa_opt30b,QA,sw_var_peak_spilled,0.467,0.533,-,-,1,0.5314,-0.0016,+--,1
seiclr_triviaqa_opt30b,QA,cusum_max_spilled,0.4258,0.5742,-,-,1,0.5722,-0.002,---,0
seiclr_triviaqa_opt30b,QA,epr_energy,0.4457,0.5543,-,-,1,0.5463,-0.008,--+,1
seiclr_triviaqa_opt30b,QA,min_energy,0.3766,0.6234,-,-,1,0.6124,-0.011,---,0
seiclr_triviaqa_opt30b,QA,sw_var_peak_energy,0.5218,0.5218,+,+,0,0.5233,0.0016,--+,1
seiclr_triviaqa_opt30b,QA,cusum_max_energy,0.5917,0.5917,+,+,0,0.5863,-0.0053,+++,0
seiclr_triviaqa_opt30b,QA,mean_top1_logprob,0.5791,0.5791,+,+,0,0.5718,-0.0073,+++,0
seiclr_triviaqa_opt30b,QA,logprob_margin,0.5448,0.5448,+,+,0,0.5288,-0.016,+--,1
seiclr_triviaqa_opt30b,QA,mean_logprob_entropy,0.574,0.574,+,+,0,0.5663,-0.0077,+-+,1
seiclr_triviaqa_opt30b,QA,varentropy,0.56,0.56,+,+,0,0.5486,-0.0114,+--,1
seiclr_triviaqa_opt30b,QA,renyi_entropy_2,0.5766,0.5766,+,+,0,0.5705,-0.006,+++,0
seiclr_triviaqa_opt30b,QA,topk_tail_mass,0.5676,0.5676,+,+,0,0.5649,-0.0026,+++,0
semenergy_triviaqa_qwen3_8b,QA,epr,0.7813,0.7813,+,+,0,0.7654,-0.0159,+++,0
semenergy_triviaqa_qwen3_8b,QA,trace_length,0.3986,0.6014,-,-,1,0.5964,-0.005,---,0
semenergy_triviaqa_qwen3_8b,QA,spectral_entropy,0.5513,0.5513,+,+,0,0.6005,0.0492,+++,0
semenergy_triviaqa_qwen3_8b,QA,low_band_power,0.6268,0.6268,+,+,0,0.6131,-0.0137,+++,0
semenergy_triviaqa_qwen3_8b,QA,high_band_power,0.4007,0.5993,-,-,1,0.6166,0.0173,---,0
semenergy_triviaqa_qwen3_8b,QA,hl_ratio,0.3661,0.6339,-,-,1,0.6246,-0.0093,---,0
semenergy_triviaqa_qwen3_8b,QA,dominant_freq,0.3677,0.6323,-,-,1,0.6478,0.0155,---,0
semenergy_triviaqa_qwen3_8b,QA,spectral_centroid,0.3223,0.6777,-,-,1,0.6736,-0.0041,---,0
semenergy_triviaqa_qwen3_8b,QA,rpdi,0.5567,0.5567,+,+,0,0.6121,0.0553,+++,0
semenergy_triviaqa_qwen3_8b,QA,sw_var_peak,0.7939,0.7939,+,+,0,0.7741,-0.0198,+++,0
semenergy_triviaqa_qwen3_8b,QA,pe_mean,0.5216,0.5216,+,+,0,0.5998,0.0782,++-,1
semenergy_triviaqa_qwen3_8b,QA,hurst_exponent,0.3562,0.6438,-,-,1,0.6528,0.009,---,0
semenergy_triviaqa_qwen3_8b,QA,cusum_max,0.7912,0.7912,+,+,0,0.7756,-0.0156,+++,0
semenergy_triviaqa_qwen3_8b,QA,cusum_shift_idx,0.5555,0.5555,+,+,0,0.59,0.0345,+++,0
semenergy_triviaqa_qwen3_8b,QA,epr_spilled,0.2475,0.7525,-,-,1,0.7319,-0.0206,---,0
semenergy_triviaqa_qwen3_8b,QA,sw_var_peak_spilled,0.247,0.753,-,-,1,0.7367,-0.0164,---,0
semenergy_triviaqa_qwen3_8b,QA,cusum_max_spilled,0.2456,0.7544,-,-,1,0.7379,-0.0166,---,0
semenergy_triviaqa_qwen3_8b,QA,epr_energy,0.4462,0.5538,-,-,1,0.6474,0.0936,-++,1
semenergy_triviaqa_qwen3_8b,QA,min_energy,0.2691,0.7309,-,-,1,0.7484,0.0176,---,0
semenergy_triviaqa_qwen3_8b,QA,sw_var_peak_energy,0.6231,0.6231,+,+,0,0.6066,-0.0165,+++,0
semenergy_triviaqa_qwen3_8b,QA,cusum_max_energy,0.5884,0.5884,+,+,0,0.5755,-0.0129,+++,0
semenergy_triviaqa_qwen3_8b,QA,mean_top1_logprob,0.7602,0.7602,+,+,0,0.7438,-0.0163,+++,0
semenergy_triviaqa_qwen3_8b,QA,logprob_margin,0.6175,0.6175,+,+,0,0.6276,0.0101,++-,1
semenergy_triviaqa_qwen3_8b,QA,mean_logprob_entropy,0.783,0.783,+,+,0,0.7658,-0.0173,+++,0
semenergy_triviaqa_qwen3_8b,QA,varentropy,0.7967,0.7967,+,+,0,0.7759,-0.0208,+++,0
semenergy_triviaqa_qwen3_8b,QA,renyi_entropy_2,0.7689,0.7689,+,+,0,0.7528,-0.0161,+++,0
semenergy_triviaqa_qwen3_8b,QA,topk_tail_mass,0.8205,0.8205,+,+,0,0.8128,-0.0077,+++,0
spilled_triviaqa_llama8b,QA,epr,0.872,0.872,+,+,0,0.828,-0.044,+++,0
spilled_triviaqa_llama8b,QA,trace_length,0.0747,0.9253,-,-,1,0.89,-0.0353,---,0
spilled_triviaqa_llama8b,QA,spectral_entropy,0.8867,0.8867,+,+,0,0.82,-0.0667,+++,0
spilled_triviaqa_llama8b,QA,low_band_power,0.8073,0.8073,+,+,0,0.782,-0.0253,+++,0
spilled_triviaqa_llama8b,QA,high_band_power,0.2573,0.7427,-,-,1,0.806,0.0633,-+-,1
spilled_triviaqa_llama8b,QA,hl_ratio,0.1053,0.8947,-,-,1,0.762,-0.1327,---,0
spilled_triviaqa_llama8b,QA,dominant_freq,0.2113,0.7887,-,-,1,0.818,0.0293,-+-,1
spilled_triviaqa_llama8b,QA,spectral_centroid,0.1933,0.8067,-,-,1,0.798,-0.0087,---,0
spilled_triviaqa_llama8b,QA,rpdi,0.6667,0.6667,+,+,0,0.75,0.0833,+++,0
spilled_triviaqa_llama8b,QA,sw_var_peak,0.8707,0.8707,+,+,0,0.83,-0.0407,+++,0
spilled_triviaqa_llama8b,QA,pe_mean,0.7387,0.7387,+,+,0,0.822,0.0833,+++,0
spilled_triviaqa_llama8b,QA,hurst_exponent,0.3247,0.6753,-,-,1,0.758,0.0827,---,0
spilled_triviaqa_llama8b,QA,cusum_max,0.862,0.862,+,+,0,0.83,-0.032,+++,0
spilled_triviaqa_llama8b,QA,cusum_shift_idx,0.1883,0.8117,-,-,1,0.846,0.0343,---,0
spilled_triviaqa_llama8b,QA,epr_spilled,0.096,0.904,-,-,1,0.83,-0.074,---,0
spilled_triviaqa_llama8b,QA,sw_var_peak_spilled,0.0673,0.9327,-,-,1,0.822,-0.1107,---,0
spilled_triviaqa_llama8b,QA,cusum_max_spilled,0.0393,0.9607,-,-,1,0.884,-0.0767,---,0
spilled_triviaqa_llama8b,QA,min_spilled,0.3343,0.6657,-,-,1,0.724,0.0583,-+-,1
spilled_triviaqa_llama8b,QA,epr_energy,0.1333,0.8667,-,-,1,0.88,0.0133,---,0
spilled_triviaqa_llama8b,QA,min_energy,0.104,0.896,-,-,1,0.884,-0.012,---,0
spilled_triviaqa_llama8b,QA,sw_var_peak_energy,0.5573,0.5573,+,+,0,0.59,0.0327,+++,0
spilled_triviaqa_llama8b,QA,cusum_max_energy,0.898,0.898,+,+,0,0.878,-0.02,+++,0
spilled_triviaqa_llama8b,QA,mean_top1_logprob,0.8647,0.8647,+,+,0,0.83,-0.0347,+-+,1
spilled_triviaqa_llama8b,QA,logprob_margin,0.9073,0.9073,+,+,0,0.828,-0.0793,+++,0
spilled_triviaqa_llama8b,QA,mean_logprob_entropy,0.8727,0.8727,+,+,0,0.834,-0.0387,+++,0
spilled_triviaqa_llama8b,QA,varentropy,0.8987,0.8987,+,+,0,0.884,-0.0147,+++,0
spilled_triviaqa_llama8b,QA,renyi_entropy_2,0.87,0.87,+,+,0,0.834,-0.036,+++,0
spilled_triviaqa_llama8b,QA,topk_tail_mass,0.8427,0.8427,+,+,0,0.828,-0.0147,+++,0
trace_gsm8k_llama8b_k10,math,epr,0.7865,0.7865,+,+,0,0.7567,-0.0298,+++,0
trace_gsm8k_llama8b_k10,math,trace_length,0.2741,0.7259,-,-,1,0.7034,-0.0225,---,0
trace_gsm8k_llama8b_k10,math,spectral_entropy,0.6012,0.6012,+,+,0,0.5991,-0.0021,+++,0
trace_gsm8k_llama8b_k10,math,low_band_power,0.7254,0.7254,+,+,0,0.7024,-0.023,+++,0
trace_gsm8k_llama8b_k10,math,high_band_power,0.3041,0.6959,-,-,1,0.6757,-0.0203,---,0
trace_gsm8k_llama8b_k10,math,hl_ratio,0.2728,0.7272,-,-,1,0.7039,-0.0233,---,0
trace_gsm8k_llama8b_k10,math,dominant_freq,0.3227,0.6773,-,-,1,0.6564,-0.021,---,0
trace_gsm8k_llama8b_k10,math,spectral_centroid,0.2657,0.7343,-,-,1,0.7073,-0.027,---,0
trace_gsm8k_llama8b_k10,math,stft_max_high_power,0.5491,0.5491,+,+,0,0.5377,-0.0114,+++,0
trace_gsm8k_llama8b_k10,math,stft_spectral_entropy,0.3851,0.6149,-,-,1,0.607,-0.0079,---,0
trace_gsm8k_llama8b_k10,math,rpdi,0.6651,0.6651,+,+,0,0.6516,-0.0135,+++,0
trace_gsm8k_llama8b_k10,math,sw_var_peak,0.7774,0.7774,+,+,0,0.7521,-0.0253,+++,0
trace_gsm8k_llama8b_k10,math,pe_mean,0.4334,0.5666,-,-,1,0.5742,0.0076,---,0
trace_gsm8k_llama8b_k10,math,hurst_exponent,0.3331,0.6669,-,-,1,0.6515,-0.0155,---,0
trace_gsm8k_llama8b_k10,math,cusum_max,0.7462,0.7462,+,+,0,0.7192,-0.027,+++,0
trace_gsm8k_llama8b_k10,math,cusum_shift_idx,0.408,0.592,-,-,1,0.5888,-0.0033,+-+,1
trace_gsm8k_llama8b_k10,math,epr_spilled,0.2178,0.7822,-,-,1,0.7566,-0.0256,---,0
trace_gsm8k_llama8b_k10,math,sw_var_peak_spilled,0.2673,0.7327,-,-,1,0.7218,-0.0109,---,0
trace_gsm8k_llama8b_k10,math,cusum_max_spilled,0.2453,0.7547,-,-,1,0.726,-0.0287,---,0
trace_gsm8k_llama8b_k10,math,epr_energy,0.1956,0.8044,-,-,1,0.7782,-0.0262,---,0
trace_gsm8k_llama8b_k10,math,min_energy,0.2216,0.7784,-,-,1,0.7551,-0.0232,---,0
trace_gsm8k_llama8b_k10,math,sw_var_peak_energy,0.4442,0.5558,-,-,1,0.5465,-0.0093,---,0
trace_gsm8k_llama8b_k10,math,cusum_max_energy,0.757,0.757,+,+,0,0.7324,-0.0246,+++,0
trace_gsm8k_llama8b_k10,math,mean_top1_logprob,0.7805,0.7805,+,+,0,0.7511,-0.0294,+-+,1
trace_gsm8k_llama8b_k10,math,logprob_margin,0.7861,0.7861,+,+,0,0.7577,-0.0284,+++,0
trace_gsm8k_llama8b_k10,math,mean_logprob_entropy,0.7884,0.7884,+,+,0,0.7591,-0.0293,+++,0
trace_gsm8k_llama8b_k10,math,varentropy,0.8023,0.8023,+,+,0,0.7741,-0.0282,+++,0
trace_gsm8k_llama8b_k10,math,renyi_entropy_2,0.7833,0.7833,+,+,0,0.7531,-0.0301,+++,0
trace_gsm8k_llama8b_k10,math,topk_tail_mass,0.7967,0.7967,+,+,0,0.7672,-0.0295,+++,0
trace_math500_qwenmath15b_k10,math,epr,0.6724,0.6724,+,+,0,0.662,-0.0104,+++,0
trace_math500_qwenmath15b_k10,math,trace_length,0.3225,0.6775,-,-,1,0.6663,-0.0112,---,0
trace_math500_qwenmath15b_k10,math,spectral_entropy,0.4612,0.5388,-,-,1,0.5363,-0.0025,-++,1
trace_math500_qwenmath15b_k10,math,low_band_power,0.661,0.661,+,+,0,0.6434,-0.0176,+++,0
trace_math500_qwenmath15b_k10,math,high_band_power,0.3528,0.6472,-,-,1,0.6416,-0.0056,---,0
trace_math500_qwenmath15b_k10,math,hl_ratio,0.3423,0.6577,-,-,1,0.6518,-0.0059,---,0
trace_math500_qwenmath15b_k10,math,dominant_freq,0.3588,0.6412,-,-,1,0.635,-0.0062,---,0
trace_math500_qwenmath15b_k10,math,spectral_centroid,0.3385,0.6615,-,-,1,0.6483,-0.0132,---,0
trace_math500_qwenmath15b_k10,math,stft_max_high_power,0.5117,0.5117,+,+,0,0.5245,0.0128,--+,1
trace_math500_qwenmath15b_k10,math,stft_spectral_entropy,0.3596,0.6404,-,-,1,0.632,-0.0083,---,0
trace_math500_qwenmath15b_k10,math,rpdi,0.6102,0.6102,+,+,0,0.5969,-0.0134,-++,1
trace_math500_qwenmath15b_k10,math,sw_var_peak,0.6316,0.6316,+,+,0,0.6161,-0.0155,-++,1
trace_math500_qwenmath15b_k10,math,pe_mean,0.4645,0.5355,-,-,1,0.5383,0.0029,+--,1
trace_math500_qwenmath15b_k10,math,hurst_exponent,0.3622,0.6378,-,-,1,0.6295,-0.0083,---,0
trace_math500_qwenmath15b_k10,math,cusum_max,0.6817,0.6817,+,+,0,0.6708,-0.0109,+++,0
trace_math500_qwenmath15b_k10,math,cusum_shift_idx,0.4626,0.5374,-,-,1,0.5218,-0.0156,+--,1
trace_math500_qwenmath15b_k10,math,epr_spilled,0.3322,0.6678,-,-,1,0.6552,-0.0125,---,0
trace_math500_qwenmath15b_k10,math,sw_var_peak_spilled,0.371,0.629,-,-,1,0.6183,-0.0107,+--,1
trace_math500_qwenmath15b_k10,math,cusum_max_spilled,0.3169,0.6831,-,-,1,0.6709,-0.0122,---,0
trace_math500_qwenmath15b_k10,math,min_spilled,0.3745,0.6255,-,-,1,0.6216,-0.0039,---,0
trace_math500_qwenmath15b_k10,math,epr_energy,0.2898,0.7102,-,-,1,0.6962,-0.014,---,0
trace_math500_qwenmath15b_k10,math,min_energy,0.337,0.663,-,-,1,0.6494,-0.0137,---,0
trace_math500_qwenmath15b_k10,math,sw_var_peak_energy,0.4315,0.5685,-,-,1,0.57,0.0016,---,0
trace_math500_qwenmath15b_k10,math,cusum_max_energy,0.6256,0.6256,+,+,0,0.6125,-0.0131,+++,0
trace_math500_qwenmath15b_k10,math,mean_top1_logprob,0.666,0.666,+,+,0,0.6566,-0.0095,+++,0
trace_math500_qwenmath15b_k10,math,logprob_margin,0.6927,0.6927,+,+,0,0.6774,-0.0152,+++,0
trace_math500_qwenmath15b_k10,math,mean_logprob_entropy,0.6731,0.6731,+,+,0,0.6633,-0.0098,+++,0
trace_math500_qwenmath15b_k10,math,varentropy,0.6872,0.6872,+,+,0,0.6737,-0.0136,+++,0
trace_math500_qwenmath15b_k10,math,renyi_entropy_2,0.6683,0.6683,+,+,0,0.6606,-0.0077,+++,0
trace_math500_qwenmath15b_k10,math,topk_tail_mass,0.6762,0.6762,+,+,0,0.6628,-0.0134,+++,0
truthfulqa_llama8b,QA,epr,0.6057,0.6057,+,+,0,0.5889,-0.0168,+++,0
truthfulqa_llama8b,QA,trace_length,0.3212,0.6788,-,-,1,0.66,-0.0188,---,0
truthfulqa_llama8b,QA,spectral_entropy,0.6747,0.6747,+,+,0,0.6628,-0.0119,+++,0
truthfulqa_llama8b,QA,low_band_power,0.5328,0.5328,+,+,0,0.5678,0.035,-++,1
truthfulqa_llama8b,QA,high_band_power,0.4951,0.5049,-,-,1,0.526,0.0211,+--,1
truthfulqa_llama8b,QA,hl_ratio,0.4788,0.5212,-,-,1,0.5574,0.0362,++-,1
truthfulqa_llama8b,QA,dominant_freq,0.4597,0.5403,-,-,1,0.5225,-0.0179,---,0
truthfulqa_llama8b,QA,spectral_centroid,0.4669,0.5331,-,-,1,0.5747,0.0417,---,0
truthfulqa_llama8b,QA,stft_max_high_power,0.6234,0.6234,+,+,0,0.6212,-0.0022,+++,0
truthfulqa_llama8b,QA,stft_spectral_entropy,0.6047,0.6047,+,+,0,0.6066,0.0019,+++,0
truthfulqa_llama8b,QA,rpdi,0.4981,0.5019,-,-,1,0.5735,0.0715,+--,1
truthfulqa_llama8b,QA,sw_var_peak,0.6478,0.6478,+,+,0,0.6307,-0.0171,+++,0
truthfulqa_llama8b,QA,pe_mean,0.5174,0.5174,+,+,0,0.5503,0.0329,+-+,1
truthfulqa_llama8b,QA,hurst_exponent,0.4733,0.5267,-,-,1,0.5454,0.0187,++-,1
truthfulqa_llama8b,QA,cusum_max,0.656,0.656,+,+,0,0.6376,-0.0184,+++,0
truthfulqa_llama8b,QA,cusum_shift_idx,0.4955,0.5045,-,-,1,0.5279,0.0235,--+,1
truthfulqa_llama8b,QA,epr_spilled,0.4055,0.5945,-,-,1,0.5751,-0.0194,-+-,1
truthfulqa_llama8b,QA,sw_var_peak_spilled,0.366,0.634,-,-,1,0.6183,-0.0157,---,0
truthfulqa_llama8b,QA,cusum_max_spilled,0.3509,0.6491,-,-,1,0.6348,-0.0143,---,0
truthfulqa_llama8b,QA,epr_energy,0.4071,0.5929,-,-,1,0.5855,-0.0073,--+,1
truthfulqa_llama8b,QA,min_energy,0.3469,0.6531,-,-,1,0.6452,-0.0078,---,0
truthfulqa_llama8b,QA,sw_var_peak_energy,0.5864,0.5864,+,+,0,0.5753,-0.0111,+++,0
truthfulqa_llama8b,QA,cusum_max_energy,0.6494,0.6494,+,+,0,0.6277,-0.0217,+++,0
truthfulqa_llama8b,QA,mean_top1_logprob,0.5987,0.5987,+,+,0,0.5864,-0.0122,--+,1
truthfulqa_llama8b,QA,logprob_margin,0.5466,0.5466,+,+,0,0.5366,-0.01,---,0
truthfulqa_llama8b,QA,mean_logprob_entropy,0.6067,0.6067,+,+,0,0.5914,-0.0153,+++,0
truthfulqa_llama8b,QA,varentropy,0.6104,0.6104,+,+,0,0.6056,-0.0047,+++,0
truthfulqa_llama8b,QA,renyi_entropy_2,0.6019,0.6019,+,+,0,0.5885,-0.0135,+-+,1
truthfulqa_llama8b,QA,topk_tail_mass,0.6196,0.6196,+,+,0,0.6055,-0.014,+++,0
