source,world,unit,group,family,repetition,n_train,n_test,n_features,upcr_n_kept,n_domain_donors,n_domain_donor_labels,n_all_donors,n_all_donor_labels,domain_shared_upcr_coefficient,domain_shared_residual_norm,budget,method,auc,delta_vs_upcr,n_target_labels,n_donor_labels_used,selected_positive_rate,selected_both_classes,converged,head_coefficient_upcr,head_coefficient_correction,prior_coefficient_upcr,prior_coefficient_correction
synthetic,family_shift,s04,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,80,local_active2,0.9806838407494145,-0.0004121779859485031,80,0,0.45,1,1,1.8198334214426324,-0.05851603298373411,1.0,0.0
synthetic,family_shift,s04,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,80,hybrid_domain_uniform,0.9782857142857143,-0.002810304449648693,80,160,0.375,1,1,2.29354676632349,0.31692223433273575,1.7491188925732442,0.4081510400052597
synthetic,family_shift,s04,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,80,hybrid_domain_active,0.9788290398126464,-0.002266978922716656,80,160,0.35,1,1,2.123215393283087,-0.2528135533210619,1.7491188925732442,0.4081510400052597
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,0,upcr,0.9872144653078693,0.0,0,0,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,0,pooled_domain_lofo,0.9819896931115033,-0.005224772196365968,0,160,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,0,pooled_all_lofo,0.9802243263966904,-0.006990138911178834,0,160,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,0,local_controlled2,0.9872144653078693,0.0,0,0,nan,0,1,1.0,0.0,1.0,0.0
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,0,local_uniform2,0.9872144653078693,0.0,0,0,nan,0,1,1.0,0.0,1.0,0.0
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,0,local_active2,0.9872144653078693,0.0,0,0,nan,0,1,1.0,0.0,1.0,0.0
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,0,hybrid_domain_uniform,0.9819896931115033,-0.005224772196365968,0,160,nan,0,1,1.7491188925732442,0.4107183788590931,1.7491188925732442,0.4107183788590931
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,0,hybrid_domain_active,0.9819896931115033,-0.005224772196365968,0,160,nan,0,1,1.7491188925732442,0.4107183788590931,1.7491188925732442,0.4107183788590931
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,5,upcr,0.9872144653078693,0.0,0,0,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,5,pooled_domain_lofo,0.9819896931115033,-0.005224772196365968,0,160,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,5,pooled_all_lofo,0.9802243263966904,-0.006990138911178834,0,160,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,5,local_controlled2,0.9872501292819058,3.5663974036537205e-05,5,0,0.4,1,1,1.1099898550548581,0.013366680428126046,1.0,0.0
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,5,local_uniform2,0.9870718094117228,-0.00014265589614648189,5,0,0.4,1,1,1.0881835763539844,0.052272781433492135,1.0,0.0
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,5,local_active2,0.9855739225021843,-0.0016405428056849303,5,0,0.4,1,1,1.0662898038691513,-0.07260999605436402,1.0,0.0
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,5,hybrid_domain_uniform,0.9847714830863603,-0.0024429822215089603,5,160,0.4,1,1,1.8043016821817752,0.32798084958043505,1.7491188925732442,0.4107183788590931
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,5,hybrid_domain_active,0.9868043296064479,-0.0004101357014213436,5,160,0.4,1,1,1.8328370449225495,0.20361304847269235,1.7491188925732442,0.4107183788590931
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,10,upcr,0.9872144653078693,0.0,0,0,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,10,pooled_domain_lofo,0.9819896931115033,-0.005224772196365968,0,160,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,10,pooled_all_lofo,0.9802243263966904,-0.006990138911178834,0,160,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,10,local_controlled2,0.9866438417232832,-0.0005706235845860386,10,0,0.4,1,1,1.1800122547125296,-0.04105836095674377,1.0,0.0
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,10,local_uniform2,0.9873214572299791,0.00010699192210983366,10,0,0.4,1,1,1.1759133332868352,0.016476998655515915,1.0,0.0
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,10,local_active2,0.983041780345584,-0.004172684962285289,10,0,0.5,1,1,1.1186146617040107,-0.14307498703819074,1.0,0.0
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,10,hybrid_domain_uniform,0.9850746268656716,-0.0021398384421976724,10,160,0.4,1,1,1.863179187094842,0.32126036394939617,1.7491188925732442,0.4107183788590931
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,10,hybrid_domain_active,0.987481945113144,0.0002674798052747507,10,160,0.4,1,1,1.887792979690667,0.05897216750266232,1.7491188925732442,0.4107183788590931
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,20,upcr,0.9872144653078693,0.0,0,0,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,20,pooled_domain_lofo,0.9819896931115033,-0.005224772196365968,0,160,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,20,pooled_all_lofo,0.9802243263966904,-0.006990138911178834,0,160,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,20,local_controlled2,0.9864120258920452,-0.00080243941582403,20,0,0.4,1,1,1.3403108499717287,-0.06068295948069976,1.0,0.0
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,20,local_uniform2,0.9869469855025945,-0.0002674798052747507,20,0,0.4,1,1,1.3111440899225877,0.1254576822536781,1.0,0.0
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,20,local_active2,0.9864476898660818,-0.0007667754417874928,20,0,0.5,1,1,1.2632171912486656,-0.05412045261558915,1.0,0.0
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,20,hybrid_domain_uniform,0.9851637868007632,-0.002050678507106052,20,160,0.4,1,1,1.9364147833338436,0.3265894475939922,1.7491188925732442,0.4107183788590931
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,20,hybrid_domain_active,0.9861980420478255,-0.0010164232600438083,20,160,0.4,1,1,1.9381341216771848,-0.07926464394223276,1.7491188925732442,0.4107183788590931
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,40,upcr,0.9872144653078693,0.0,0,0,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,40,pooled_domain_lofo,0.9819896931115033,-0.005224772196365968,0,160,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,40,pooled_all_lofo,0.9802243263966904,-0.006990138911178834,0,160,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,40,local_controlled2,0.9870718094117227,-0.0001426558961465929,40,0,0.425,1,1,1.5750851407378617,0.06046818686483821,1.0,0.0
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,40,local_uniform2,0.9863050339699352,-0.0009094313379340857,40,0,0.35,1,1,1.5194105534348439,0.19332905744201426,1.0,0.0
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,40,local_active2,0.9865546817881916,-0.0006597835196776591,40,0,0.5,1,1,1.5311255788023863,-0.056090761083626116,1.0,0.0
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,40,hybrid_domain_uniform,0.9864476898660818,-0.0007667754417874928,40,160,0.35,1,1,2.0873387871234383,0.26450097135633927,1.7491188925732442,0.4107183788590931
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,40,hybrid_domain_active,0.9848428110344336,-0.002371654273435664,40,160,0.425,1,1,2.0322769481266074,-0.15928025689752387,1.7491188925732442,0.4107183788590931
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,80,upcr,0.9872144653078693,0.0,0,0,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,80,pooled_domain_lofo,0.9819896931115033,-0.005224772196365968,0,160,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,80,pooled_all_lofo,0.9802243263966904,-0.006990138911178834,0,160,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,80,local_controlled2,0.9873571212040158,0.00014265589614648189,80,0,0.4125,1,1,1.8684196404275748,0.04067034574064255,1.0,0.0
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,80,local_uniform2,0.9863763619180085,-0.0008381033898607892,80,0,0.3875,1,1,1.8197061616728865,0.22651784254587873,1.0,0.0
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,80,local_active2,0.9868934895415397,-0.000320975766329612,80,0,0.475,1,1,1.857393598262953,-0.021931711287079235,1.0,0.0
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,80,hybrid_domain_uniform,0.987428449152089,0.00021398384421977834,80,160,0.3875,1,1,2.306844103415964,0.06586576352468194,1.7491188925732442,0.4107183788590931
synthetic,family_shift,s05,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,80,hybrid_domain_active,0.9852529467358547,-0.0019615185720145423,80,160,0.4375,1,1,2.2824727442064967,-0.15123070434692074,1.7491188925732442,0.4107183788590931
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,0,upcr,0.9880542477689551,0.0,0,0,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,0,pooled_domain_lofo,0.9810449019745626,-0.007009345794392496,0,160,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,0,pooled_all_lofo,0.9848218677534959,-0.003232380015459224,0,160,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,0,local_controlled2,0.9880542477689551,0.0,0,0,nan,0,1,1.0,0.0,1.0,0.0
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,0,local_uniform2,0.9880542477689551,0.0,0,0,nan,0,1,1.0,0.0,1.0,0.0
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,0,local_active2,0.9880542477689551,0.0,0,0,nan,0,1,1.0,0.0,1.0,0.0
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,0,hybrid_domain_uniform,0.9810449019745626,-0.007009345794392496,0,160,nan,0,1,1.7491188925732442,0.42349288148910696,1.7491188925732442,0.42349288148910696
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,0,hybrid_domain_active,0.9810449019745626,-0.007009345794392496,0,160,nan,0,1,1.7491188925732442,0.42349288148910696,1.7491188925732442,0.42349288148910696
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,5,upcr,0.9880542477689551,0.0,0,0,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,5,pooled_domain_lofo,0.9810449019745626,-0.007009345794392496,0,160,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,5,pooled_all_lofo,0.9848218677534959,-0.003232380015459224,0,160,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,5,local_controlled2,0.9885812662497364,0.0005270184807812939,5,0,0.4,1,1,1.1064169416504037,0.0665225552362236,1.0,0.0
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,5,local_uniform2,0.985788068301595,-0.0022661794673600744,5,0,0.8,1,1,1.0613995818293513,-0.08300719508924465,1.0,0.0
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,5,local_active2,0.9850326751458085,-0.003021572623146618,5,0,0.4,1,1,1.0125074456568568,0.24937649447377974,1.0,0.0
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,5,hybrid_domain_uniform,0.9807638254514792,-0.0072904223174758975,5,160,0.8,1,1,1.7789013509322826,0.4351567718497161,1.7491188925732442,0.42349288148910696
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,5,hybrid_domain_active,0.9858759047150587,-0.0021783430538964144,5,160,0.4,1,1,1.8156352442536188,0.2058738009530278,1.7491188925732442,0.42349288148910696
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,10,upcr,0.9880542477689551,0.0,0,0,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,10,pooled_domain_lofo,0.9810449019745626,-0.007009345794392496,0,160,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,10,pooled_all_lofo,0.9848218677534959,-0.003232380015459224,0,160,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,10,local_controlled2,0.9865610287400745,-0.0014932190288806657,10,0,0.4,1,1,1.2000484140958085,-0.06592282216212864,1.0,0.0
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,10,local_uniform2,0.9869650762420069,-0.0010891715269482072,10,0,0.8,1,1,1.1148461402704244,-0.04551081740817295,1.0,0.0
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,10,local_active2,0.9873164218958612,-0.0007378258730939002,10,0,0.4,1,1,1.0828477381220047,0.19090006183052366,1.0,0.0
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,10,hybrid_domain_uniform,0.9814313821938023,-0.006622865575152792,10,160,0.8,1,1,1.7984181797302878,0.42437332909015024,1.7491188925732442,0.42349288148910696
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,10,hybrid_domain_active,0.9878434403766425,-0.00021080739231260637,10,160,0.4,1,1,1.8624811181063825,0.0311202193735978,1.7491188925732442,0.42349288148910696
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,20,upcr,0.9880542477689551,0.0,0,0,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,20,pooled_domain_lofo,0.9810449019745626,-0.007009345794392496,0,160,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,20,pooled_all_lofo,0.9848218677534959,-0.003232380015459224,0,160,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,20,local_controlled2,0.9886164008151219,0.0005621530461668023,20,0,0.45,1,1,1.3377880862227323,0.05552129474895061,1.0,0.0
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,20,local_uniform2,0.9881069496170333,5.270184807815159e-05,20,0,0.8,1,1,1.2436094845272059,0.010027761878004408,1.0,0.0
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,20,local_active2,0.9887042372285855,0.0006499894596303513,20,0,0.4,1,1,1.2883038543848608,0.10914952883356596,1.0,0.0
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,20,hybrid_domain_uniform,0.982432717307287,-0.005621530461668134,20,160,0.8,1,1,1.8831234324997057,0.4028081929935448,1.7491188925732442,0.42349288148910696
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,20,hybrid_domain_active,0.9871583163516268,-0.000895931417328355,20,160,0.45,1,1,1.9053240596685708,-0.13668179498965127,1.7491188925732442,0.42349288148910696
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,40,upcr,0.9880542477689551,0.0,0,0,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,40,pooled_domain_lofo,0.9810449019745626,-0.007009345794392496,0,160,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,40,pooled_all_lofo,0.9848218677534959,-0.003232380015459224,0,160,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,40,local_controlled2,0.9880718150516479,1.7567282692754205e-05,40,0,0.45,1,1,1.5089367884888878,0.0015976438667821518,1.0,0.0
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,40,local_uniform2,0.9885461316843511,0.0004918839153960075,40,0,0.55,1,1,1.5243226678889217,0.06045365771233492,1.0,0.0
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,40,local_active2,0.9885812662497365,0.0005270184807814049,40,0,0.45,1,1,1.559729661380686,0.09619056443640855,1.0,0.0
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,40,hybrid_domain_uniform,0.983961070901553,-0.004093176867402071,40,160,0.55,1,1,2.07298889248642,0.3683710280339781,1.7491188925732442,0.42349288148910696
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,40,hybrid_domain_active,0.9879664113554916,-8.783641346354898e-05,40,160,0.425,1,1,2.096997856319992,0.013174372301389847,1.7491188925732442,0.42349288148910696
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,80,upcr,0.9880542477689551,0.0,0,0,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,80,pooled_domain_lofo,0.9810449019745626,-0.007009345794392496,0,160,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,80,pooled_all_lofo,0.9848218677534959,-0.003232380015459224,0,160,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,80,local_controlled2,0.9869475089593142,-0.0011067388096409614,80,0,0.45,1,1,1.8339053434423376,-0.0739118658350128,1.0,0.0
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,80,local_uniform2,0.9887042372285855,0.0006499894596303513,80,0,0.5,1,1,1.8330708598569707,0.1423063547573421,1.0,0.0
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,80,local_active2,0.9887042372285855,0.0006499894596303513,80,0,0.4875,1,1,1.8379548062324458,0.09172714585559574,1.0,0.0
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,80,hybrid_domain_uniform,0.98743939287471,-0.0006148548942450649,80,160,0.5,1,1,2.314406387253982,0.1401425001295095,1.7491188925732442,0.42349288148910696
synthetic,family_shift,s06,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,80,hybrid_domain_active,0.9877029021151009,-0.0003513456538541959,80,160,0.425,1,1,2.338261083746289,0.07158711221415091,1.7491188925732442,0.42349288148910696
synthetic,family_shift,s07,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,0,upcr,0.989594190813703,0.0,0,0,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s07,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,0,pooled_domain_lofo,0.9831491904662637,-0.006445000347439334,0,160,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s07,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,0,pooled_all_lofo,0.9897679104996179,0.00017371968591484155,0,160,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s07,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,0,local_controlled2,0.989594190813703,0.0,0,0,nan,0,1,1.0,0.0,1.0,0.0
synthetic,family_shift,s07,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,0,local_uniform2,0.989594190813703,0.0,0,0,nan,0,1,1.0,0.0,1.0,0.0
synthetic,family_shift,s07,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,0,local_active2,0.989594190813703,0.0,0,0,nan,0,1,1.0,0.0,1.0,0.0
synthetic,family_shift,s07,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,0,hybrid_domain_uniform,0.9831491904662637,-0.006445000347439334,0,160,nan,0,1,1.7491188925732442,0.4097276889453327,1.7491188925732442,0.4097276889453327
synthetic,family_shift,s07,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,0,hybrid_domain_active,0.9831491904662637,-0.006445000347439334,0,160,nan,0,1,1.7491188925732442,0.4097276889453327,1.7491188925732442,0.4097276889453327
synthetic,family_shift,s07,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,5,upcr,0.989594190813703,0.0,0,0,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s07,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,5,pooled_domain_lofo,0.9831491904662637,-0.006445000347439334,0,160,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s07,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,5,pooled_all_lofo,0.9897679104996179,0.00017371968591484155,0,160,nan,0,1,nan,nan,nan,nan
synthetic,family_shift,s07,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,5,local_controlled2,0.989194635536099,-0.00039955527760404674,5,0,0.6,1,1,1.1043989581353117,0.06473246927071316,1.0,0.0
synthetic,family_shift,s07,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,5,local_uniform2,0.9895073309707456,-8.685984295742077e-05,5,0,0.4,1,1,1.0935109985016755,0.028722512044375564,1.0,0.0
synthetic,family_shift,s07,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,5,local_active2,0.988082829546244,-0.0015113612674589882,5,0,0.2,1,1,1.0387506973428702,0.11878865525216888,1.0,0.0
synthetic,family_shift,s07,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,5,hybrid_domain_uniform,0.98193315266486,-0.007661038148843002,5,160,0.4,1,1,1.7944276147227238,0.44846295525495045,1.7491188925732442,0.4097276889453327
synthetic,family_shift,s07,synthetic,family1,8,720,480,18,6,8,160,8,160,1.7491188925732442,0.4044711163400691,5,hybrid_domain_active,0.9894725870335626,-0.0001216037801404779,5,160,0.4,1,1,1.827623348450917,0.07658414318554715,1.7491188925732442,0.4097276889453327
